RefName	sample1and2	sample3and4	m5and6	m7and8	TD_pt	TT_pt	length	Col.DMSO.Mo	Col.Tun.Mo	Col.DMSO.Di	Col.Tun.Di	TD.tpm	TT.tpm	CD.tpm	CT.tpm	MD.tpm	MT.tpm	MDvsCD	MTvsCT	CTvsCD	MTvsMD	TTvsTD	Colision_Col.DMSO	Colision_Col.Tun	tiles	CDS.gtf	five_prime_UTR.gtf	three_prime_UTR.gtf	m6aPerc.Total_DMSO2	m6aPerc.Total_Tunica	m6aPerc.CD.m6a	m6aPerc.sample3and4	m6aPerc.MD.m6a	m6aPerc.MT.m6a
AT1G01240	54.5	94	28.75	49.75	88	70	2122	0.071164	0.022713	0.038458	0	20.620807607854065	15.81159803304003	29.847867820601778	7.162297665091927	8.897569828594818	13.1335801729066	-1.746144621159073	0.8747658605791121	-2.0591334929744325	0.5617769887637528	-0.3831176524076068	-0.8878638665845522	-Inf	1	2121	162	308	1.464532609	1.291514493	1.02266965205	.	1.10325588515	0.8228014774000001
AT1G01260	54.5	35	50.5	33.75	94	76	2753	0.088714	0.090969	0.039487	0.023921	24.259773656298893	21.458597330554326	34.069272028496215	100.27216731128698	29.24542951615829	43.176821912910484	-0.22025994360191004	-1.21559224968916	1.5573781843481802	0.56204587826093	-0.17701031465864803	-1.167784030794175	-1.927097292426259	2	2708	254	331	1.559166667	1.997709177	2.0370936355000002	2.421499203	2.3676075069999998	1.496859722
AT1G01290	71	40	53	76.5	55	49.5	2205	0.116547	0.12284	0	0.035411	1.2129886828149448	2.2587997190057187	5.87894037719003	14.324595330183854	NA	NA	NA	NA	1.284866331808861	NA	0.8969902667851289	-Inf	-1.7945109265722508	NA	2205	96	446	2.987760618	3.386948399	4.35940625	3.73521164	3.064147804	2.2255916035
AT1G01300	50	22	30	37.5	45	48	2061	1.802	1.325704	1.071892	1.000098	1.2129886828149448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.7494394588199776	-0.4066173127415896	NA	2061	280	322	1.45796875	1.651333528	1.7928394070000002	1.739130435	1.4097189155	1.4541941660000002
AT1G01320	43	21.5	26	36.25	81	47	9510	1.722413	1.209614	1.260281	0.921047	184.37427978787156	64.37579199166298	246.4745466806108	100.27216731128698	542.3936070804571	301.20559137606926	1.1379015064513198	1.5868273408761364	-1.2975174572118664	-0.8485916227870498	-1.5180472324937146	-0.4506856717257412	-0.39320006000952745	3	9506	123.5	185	1.710363842	1.256422424	2.37200719	2.254964789	1.725462373	2.0685329235
AT1G01350	69.25	16	63	68.25	69	56.5	2072	0.169671	0.238894	0.040504	0.206108	31.53770575318856	29.36439634707434	56.225535733301456	14.324595330183854	35.177142735221494	37.06136582404083	-0.6765871978794183	1.3714216666215089	-1.9727311190645245	0.07527774543640231	-0.10300973321487128	-2.06660370746444	-0.21297011629539428	1	2072	104	191	2.332232503	2.299027091	4.0511753875	4.015670139	2.6994925595000003	2.5268937
AT1G01370	NA	72	NA	69	148	55	2990	0.064323	0.031464	0	0.013946	3.638966048444834	1.1293998595028594	NA	7.162297665091927	NA	NA	NA	NA	NA	NA	-1.6879722339360272	-Inf	-1.1738507046561124	NA	2553	154	315	4.871698718	4.359555556	NA	.	NA	NA
AT1G01380	NA	17	39.75	47.25	110	60	971	0.027607	0.08143	0.078106	0.033162	2.4259773656298895	9.035198876022877	NA	21.48689299527578	4.464800893479123	6.262907805198814	NA	-1.7785523375089742	NA	0.4882368013150652	1.8969902667851288	1.5003992570292533	-1.296029383938565	NA	971	223	273	.	1.463272727	NA	2.213489583	0.70201096975	0.7253938055
AT1G01440	61	34	48.5	56.5	58	75.5	3325	0.11582	0.10412	0.027882	0.03946	6.064943414074723	10.164598735525734	9.647178650432842	7.162297665091927	23.983108543160263	24.038374438381098	1.3138396759362032	1.746844955680054	-0.4296846047785669	0.00332067496528398	0.7449871733400789	-2.054478446145236	-1.3997843556805536	3	3325	263	306	2.011717172	1.75245899	4.2275623215	9.999	2.1183184115	2.950427345
AT1G01480	56.5	26	48.75	80.75	NA	50	2700	0.072505	0.062014	0.048442	0.061702	NA	4.5175994380114375	34.522437963147844	14.324595330183854	27.173188861235847	7.018124084036947	-0.3453504703562216	-1.0293370227559155	-1.2690399673378558	-1.95302651973755	NA	-0.5818220578347231	-0.00727669512460687	2	2479.5	155	351	.	1.392341772	0.3733647799	3.030454545	0.95438999985	0.82186021095
AT1G01490	70.5	31	49	55.75	53	51	2732	0.893147	0.767603	0.401316	0.420625	19.407818925039116	23.717397049560052	50.79976129076306	64.46067898582736	33.55007061782028	40.26654558480481	-0.5985059146731275	-0.6788376742265918	0.3435976671089847	0.2632659075555203	0.28930768956388947	-1.154158967285284	-0.8678257502635236	2	2605	367.5	363	2.292047619	2.632950156	2.6194418765	3.523018411	2.4968752355	2.7362564625
AT1G01520	104.25	51	85.5	75.25	145	67	2028	0.102464	0.052118	0.021819	0.037055	2.425977365629889	3.3881995785085777	5.87894037719003	14.324595330183854	4.5288648102059765	3.812944323272963	-0.3764066719306602	-1.9095170133688015	1.284866331808861	-0.24824400962928056	0.481952767506285	-2.2314602308332847	-0.4921134972461194	2	2028	187	312.5	2.57569697	0.7635057471	2.51572327	2.746521739	2.9308755805000004	2.5148787715000003
AT1G01540	85.25	90.5	49	73.5	77	67.5	3142	0.201636	0.281723	0.072312	0.061404	63.07541150637712	62.11699227265726	76.5813524727813	93.10986964619504	76.25396673114278	61.24719197875107	-0.00618075076878922	-0.6042903996726251	0.2819409622883448	-0.3161686866154908	-0.02208973783130383	-1.4794462560740511	-2.1978728065374034	2	2982.5	250.5	368	1.695828755	2.144900531	2.583556099	3.183392116	1.994442543	2.767299945
AT1G01550	56.5	44	38.5	43	56	52	2248	3.790109	3.397448	2.557477	2.549045	314.1640688490703	354.6315558838992	452.3925874515727	415.41326457533177	791.3432071696309	716.9687120026394	0.8067282395574643	0.7873628784667116	-0.12302800699403071	-0.14239336808478326	0.17480272799020907	-0.5675180740281331	-0.41449462739246784	3	2196.5	69	199	1.03103122	1.328931298	1.7906071445	1.481971726	1.533900785	1.5098693305
AT1G01560	73	41	53	72.25	110	60	2337	0.023301	0.084322	0	0.105971	2.4259773656298895	10.164598735525734	44.16961661358068	7.162297665091927	48.95592891601997	14.036248168073891	0.14842928115210258	0.9706629772440842	-2.6245599266074886	-1.802326230515507	2.066915268227441	-Inf	0.32968851999625687	2	2242	220.5	306	.	0.8117622461	1.5968873416	.	1.01768540665	2.1690109745
AT1G01610	30.25	85.5	31.5	44	47	52	2709	0.986462	0.631229	0.503752	0.317767	2.4259773656298895	1.1293998595028594	NA	NA	2.9658566095316066	2.302511765596693	NA	NA	NA	-0.36524032104699333	-1.1030097332148712	-0.969549815785516	-0.9901941782932928	NA	2709	95	307	1.190597484	1.357684564	4.325393378999999	.	1.6151878155	1.93393069
AT1G01620	45.5	19	30.5	46.5	41	42	1878	3.94455	2.202006	1.790551	1.381293	2.4259773656298895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.139457113564193	-0.6727990232819047	NA	1757.5	223	320	2.206141634	3.115119048	2.220225956	2.856881443	1.964839332	1.993256866
AT1G01640	NA	48.5	27.25	32	70.5	38	1722	0.128951	0.213475	0.084037	0.142721	NA	2.2587997190057187	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.6177263951972479	-0.5808694972037615	NA	1722	143.5	255	2.040595992	2.50625	NA	3.413085106	6.201395349	3.211721033
AT1G01650	128	57.5	40	66.5	77	72	5065	0.321961	0.295342	0.377328	0.252076	3.6389660484448334	4.5175994380114375	NA	NA	4.49683285184255	2.302511765596693	NA	NA	NA	-0.9657007313887164	0.31202776606397303	0.228933219341256	-0.2285277672285987	NA	4976	313	346	3.561517799	3.647708713	13.3335	.	6.999508762	7.787454909
AT1G01680	NA	15	65.25	31.75	83	87	2178	0.014024	0.037	0.076773	0.032596	NA	2.2587997190057187	NA	7.162297665091927	3.7633766890505047	9.283772920551352	NA	0.3742887567371442	NA	1.302683534207764	NA	2.4527011230843225	-0.18283033494253847	NA	2178	110	148	.	2.083125	NA	.	1.07718051145	1.20302192795
AT1G01690	119	53.5	NA	34.75	56	46	3481	0.096806	0.036601	0	0	4.851954731259779	3.388199578508578	NA	NA	NA	3.1314539025994064	NA	NA	NA	NA	-0.518047232493715	-Inf	-Inf	NA	3381	160	240	3.789642857	1.857379518	1.515	.	5.187155963	3.9914036945
AT1G01710	54.5	16	63.5	81.75	86	53.5	3496	0.326755	0.278756	0.413139	0.273639	NA	1.1293998595028594	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33841794362433136	-0.02672899533653538	NA	3496	121	294	2.332338129	2.275598101	9.235202695	2.419454023	2.2075899344999996	2.9548795555
AT1G01715	88.75	57	41	53.5	118	40	1550	0.084912	0.056298	0	0.027221	4.851954731259779	6.776399157017156	NA	7.162297665091927	NA	3.0577280444348283	NA	-1.2279623797846206	NA	NA	0.481952767506285	-Inf	-1.048363603971614	NA	1370.5	178.5	72	2.607222222	2.571937669	3.2910409950000004	2.971550388	3.476289855	2.5929397255
AT1G01720	59	21	38.5	40.75	82	57	1826	0.368294	0.50826	0.546911	0.478925	97.03909462519556	162.63357976841175	132.8068882060828	200.54433462257396	129.13343212803042	184.2198464796254	-0.04046741895730085	-0.12249271553027176	0.5945912346687926	0.5125659380958218	0.7449871733400791	0.5704481852555882	-0.08576694876306802	2	1826	477	304	1.440342898	1.374678155	1.4140737845	1.17349711	1.536859859	1.2720490195
AT1G01725	61.75	39.5	38.5	40	50	45.5	1067	44.387757	54.143524	0.167098	0.425677	25.472762339113835	35.01139564458864	59.24256970655192	50.13608365564349	5.166225097907742	6.226044876116524	-3.5194518106534156	-3.009461424859208	-0.2407849148640089	0.2692054709301984	0.4588691543932439	-8.053323532232625	-6.990885838885982	1	1067	123	223	2.047282051	3.715892605	4.729254695	2.64752451	2.031461958	3.3155051465
AT1G01750	89	46.5	57.5	65.5	50	53.5	1122	0.11635	0.056425	0.13761	0.014607	14.555864193779335	4.517599438011437	NA	NA	3.0299205262584596	2.302511765596693	NA	NA	NA	-0.3960714244571859	-1.6879722339360277	0.24211410251040633	-1.9496746069762771	NA	958.5	310.5	183	1.597571272	4.299689024	NA	9.722083333	1.6780062927	9.090909091
AT1G01760	NA	41	57.5	NA	52	55	2333	0.017015	0.034978	0	0.01005	1.2129886828149448	3.388199578508578	NA	7.162297665091927	NA	NA	NA	NA	NA	NA	1.481952767506285	-Inf	-1.7992522986451909	NA	2184.5	111	28.5	1.152259259	0.5890517241	NA	.	NA	NA
AT1G01770	131.75	189	80.5	67.75	151	120	4291	0.097362	0.121241	0.090188	0.076583	3.638966048444834	5.646999297514296	NA	NA	NA	NA	NA	NA	NA	NA	0.6339558609513349	-0.11042331615539124	-0.6627815753161037	NA	4291	158	158.5	1.9775	2.287934322	8.452285714	.	3.5933195975	4.015514681
AT1G01780	51.25	21	103.25	80.25	94	141	1484	0.147822	0.116406	0	0.147762	14.555864193779335	18.07039775204575	9.647178650432842	7.162297665091927	6.793297215308964	15.472954867585589	-0.5059951077969316	1.1112543509033503	-0.4296846047785669	1.1875648539217152	0.3120277660639728	-Inf	0.3441098767926758	2	1484	157	162	2.82825648	3.430230967	NA	.	8.4930222585	3.5838638224999997
AT1G01790	158.25	27	61.5	63	122.5	116	6853	0.215271	0.111651	0.078185	0.038302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.4611902271766108	-1.543504540836611	NA	6797	285	332	2.709285329	1.834530231	6.3093958335	.	3.4430843094999997	5.6482067515
AT1G01800	55.5	43	41.5	45.5	40	42.5	1840	0.894896	1.239964	0.367597	0.576857	166.1794495456474	252.98556852864044	312.8004269989967	386.76407391496406	124.31627969255359	157.3817845003855	-1.331227246848924	-1.297185218924386	0.3062113086520792	0.34025333657661744	0.6063131058822061	-1.283595037179989	-1.104012603977266	1	1769	94	174	1.538175788	1.913907767	1.8101373695	1.775949313	1.9062962965	1.941370828
AT1G01810	53.75	50	NA	39.5	24	23.5	652	0.028448	0.032586	0	0.050525	3.638966048444834	2.2587997190057187	15.979284962274498	21.48689299527578	3.795408647413931	3.094590973517117	-2.073875719810649	-2.7956362447051686	0.42725403185217153	-0.2945064930423479	-0.6879722339360272	-Inf	0.6327451475091032	1	652	34	134	0	.	0.6448214285	0.4534693878	2.14109375	NA
AT1G01820	67.5	40.5	42.25	46.5	45.5	42	2333	0.828287	0.974726	0.66344	0.472823	110.38197013615996	163.7629796279146	136.73025404863648	128.9213579716547	134.74482576345935	88.34329446156698	-0.0211026265359116	-0.5452987510979546	-0.08484121073247325	-0.6090373352945162	0.5691047166013672	-0.3201647482173402	-1.043696511910375	2	2333	170	211	2.679825434	2.791099715	3.25304165	3.815094162	3.6118390705	3.7272769995
AT1G01830	77.25	24	44.25	37	65	58	3859	0.094105	0.080685	0.048688	0.049399	NA	1.1293998595028594	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.950705139499477	-0.7078186524872963	NA	2470	73	265	0.8674523809	1.175211031	1.215671605	2.128096866	1.684970075	0.8936872091499999
AT1G01910	60.5	42	42	49.5	43	54	2989	0.672329	0.935002	0.358204	0.465202	61.86242282356218	89.22258890072588	74.47065036883409	42.97378599055156	67.45249277763824	67.85982384288286	-0.1428001965158788	0.6591008008216416	-0.7932150728391674	0.00868592449835308	0.5283456729907362	-0.9083859318751268	-1.0071121517056416	2	2710	148	351	2.877484899	3.809041814	5.115184696	4.019127536	4.372589428	4.0555356305
AT1G01920	83.5	44	49	52.75	91	54.5	3684	0.111183	0.113741	0.029549	0.04391	40.02862653289316	40.658394942102944	31.958569924548996	42.97378599055157	8.961633745321672	26.156571558566345	-1.8343691812565184	-0.7162834304489151	0.4272540318521718	1.5453397826597752	0.02252114886898856	-1.9117550027819965	-1.3731309539183478	1	3550	120	159	2.097590476	2.15634671	7.409234034500001	6.825428571	3.4397979295	3.0611857465
AT1G01930	79.25	118	32.75	63.25	80	59	3126	0.132426	0.16175899999999999	0.025909	0.082502	1.2129886828149448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.3536611644819443	-0.9713449851157092	NA	3126	85	271	1.534366154	2.674394522	3.898693726	6.115847953	2.0039050385	2.3530979395
AT1G01940	59	27	41.5	45.5	52.5	43	2031	0.450441	0.731385	0.267704	0.194847	38.81563785007823	64.37579199166298	123.91091385564226	93.10986964619504	41.68215232525962	40.22968265572253	-1.571801582578861	-1.2106737439840118	-0.412297256443128	-0.05116941784827876	0.7298802809498705	-0.750699454542216	-1.9082893197595403	1	2031	195	197	7.195717949	8.17342029	8.2979349815	7.296923077	7.986752747000001	7.498220696000001
AT1G01950	99.5	51	46.5	51	80	53	5303	0.184994	0.181227	0.125683	0.148652	13.34287551096439	21.458597330554326	NA	42.97378599055156	60.49903577051215	58.0051492889048	NA	0.43272409409275314	NA	-0.06073117075868166	0.6854861615914172	-0.5576889571977953	-0.2858590367405196	NA	5240	124.5	215	2.100904926	1.310712146	4.7075137625	2.589911243	2.6582966150000003	2.3964565789999996
AT1G01960	60	30	47.5	47	67.5	82	7324	0.389558	0.400007	0.172044	0.124178	123.72484564712434	119.71638510730308	122.8616711903092	128.9213579716547	135.2540582177074	181.0146667188614	0.1386369695200693	0.4896153064757815	0.06945637758857416	0.4204347145442866	-0.04751462062316736	-1.179060563111789	-1.6876156458660356	2	7324	329	241	1.737465608	1.940693928	6.4833186575	5.104621212	2.6394663945000003	2.470236063
AT1G01970	62.25	61.5	58.25	61.75	67	59	1847	0.151485	0.183127	0.098542	0.041839	42.45460389852306	31.62319606608006	40.40137834033787	57.298381320735416	50.358777324877224	44.83470618691591	0.3178387428300281	-0.353878439997747	0.5040898703755422	-0.16762731245223284	-0.4249378281022334	-0.6203642876582799	-2.1299242407987977	2	1847	296	182	1.385690399	2.079825708	2.6862890625	2.477771739	1.9191160555	1.8392866395
AT1G01990	38.75	20	34.5	38.25	47	43	1482	0.236584	0.165956	0.077789	0.016514	16.981841559409226	41.78779480160579	29.394701885950152	21.48689299527578	13.39440268043737	20.188567186025843	-1.1339259004602282	-0.08991836014981891	-0.45209926235734527	0.591908277953064	1.2990887103564746	-1.604714442700011	-3.329039274345152	1	1482	200	543	2.198966165	2.36449321	2.627583601	2.537772277	2.0339588015	2.5608901185
AT1G02000	32	17	38.5	45.75	35	42.5	2087	0.138945	0.142738	0.039138	0.088625	2.4259773656298895	5.646999297514296	NA	7.162297665091927	9.08976157877538	7.773340362875082	NA	0.11811220904425584	NA	-0.22570776618129643	1.2189183616724908	-1.8278719799575296	-0.6875838356841288	NA	2087	535	246	1.572430556	1.220138453	2.734296875	.	1.7888518415	1.4214286145
AT1G02020	NA	101	32	60.25	76.5	58	2512	0.185377	0.109236	0.04854	0.051522	12.129886828149443	7.905799016520015	NA	7.162297665091927	14.989442839475169	13.88879645174474	NA	0.9554272030574396	NA	-0.11002517254469284	-0.6175829060446293	-1.933216244146417	-1.0841878889064562	NA	2478	269	384.5	1.822401961	1.820368217	7.691923077	.	2.454381096	2.3759809825
AT1G02050	112.25	131	42.25	82	111	42	1629	0.125428	0.015835	0	0	13.342875510964392	10.164598735525734	19.747523235517303	14.324595330183854	9.75915382484057	9.283772920551352	-1.016843751315905	-0.6257112432628558	-0.4631773362004569	-0.07204482814740774	-0.3925163504098561	-Inf	-Inf	1	1629	304	46	0.8854360465	1.495731523	2.9039949495	.	1.6954829834999998	1.3802701530000001
AT1G02080	150	80	23	57.25	141	138.5	13578	0.485741	0.428683	0.301181	0.290601	77.63127570015646	41.78779480160579	24.42209337806337	71.62297665091927	59.925739399537235	46.30827581550989	1.2949889363213851	-0.6291524357737669	1.552235609815224	-0.3719057622799285	-0.8935563675859217	-0.6895565047579494	-0.5608715387789315	3	13426	199	164	3.321705653	1.418672429	14.70945238	8.289275701	4.7569585125	4.3256908295
AT1G02090	73.5	52	50.5	57.25	83	58	2531	0.442469	0.36697	0.295121	0.340423	55.79747940948745	63.24639213216009	52.61242502936955	78.7852743160112	63.08378775924942	89.63254944474954	0.26186573812643527	0.18609673016760445	0.5825224532761696	0.5067534453173387	0.18078323278571948	-0.5842697988538947	-0.10833361364795012	2	2530	239	222	2.637137107	2.811609488	4.206145142	2.543351406	3.2236795295	2.9879928675
AT1G02100	62.5	63	74	66.5	62	65	3004	0.223702	0.247801	0.110501	0.121982	126.15082301275422	149.0807814543776	113.96569683986873	71.62297665091927	26.980997111055306	25.401355279728204	-2.078584074344143	-1.495517004809871	-0.670105261613863	-0.08703819207959104	0.240944668002492	-1.0175187291984968	-1.0225137340419523	1	2988	54	170.5	2.074067187	2.002134134	3.1360080435	3.982490196	3.507431765	3.079020891
AT1G02110	77.25	11	40.25	60.5	45	48	2697	0.440642	0.379616	0.081323	0.054258	71.56633228608173	83.57558960321158	25.62646361270734	28.649190660367708	32.94474228848193	38.49807252355252	0.36241383717944714	0.42629183302536144	0.16085997933208857	0.22473797517800295	0.22380058305223743	-2.4378716705507752	-2.80663302550078	3	2697	107	93	2.097976608	1.795798368	4.843422636	5.741686992	2.1627538345	2.7879138379999997
AT1G02120	76.5	22.5	52.75	56.5	70	60	4312	0.264126	0.295286	0.037861	0.139683	3.6389660484448343	2.2587997190057187	NA	NA	NA	NA	NA	NA	NA	NA	-0.6879722339360275	-2.80244190261687	-1.0799565080583071	NA	4312	71	211	2.786350895	2.35311113	4.9649601445	5.024392765	3.441850358	2.5333030880000003
AT1G02130	58.5	53	39	40	48.5	43.5	1936	0.585335	0.638971	0.306703	0.485363	6.064943414074723	3.388199578508578	NA	7.162297665091927	NA	NA	NA	NA	NA	NA	-0.8399753273810772	-0.9324202686121486	-0.39668632153991606	NA	1936	130	366	2.256184685	2.447893401	6.002544893	3.667913386	2.9729917835	2.848174922
AT1G02140	48.75	29.5	35	38.5	45	42	1356	3.281613	3.297996	3.222725	3.046088	1.2129886828149448	1.1293998595028594	NA	NA	1.4989442839475164	NA	NA	NA	NA	NA	-0.10300973321487111	-0.02612402583071707	-0.11463202780765552	NA	1356	54	366	3.378344006	4.203795777	3.67901115	3.646409321	3.82374208	3.651517193
