Accession_clean	logFC_col	P_col	adj_col	logFC_ufm1	P_ufm1	adj_ufm1	Col0_state	ufm1_state	Dep_Accumulation	Dep_Depletion	Col_0_DMSO_1_Area_Raw	Col_0_DMSO_2_Area_Raw	Col_0_DMSO_3_Area_Raw	Col_0_ANS_1_Area_Raw	Col_0_ANS_2_Area_Raw	ufm1_DMSO_1_Area_Raw	ufm1_DMSO_2_Area_Raw	ufm1_DMSO_3_Area_Raw	ufm1_ANS_1_Area_Raw	ufm1_ANS_2_Area_Raw
AT5G12260	-0.31444117366696034	1.3879597962222624e-4	0.08812775223948316	-0.10425233170011339	0.03668768257181015	0.3638755480473689	Down	Down	FALSE	FALSE	22.62703252956962	22.57732643123205	22.67286156532142	22.33998672078217	22.282611282632644	22.82036790567998	22.823047324410407	22.76282594836685	22.655511386635528	22.740144735602417
AT1G51560	-0.49260117687368776	1.4044295570247214e-4	0.08812775223948316	-0.3964394796017281	5.048236179560982e-4	0.09751753186875603	Down	Down	FALSE	FALSE	23.02805286639899	23.17845982180655	23.105487574055584	22.693455413836872	22.529342407256497	23.38332849745328	23.426273505557557	23.395594481614907	22.956780035562236	23.05380532831816
AT1G60640	-0.41067025610856334	1.4761767544302037e-4	0.08812775223948316	-0.10827592105529149	0.08121148416436305	0.46167739047676565	Down	NS	FALSE	FALSE	23.404131064752768	23.474020961080658	23.40904802185516	22.980918021080214	23.055874831828408	23.285906841398898	23.189325961216888	23.356573144101517	23.19593174736327	23.142053708337695
AT4G21960	-0.4780910000354375	1.716504305285517e-4	0.0903415314742096	-0.7534284437067136	1.0365199267128514e-5	0.03325014238421101	Down	Down	FALSE	FALSE	25.55921113258287	25.493937420416877	25.52416728487526	25.16232519440888	24.93303669743692	25.757256880198536	25.74300392670123	25.77882006895353	25.034691895527374	24.97783846762808
AT1G02940	0.4326951698290422	1.85919926639894e-4	0.0903415314742096	-0.14722885645242556	0.03987558494876804	0.37241205148903583	Up	Down	FALSE	TRUE	22.677140612983838	22.637067010588396	22.54422308009047	22.9887710750069	23.115573067093006	22.62283472176492	22.721273291181383	22.613019981488073	22.530080874973898	22.480213408410858
AT4G02940	-0.5422706654959235	2.178077012101415e-4	0.0903415314742096	-0.4299705500867219	8.341653111884859e-4	0.10080012977973335	Down	Down	FALSE	FALSE	23.47768562611225	23.51650700937574	23.568593493136888	23.002238097455336	22.955077990636074	23.56158441996699	23.452942036832273	23.37587481596527	23.13412339302269	22.932869688646893
AT1G53290	0.33196945750140827	2.212027021127031e-4	0.0903415314742096	-0.07808489010171726	0.1327052600985266	0.5517026307986318	Up	NS	FALSE	FALSE	21.467451284424435	21.461881308611584	21.427078005394293	21.7563160003002	21.811896646989503	21.805203134288245	21.75884849396114	21.73597831559654	21.61471619768114	21.76246731801272
AT5G56280	-0.5301895882677528	2.340667027414841e-4	0.0903415314742096	3.0902592829562536e-4	0.9967649726317402	1	Down	NS	FALSE	FALSE	22.323023760966375	22.316877229658125	22.16448668955239	21.69150165437085	21.784377622544923	21.884548692638322	21.72328438886029	21.841300181157237	21.75478283099846	21.878590729295382
AT5G42540	-0.4562907002966412	2.358954599491389e-4	0.0903415314742096	-0.3935975628374919	5.582021174248156e-4	0.09963989614148049	Down	Down	FALSE	FALSE	23.773664473304667	23.915038768985426	23.881902048661335	23.412097860287236	23.389057599753755	23.70592806887514	23.803071746013305	23.782831751762114	23.284735837933155	23.45595674749226
AT3G23390	0.2926011305806995	2.70517100537235e-4	0.0903415314742096	0.27122386192316483	4.214934947645619e-4	0.09621208861375778	Up	Up	FALSE	FALSE	29.225154910647063	29.187786274353204	29.163462883683547	29.495186923702494	29.474284716581472	29.132826228761484	29.27981059623538	29.1890266697409	29.472942524080292	29.4706141962579
AT5G16560	-1.05400128777449	2.7276175147994766e-4	0.0903415314742096	-0.2999072549275503	0.0878645865161828	0.47256899234379396	Down	NS	FALSE	FALSE	20.012394716127936	20.14379246888778	20.28681975187258	18.83565221270203	19.351683169674523	20.00025296697941	19.959079583956864	19.945870115359266	19.624168021933855	19.71281924574142
AT1G61140	-0.6140276855181455	2.7565820169624306e-4	0.0903415314742096	-0.4420060886340238	0.0017681555175938191	0.13888804153714213	Down	Down	FALSE	FALSE	17.089272615339375	17.057914414075672	16.976313824113443	16.54071668588328	16.313561845432755	17.07745135848944	16.94513972630012	17.126576167371404	16.53854070864465	16.67689194886129
AT5G25150	-0.3799100180759254	2.9407760685933216e-4	0.0903415314742096	-0.11141288032521857	0.0835310281011517	0.4657214864174127	Down	NS	FALSE	FALSE	24.854516165793797	24.85980439705232	25.005331208850873	24.4797866986503	24.573494446329185	24.817968477925646	24.873635946318423	24.90753649084146	24.7546115869591	24.7553232624475
AT2G44260	0.396139056663376	3.128404215327889e-4	0.0903415314742096	-0.06183036976701217	0.32086392415769277	0.7462466033526681	Up	NS	FALSE	FALSE	18.874709664426057	18.996383716238366	18.920804347164026	19.301694591381278	19.351848673831114	19.244706346777832	19.065027645054176	19.173560878319986	19.115900057233333	19.082635783333988
AT1G17980	-0.6342341992131608	3.1351023066526903e-4	0.0903415314742096	-0.08428482560270467	0.3931662341570295	0.8040024950214917	Down	NS	FALSE	FALSE	18.82297184744238	19.051984220518335	19.01334042777154	18.304705668672042	18.352356930056477	18.408281687543997	18.349450849593662	18.431601702647463	18.185849854462433	18.438469987522254
AT2G29400	0.24552385077909378	3.1651172963336713e-4	0.0903415314742096	0.1020352439295138	0.026316693525885174	0.3310273232648214	Up	Up	FALSE	FALSE	26.7941621884197	26.79957084393748	26.85017296064612	27.049834376732868	27.070483986827533	26.91890803413245	26.954430187861362	26.926921888315334	27.09394630505279	26.976964256345696
AT1G66180	-0.47637365499583595	3.301239217772528e-4	0.0903415314742096	-0.6089068519094987	7.590493818347062e-5	0.057631065003565116	Down	Down	FALSE	FALSE	25.143292948117935	25.319842983618408	25.15573599515703	24.67895953386377	24.780874440740146	25.230763017329046	25.18283640676353	25.25861791359698	24.687818666274136	24.542512521699926
AT4G08690	0.5294942839312426	3.428093166327327e-4	0.0903415314742096	0.16873428379611255	0.07034890662153842	0.4407291839987171	Up	NS	FALSE	FALSE	22.3391449219763	22.3480780004289	22.196226766412632	22.857063234457204	22.79089179261717	22.420562495642464	22.558259160824868	22.310608382780618	22.586387454934798	22.610701138822737
AT1G37130	-0.5191163892712432	3.462871140174504e-4	0.0903415314742096	-0.15886094837523146	0.07998149534428618	0.456542981997787	Down	NS	FALSE	FALSE	21.761438832113146	21.615278363294347	21.724347237517613	21.092506244165534	21.269970599242054	21.636425212361424	21.730634934238047	21.537430901184937	21.483999213226927	21.467939588545565
AT2G13540	0.9047832227621875	3.5424825073566486e-4	0.0903415314742096	0.4613621122808276	0.01205944473672254	0.25988341568136425	Up	Up	FALSE	FALSE	24.472847895749318	24.6109152738178	24.584950766317966	25.60374503254977	25.318297370231324	24.393343566437473	24.457382460715092	24.385425492726867	25.082424517168104	24.664400720646512
AT5G09870	-0.4692017253445009	3.691758777109699e-4	0.0903415314742096	-0.2639293707799588	0.007935340224992414	0.22725526009655397	Down	Down	FALSE	FALSE	19.962249377963925	19.72974038147263	19.87761360840015	19.331369686594	19.44329577460814	20.097239919500993	20.1575878508096	20.10601510239762	19.822228821376203	19.890474352202705
AT3G62800	-0.8475557167041607	3.7249439597664054e-4	0.0903415314742096	-0.9046217326320409	2.5417290128164935e-4	0.08097575963479567	Down	Down	FALSE	FALSE	21.825216056294344	22.192987955961698	22.245500072940086	21.1595078511156	21.321183438940185	21.946171410513756	21.901419462458595	22.030747396802287	21.063128924438832	21.046519790146867
AT2G34470	-0.2698604137329177	3.958580417243752e-4	0.0907361549596167	0.23688090448854382	8.341368024655231e-4	0.10080012977973335	Down	Up	TRUE	FALSE	24.390705028008576	24.397816359758746	24.32475651442098	24.06832679775802	24.134137642901695	24.07475914879783	24.037627517516288	23.999180300180694	24.226835000077003	24.32130478656331
AT3G51790	0.7810288086313797	4.1882721994586917e-4	0.0907361549596167	0.2475502077992573	0.0794074603146769	0.4558293635371356	Up	NS	FALSE	FALSE	21.26652283983881	21.07765052032906	21.146485718754185	22.025492637511345	21.86367103236612	21.59835082390124	21.893355439042317	21.514551659879707	21.943133902454974	21.889471795025727
AT1G64370	-0.42342114982137247	4.2825060576529017e-4	0.0907361549596167	-0.563572109346083	7.789346314839646e-5	0.057631065003565116	Down	Down	FALSE	FALSE	24.434166843029267	24.619237419090645	24.475733627740883	24.070922103136642	24.10166085712781	24.727701042378122	24.82998711043213	24.67369956503381	24.201807280072764	24.15864031313112
AT5G28540	-0.3641148497837321	4.3906514250591764e-4	0.0907361549596167	-0.39804466994288035	2.6084190064036745e-4	0.08097575963479567	Down	Down	FALSE	FALSE	30.26189284555753	30.25257491096182	30.31661416722438	29.926210960722916	29.899613955538783	30.49143925756514	30.2950333748754	30.412811533579553	30.034207216118116	29.969226221342872
AT3G10040	-0.905316214614146	4.4721714502024546e-4	0.0907361549596167	-0.6150271233829123	0.0036969448819808466	0.17434574828952332	Down	Down	FALSE	FALSE	24.921638682203394	25.25173236102044	25.29088089660514	24.272182451219788	24.22668641277125	25.02993500626978	24.911254690598554	25.269419343627906	24.409415491959408	24.500936288272275
AT1G58100	-0.5519229362724722	4.669211855856722e-4	0.0907361549596167	-0.06735287863246242	0.4606295283929499	0.8547982538210211	Down	NS	FALSE	FALSE	21.823489224818815	21.770029539998024	21.9925094206316	21.22941024728197	21.390762670472036	22.045215913026375	22.129292252344506	22.14106574436077	22.116577918515492	21.959098930707366
AT1G55500	-0.5817687043403765	4.74083174395822e-4	0.0907361549596167	-0.5087231706908604	0.0010142641152923598	0.10357504998400005	Down	Down	FALSE	FALSE	20.56526055114677	20.503349257359098	20.684388356528242	20.005157732078555	19.99997030259678	20.85979213779246	21.0361127044805	20.729730028483218	20.38123681617967	20.35174008960941
AT2G20280	0.21845998523561505	4.8109264338032793e-4	0.0907361549596167	-0.20364534845142757	7.185982870071083e-4	0.10080012977973335	Up	Down	FALSE	TRUE	24.15340301295907	24.17445438707661	24.18499336651355	24.38048533658395	24.398335144920107	24.225201779629977	24.1850182423841	24.10574514093424	23.98742582764689	23.94926025074915
AT5G60670	0.40021831240205685	5.090963376213899e-4	0.0907361549596167	0.1487874249497132	0.05330331822955499	0.40798693110914275	Up	NS	FALSE	FALSE	28.915695346621163	28.867600193942707	28.903654495147997	29.351509842137553	29.240226806474478	28.968812124899753	29.180329488424306	29.071990589018466	29.248305137953796	29.196691180174007
AT2G18980	0.2629289211288679	5.243034356643565e-4	0.0907361549596167	0.02443742596977927	0.5781712328651103	0.9261479748743283	Up	NS	FALSE	FALSE	28.611358769257766	28.637076249844746	28.566473107032785	28.893276120103543	28.842520472911065	28.75170981894957	28.735590406333092	28.756025496651297	28.840276680907273	28.704148652321614
AT5G10360	0.32099367988289984	5.321471489001439e-4	0.0907361549596167	0.14868292714186992	0.024413160957328182	0.32464718765785494	Up	Up	FALSE	FALSE	26.18101378379586	26.337122139851505	26.217554424743103	26.62036576926196	26.51208182276416	26.21834822410345	26.23703525852706	26.25660394207427	26.374360121390836	26.397664016029456
AT1G73330	-0.7543527732590753	5.341864030883158e-4	0.0907361549596167	-0.1396798718799488	0.28593193839936415	0.7156136001023751	Down	NS	FALSE	FALSE	23.411161735067807	23.209996274041504	23.194895612857287	22.367108890946586	22.668221310513015	23.21427793531284	23.157651164253995	22.951198183437814	22.9476355060716	22.98842293883828
AT1G69210	0.25820216789591655	5.520917003503397e-4	0.0907361549596167	-0.047643616147411194	0.29000194278932306	0.719304914665368	Up	NS	FALSE	FALSE	22.749033508593982	22.699393121299234	22.707906046443398	22.981531471448886	22.972427981900697	22.83914203440767	22.73469747596018	22.800444044124042	22.7988416165957	22.688726854104093
AT3G17410	-0.39964942288098015	5.595166619694716e-4	0.0907361549596167	0.006879195184541942	0.9179118072830729	1	Down	NS	FALSE	FALSE	22.013375442585584	21.82287149126406	21.998019854803243	21.5363192079695	21.553893138703817	22.123063251736838	22.036255805656477	22.040283806914037	22.024640851102067	22.122186115471937
AT1G09320	-2.5764491815441666	5.778071872381992e-4	0.0907361549596167	0.27414856016824984	0.5327210646442634	0.9033790609044863	Down	NS	FALSE	FALSE	18.526956894607387	19.183530682740955	18.990815873404575	16.141135256397927	16.506835347682355	17.444722136085513	18.8359658178454	18.53563788665108	18.568029174642035	18.524485172749138
AT5G08380	0.26484542963688895	5.805332873537632e-4	0.0907361549596167	0.0010343366187299807	0.981456159706156	1	Up	NS	FALSE	FALSE	26.398730330710745	26.392150043780042	26.330411352324912	26.67236125747617	26.604857419674754	26.572449025669577	26.47094879646885	26.522201948656534	26.56635137800081	26.479450475766633
AT1G65390	-0.6662869054823872	5.869093996167075e-4	0.0907361549596167	-0.6029473055272874	0.0010307669933612637	0.10372735415949937	Down	Down	FALSE	FALSE	22.909975756951443	22.833061575032872	22.706255603405104	22.28740530087565	22.01288284508585	22.84661821024269	23.063560065939207	22.87632400916193	22.3760968251124	22.275676754062264
AT5G57990	-0.5738064941285899	5.967510441049334e-4	0.0907361549596167	-0.44905069398701514	0.002302672179099887	0.14833771007945346	Down	Down	FALSE	FALSE	22.916476120032563	23.16597197981794	23.09261106282209	22.374562908280335	22.594530211910882	22.96633697962134	22.890495073645294	22.94259799673316	22.420437649054385	22.54774766297146
ATMG00220	-0.27442368045751664	6.121793866282816e-4	0.0907361549596167	0.11643922525364658	0.03752094606471595	0.36501144170950567	Down	Up	TRUE	FALSE	25.519534031556294	25.536723621591165	25.468077638768854	25.165045303941618	25.302330863087562	25.058269535164257	25.026789304234235	25.00753791394666	25.179839531890416	25.114770087513662
AT1G33670	0.28557954320879375	6.40875477619291e-4	0.0907361549596167	-0.06263189870372088	0.2270612852748818	0.6634874378834178	Up	NS	FALSE	FALSE	24.123797254929276	24.206472299042282	24.1448494318721	24.4633338468074	24.424571230172635	24.16459604286033	24.125941587689912	24.019894152569552	24.066599975594016	24.01509074907843
AT2G44570	0.33063756839644753	6.511575030646266e-4	0.0907361549596167	-7.10154019579079e-4	0.9900040898599165	1	Up	NS	FALSE	FALSE	18.53415785977645	18.556714740820787	18.569053397005664	18.841333124122308	18.92655934440586	18.465039927257624	18.598734770645287	18.598615820511643	18.612144486762507	18.494695550808046
AT4G32285	-0.36782748242377394	6.579364852480651e-4	0.0907361549596167	-0.10836408216670534	0.1207901947582636	0.5335530458274808	Down	NS	FALSE	FALSE	21.411591547879333	21.336430257591058	21.3720197362953	21.029224081341873	20.981815314987717	20.921775490393212	21.113871541102156	20.956951083856396	20.933198992505776	20.845138253395348
AT1G80010	-0.8443295037230847	6.639038671942744e-4	0.0907361549596167	-0.17538801462073295	0.25253597282775575	0.6815004671348088	Down	NS	FALSE	FALSE	18.291830466471932	18.556965083653598	18.297512110738857	17.3547583778588	17.720787721937963	17.536949851440593	17.695146427183506	17.78654134400224	17.564783368879898	17.430199016962874
AT2G31810	0.244647362533577	6.745773609132845e-4	0.0907361549596167	0.20466646676475975	0.0018099273015983201	0.13888804153714213	Up	Up	FALSE	FALSE	25.58587249061169	25.519152950587664	25.515622384155414	25.76254958979064	25.807177018846364	25.68864848343658	25.775563181335524	25.670636645735758	25.883375108301543	25.949190032233236
AT1G02890	-0.5298655691148433	6.750106707641773e-4	0.0907361549596167	-0.25280363089161284	0.02561340786664983	0.3296549891105316	Down	Down	FALSE	FALSE	18.834650774161148	18.808370996664692	18.70602946603946	18.361410774588865	18.144892245091665	18.416340472084173	18.471574853890168	18.347346262396822	18.259567576906548	18.058332886891012
AT5G13590	-0.39011275970522163	6.977216651828087e-4	0.0907361549596167	-0.06991302846575564	0.3212433387674855	0.7464843973260167	Down	NS	FALSE	FALSE	20.43988027917444	20.561553594886693	20.581384263588667	20.150496891405535	20.12448968095056	20.36139743489091	20.3833148649538	20.54875183861975	20.364065827173857	20.35841754153762
AT1G07350	-0.8977298631437804	7.05419847161443e-4	0.0907361549596167	-0.9532788808330253	5.006453345363402e-4	0.09751753186875603	Down	Down	FALSE	FALSE	21.634908630137527	21.872290850328348	21.549593792861153	20.64081694124363	20.934918848020164	21.906720996712398	21.70694367265145	21.87762245751455	21.043357713960926	20.710942608958636
AT1G03290	-0.7144308544025861	7.109976041978539e-4	0.0907361549596167	-0.6477956530895526	0.0012284831232430619	0.11216773552340475	Down	Down	FALSE	FALSE	17.607887804094545	17.700181808458257	17.66596336027897	17.14383073222199	16.743329540860696	17.650687883334985	17.73315577918767	17.586886630230506	17.102381449654157	16.915847439335522
AT4G01590	-0.23280262884213698	7.131691086891662e-4	0.0907361549596167	-0.011184921259868474	0.7833562851816361	1	Down	NS	FALSE	FALSE	22.53077021729834	22.6000580536248	22.523458505763863	22.353281941849414	22.28397065159098	22.327185747511304	22.332792696791962	22.413089710833262	22.32416239877644	22.36884652879486
AT1G68580	-0.8401600101826432	7.529940400426589e-4	0.09425785072211411	-0.9509901451246812	3.697466129309519e-4	0.08776597394534587	Down	Down	FALSE	FALSE	18.783183855503157	19.040213012369993	19.04575565568089	17.955080110538493	18.277368218132253	18.762861811956387	18.963914031410862	18.758694924912103	17.745638457613037	18.009361764323852
AT5G64740	-0.28169998092874593	7.78097701210823e-4	0.09585422633487614	-0.178406341539862	0.008372669590494718	0.22961232753296645	Down	Down	FALSE	FALSE	23.954254297545372	23.95125536771325	23.953087111827767	23.627524588767738	23.71480663409904	24.16890822976962	24.095092101722862	24.062977564787587	23.993886023339822	23.867286557767184
AT2G19540	-0.3697952131972855	7.957740399601572e-4	0.09650003631454344	-0.14458769495931634	0.058498056802726656	0.41977160167522526	Down	NS	FALSE	FALSE	26.120264350326288	26.194051098994485	26.164617598743327	25.851102234119757	25.728596038195075	26.24872560712689	26.055224647602305	26.12120964872858	26.024494956312218	25.969769589407672
AT1G30760	0.4142274349178976	8.400401568297935e-4	0.09909782599564759	0.08520721652529772	0.2747677803815086	0.7024589148010696	Up	NS	FALSE	FALSE	21.122268805900735	21.08568755385696	20.971053739549408	21.463203519557666	21.48459141648288	20.98824366273958	21.18694706192308	21.167723144118213	21.23963243458316	21.15939124432137
AT1G76160	0.2936735630080136	8.42733734790973e-4	0.09909782599564759	-0.03526441049195128	0.5108434758655582	0.8865837478432294	Up	NS	FALSE	FALSE	28.88076713819709	28.92958322106592	28.848438541630568	29.222833775171626	29.137039284773472	29.04380661196312	28.947489858175743	29.076432700289157	29.031272678266703	28.943351281034754
AT2G41475	-0.34675679947025273	8.613539402631082e-4	0.09977564075196989	0.028827569926562546	0.647241640470926	0.964585640584275	Down	NS	FALSE	FALSE	26.5387879121983	26.731588862140068	26.60093787603245	26.278559052860093	26.275470448446605	26.383475341485468	26.459957213040948	26.50685226585745	26.500917584399918	26.45692743570913
AT5G25080	-0.8528845122524515	8.849320063635018e-4	0.1009993720792226	-0.34715648418065115	0.05451679527090277	0.4118708084062462	Down	NS	FALSE	FALSE	20.804911128890257	21.25620697850328	21.192876944040798	20.098481248539855	20.365079761244807	20.616348774799405	20.652745109641298	20.7863003286334	20.300002858003776	20.375946982351007
AT3G15800	0.4206973416675588	9.120340875692536e-4	0.10103795222435105	0.02372947995574748	0.7575155025334208	1	Up	NS	FALSE	FALSE	21.360854780032707	21.37201216055574	21.3206932071794	21.767795391350585	21.775972723829785	21.38129976860323	21.574211463948032	21.321897890361885	21.50491904515718	21.394145996696427
AT4G10790	-0.1842336725036482	9.138505635078523e-4	0.10103795222435105	0.0439347128044183	0.21847819169906657	0.6526508658328857	Down	NS	FALSE	FALSE	22.261065715988007	22.287721451615404	22.231701200670607	22.053562887980533	22.09829534586152	22.212302118948358	22.284687353497112	22.25576205199073	22.330677378727867	22.259026396505117
AT5G66170	-0.7240008806559892	9.337729720173937e-4	0.10103795222435105	-0.20046117056685375	0.16235751911809873	0.5848751171126679	Down	NS	FALSE	FALSE	21.80896059120622	21.408998226458554	21.702403557457338	21.019997949324583	20.812241872778184	21.465389367417355	21.350332476172493	21.535657930312688	21.21333540446792	21.28666210366674
AT5G15520	0.3345339802573477	9.475732702140185e-4	0.10103795222435105	0.20240709959890069	0.0121204283515546	0.25988341568136425	Up	Up	FALSE	FALSE	27.383783765842637	27.405435817255917	27.337743652995105	27.741470021734653	27.678906762842495	27.150302384419362	27.28965588132894	27.136523316554797	27.459151167847256	27.32998408621929
AT3G18490	0.3207676215133368	9.503634212572641e-4	0.10103795222435105	-0.051036707105172496	0.39920857332851906	0.8102138435153338	Up	NS	FALSE	FALSE	25.996076857948974	25.956734042801003	26.051419272332488	26.243916954246927	26.40043840416807	26.129472061796438	26.19657723338016	26.103039828351914	26.13340021073701	26.050585790738346
AT1G53510	-0.3802293004954649	9.669435070664387e-4	0.10141146700463013	-0.29534589265563227	0.0037290805586987336	0.17434574828952332	Down	Down	FALSE	FALSE	19.37649770757513	19.27518565200661	19.360384429300318	19.062301637892258	18.851951620371523	19.49387141311799	19.59017121573218	19.479601440934626	19.221758793175933	19.229978801369345
AT3G05560	0.26365740141013205	0.0010081797247788913	0.10304888235345573	0.15585281970437848	0.014112302000432855	0.2773948854269263	Up	Up	FALSE	FALSE	30.409654930422175	30.408934659233662	30.345695505734653	30.647259113174258	30.656245753239684	30.42131464353061	30.562548064080524	30.429406707138792	30.656102379203688	30.59778287003838
AT5G13690	0.37348463317842473	0.001012607079190095	0.10304888235345573	-0.06418310531095628	0.36984019017962244	0.7870046622670024	Up	NS	FALSE	FALSE	22.971870586500486	23.1665750673285	23.058383140718234	23.50193874595018	23.376249716771486	23.271365753245107	23.14963014138913	23.22411191690063	23.141553903891463	23.16015175984321
AT3G60810	0.7185450830747548	0.0010223893752372235	0.10304888235345573	-0.004794911690112258	0.9713440275630268	1	Up	NS	FALSE	FALSE	20.29725681675359	20.249797473896415	20.517416159579366	21.09510081885232	21.05163631411677	21.089462317492906	20.726255755303928	20.73390656988357	20.81369333561132	20.8764666027954
AT3G09700	-1.1466839371036244	0.0010596253411135816	0.10543272144080137	-0.2557457990752603	0.25773957558540533	0.686921993859317	Down	NS	FALSE	FALSE	22.940804807211887	22.582367535908222	22.979912759969352	21.628282395948805	21.7470731319036	23.094556913824725	23.524773841758137	22.89845439207215	23.0335954933874	22.800103006898777
AT3G22440	-0.7866408882651434	0.0010762947780781399	0.10573574395777777	-0.9481443948185238	3.7190328001860025e-4	0.08776597394534587	Down	Down	FALSE	FALSE	19.957472569031065	20.384050836770143	20.09684369876924	19.337964862224002	19.38099809762602	19.916615848990777	20.11022442559745	20.10339422029817	18.955782748794533	19.234751458159373
AT5G23760	0.4376485840482154	0.00110687879473248	0.10738107907398473	-0.20768227533896066	0.03662977814529033	0.3638755480473689	Up	Down	FALSE	TRUE	23.523394325490006	23.41577693841154	23.443758991628606	23.85504813460199	23.942202537181213	23.795043931402457	23.95985572502006	23.855754569233675	23.775152779946136	23.549918819813417
AT4G14940	0.24103162657246813	0.0012132560948726412	0.11588175277936207	-0.012378984771846291	0.7892447706209983	1	Up	NS	FALSE	FALSE	24.545813960776986	24.535287632715093	24.446331326666577	24.76540129861601	24.73495056796805	24.521389563403716	24.41276159223424	24.507848350220048	24.497565780377812	24.439009253983844
AT5G53620	-0.40453927140230306	0.0012243658971663046	0.11588175277936207	-0.18632632045225606	0.043577657090422814	0.38197883905595015	Down	Down	FALSE	FALSE	22.882884432542483	22.85000357121527	22.92043166009683	22.449738576150853	22.510062656947603	23.059189814073967	22.851298270095512	22.80187104497007	22.68584525670158	22.749741521820294
AT5G19100	0.32568491213350015	0.0013399736331049115	0.12529560682562915	-0.05718828391126607	0.382928721364917	0.7961183515974072	Up	NS	FALSE	FALSE	24.338605896070028	24.462657281488347	24.37788000834166	24.78854803149084	24.648917250042853	24.500620149618918	24.440133823703356	24.515860364836374	24.491944989442068	24.36475466817451
AT5G46020	-0.8994831966031533	0.0014241156448137659	0.13085188129175807	-0.2004636332932357	0.28140906532506776	0.7102101574153008	Down	NS	FALSE	FALSE	22.388548453164045	22.115244946347545	21.942072575283632	21.33927897182794	21.15899861816257	22.272532342995223	22.69235676072778	22.306416133377226	22.264639684037952	22.181969874109082
