ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	EventType	event_id	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM
950	ENSG00000168610.17	STAT3	chr17	-	NA	NA	NA	NA	NA	NA	950	136,108,54	13,13,18	37,50,70	12,37,32	367	149	3.57721628839e-4	0.00238948695865005	0.809,0.771,0.549	0.556,0.354,0.47	0.25	NA	NA	NA	NA	RI	chr17|-|42323259|42323625|42323259|42323354|42323572|42323625	0.00238948695865005	0.25	0.7096666666666667	0.46	580	NA	NA	NA	NA	42323259	42323354	42323572	42323625	NA	NA	NA	NA	NA	NA	NA	42323259	42323625	36,43,25,15,22,28	55,49,20,13,16,34	45,16,9,9,12,8	13,13,18,12,37,32	NA	NA	NA	NA	NA	950	chr17	-	NA	NA	NA	NA	NA	NA	950	189,81,103	27,40,24	65,106,77	17,24,58	367	149	0.319160422625	0.5342044878692835	0.74,0.451,0.635	0.608,0.642,0.35	0.075	NA	NA	NA	NA	0.5342044878692835	0.075	0.6086666666666667	0.5333333333333333	811	NA	NA	NA	NA	42323259	42323354	42323572	42323625	NA	NA	NA	NA	NA	NA	NA	42323259	42323625	31,42,48,25,52,19	55,11,38,26,30,26	103,28,17,14,24,32	27,40,24,17,24,58	NA	NA	NA	NA	NA
951	ENSG00000168610.17	STAT3	chr17	-	NA	NA	NA	NA	NA	NA	951	29,42,30	58,42,102	4,9,2	60,19,61	245	149	8.010031186e-6	9.250002115358192e-5	0.233,0.378,0.152	0.039,0.224,0.02	0.16	NA	NA	NA	NA	RI	chr17|-|42329409|42329647|42329409|42329457|42329553|42329647	9.250002115358192e-5	0.16	0.25433333333333336	0.09433333333333332	458	NA	NA	NA	NA	42329409	42329457	42329553	42329647	NA	NA	NA	NA	NA	NA	NA	42329409	42329647	15,27,29,2,4,2	26,37,8,2,7,1	0,0,0,0,0,0	58,42,102,60,19,61	NA	NA	NA	NA	NA	951	chr17	-	NA	NA	NA	NA	NA	NA	951	9,21,21	38,53,125	8,9,7	39,56,75	245	149	0.0410224837367	0.11021226205595838	0.126,0.194,0.093	0.111,0.089,0.054	0.053	NA	NA	NA	NA	0.11021226205595838	0.053	0.13766666666666666	0.08466666666666667	461	NA	NA	NA	NA	42329409	42329457	42329553	42329647	NA	NA	NA	NA	NA	NA	NA	42329409	42329647	0,8,13,2,0,3	9,21,19,6,9,7	0,0,0,0,0,0	38,53,125,39,56,75	NA	NA	NA	NA	NA
998	ENSG00000087111.22	PIGS	chr17	-	NA	NA	NA	NA	NA	NA	998	252,215,326	27,61,40	71,111,116	28,30,36	709	149	0.00564104635156	0.02241794959673747	0.662,0.426,0.631	0.348,0.437,0.404	0.177	NA	NA	NA	NA	RI	chr17|-|28556165|28556972|28556165|28556266|28556826|28556972	0.02241794959673747	0.177	0.573	0.3963333333333333	1313	NA	NA	NA	NA	28556165	28556266	28556826	28556972	NA	NA	NA	NA	NA	NA	NA	28556165	28556972	58,48,117,11,27,38	46,18,14,9,11,18	148,149,195,51,73,60	27,61,40,28,30,36	NA	NA	NA	NA	NA	998	chr17	-	NA	NA	NA	NA	NA	NA	998	169,180,182	45,72,76	88,106,71	19,30,36	709	149	0.622517944094	0.8444262947851899	0.441,0.344,0.335	0.493,0.426,0.293	-0.031	NA	NA	NA	NA	0.8444262947851899	-0.031	0.37333333333333335	0.40399999999999997	1074	NA	NA	NA	NA	28556165	28556266	28556826	28556972	NA	NA	NA	NA	NA	NA	NA	28556165	28556972	61,38,58,13,16,11	0,13,12,9,10,5	108,129,112,66,80,55	45,72,76,19,30,36	NA	NA	NA	NA	NA
1011	ENSG00000244045.13	TMEM199	chr17	+	NA	NA	NA	NA	NA	NA	1011	38,20,22	69,17,16	19,3,20	26,42,43	312	149	0.00618736775384	0.02418160552361178	0.208,0.36,0.396	0.259,0.033,0.182	0.163	NA	NA	NA	NA	RI	chr17|+|28360528|28360847|28360528|28360571|28360734|28360847	0.02418160552361178	0.163	0.32133333333333336	0.158	335	NA	NA	NA	NA	28360528	28360571	28360734	28360847	NA	NA	NA	NA	NA	NA	NA	28360528	28360847	24,15,0,12,2,13	14,1,22,7,1,7	0,4,0,0,0,0	69,17,16,26,42,43	NA	NA	NA	NA	NA	1011	chr17	+	NA	NA	NA	NA	NA	NA	1011	4,25,46	34,55,35	0,9,20	25,28,35	312	149	0.157915273554	0.31556927101012777	0.053,0.178,0.386	0.0,0.133,0.214	0.09	NA	NA	NA	NA	0.31556927101012777	0.09	0.20566666666666666	0.11566666666666667	316	NA	NA	NA	NA	28360528	28360571	28360734	28360847	NA	NA	NA	NA	NA	NA	NA	28360528	28360847	4,20,26,0,6,6	0,5,20,0,3,14	0,0,0,0,0,0	34,55,35,25,28,35	NA	NA	NA	NA	NA
1023	ENSG00000125967.17	NECAB3	chr20	-	NA	NA	NA	NA	NA	NA	1023	202,238,162	83,61,110	86,142,177	52,123,128	251	149	0.00734129280068	0.02763462704344368	0.591,0.698,0.466	0.495,0.407,0.451	0.134	NA	NA	NA	NA	RI	chr20|-|33659496|33659732|33659496|33659550|33659652|33659732	0.02763462704344368	0.134	0.585	0.451	1564	NA	NA	NA	NA	33659496	33659550	33659652	33659732	NA	NA	NA	NA	NA	NA	NA	33659496	33659732	127,162,81,49,78,111	95,107,114,57,78,108	6,0,0,0,0,0	83,61,110,52,123,128	NA	NA	NA	NA	NA	1023	chr20	-	NA	NA	NA	NA	NA	NA	1023	162,130,177	116,73,107	114,111,147	60,82,118	251	149	0.540757153191	0.7749483740200401	0.453,0.514,0.495	0.53,0.446,0.425	0.02	NA	NA	NA	NA	0.7749483740200401	0.02	0.48733333333333334	0.467	1397	NA	NA	NA	NA	33659496	33659550	33659652	33659732	NA	NA	NA	NA	NA	NA	NA	33659496	33659732	110,76,98,58,61,54	71,74,109,77,61,104	0,6,0,0,4,0	116,73,107,60,82,118	NA	NA	NA	NA	NA
1034	ENSG00000072134.16	EPN2	chr17	+	NA	NA	NA	NA	NA	NA	1034	14,13,3	26,6,19	6,5,0	49,91,106	1021	149	3.83640330615e-9	1.1310012054476829e-7	0.073,0.24,0.023	0.018,0.008,0.0	0.103	NA	NA	NA	NA	RI	chr17|+|19281954|19283714|19281954|19282077|19282949|19283714	1.1310012054476829e-7	0.103	0.112	0.008666666666666666	338	NA	NA	NA	NA	19281954	19282077	19282949	19283714	NA	NA	NA	NA	NA	NA	NA	19281954	19283714	0,11,1,0,0,0	5,0,0,0,2,0	9,2,2,6,3,0	26,6,19,49,91,106	NA	NA	NA	NA	NA	1034	chr17	+	NA	NA	NA	NA	NA	NA	1034	16,3,6	30,30,5	3,8,4	26,63,41	1021	149	0.00133125476021	0.00677291280278701	0.072,0.014,0.149	0.017,0.018,0.014	0.062	NA	NA	NA	NA	0.00677291280278701	0.062	0.07833333333333332	0.01633333333333333	235	NA	NA	NA	NA	19281954	19282077	19282949	19283714	NA	NA	NA	NA	NA	NA	NA	19281954	19283714	0,0,2,0,2,1	0,0,0,0,0,0	16,3,4,3,6,3	30,30,5,26,63,41	NA	NA	NA	NA	NA
1055	ENSG00000255104.9	ZNF286A-TBC1D26	chr17	+	NA	NA	NA	NA	NA	NA	1055	39,19,26	0,0,0	26,17,35	6,0,2	253	149	2.88763563502e-4	0.00198508763609222	1.0,1.0,1.0	0.718,1.0,0.912	0.123	NA	NA	NA	NA	RI	chr17|+|15700047|15700366|15700047|15700168|15700272|15700366	0.00198508763609222	0.123	1	0.8766666666666667	170	NA	NA	NA	NA	15700047	15700168	15700272	15700366	NA	NA	NA	NA	NA	NA	NA	15700047	15700366	15,9,10,14,16,11	29,15,16,17,1,24	0,0,0,0,0,0	0,0,0,6,0,2	NA	NA	NA	NA	NA	1055	chr17	+	NA	NA	NA	NA	NA	NA	1055	30,53,23	0,0,10	12,22,25	3,0,0	253	149	0.0690945132953	0.16710523259524096	1.0,1.0,0.575	0.702,1.0,1.0	-0.042	NA	NA	NA	NA	0.16710523259524096	-0.042	0.8583333333333333	0.9006666666666666	178	NA	NA	NA	NA	15700047	15700168	15700272	15700366	NA	NA	NA	NA	NA	NA	NA	15700047	15700366	13,16,18,10,5,13	20,45,7,4,17,14	0,0,0,0,0,0	0,0,10,3,0,0	NA	NA	NA	NA	NA
1067	ENSG00000179029.15	TMEM107	chr17	-	NA	NA	NA	NA	NA	NA	1067	20,57,50	2,0,7	7,30,23	7,5,3	250	149	0.0129215834074	0.04375215320495682	0.856,1.0,0.81	0.373,0.781,0.82	0.231	NA	NA	NA	NA	RI	chr17|-|8175756|8176026|8175756|8175857|8175958|8176026	0.04375215320495682	0.231	0.8886666666666667	0.658	211	NA	NA	NA	NA	8175756	8175857	8175958	8176026	NA	NA	NA	NA	NA	NA	NA	8175756	8176026	12,16,32,1,8,11	8,47,18,6,23,12	0,0,0,0,0,0	2,0,7,7,5,3	NA	NA	NA	NA	NA	1067	chr17	-	NA	NA	NA	NA	NA	NA	1067	28,42,23	27,2,0	45,27,7	3,3,0	250	149	0.243385259063	0.4366617883189117	0.382,0.926,1.0	0.899,0.843,1.0	-0.145	NA	NA	NA	NA	0.4366617883189117	-0.145	0.7693333333333333	0.914	207	NA	NA	NA	NA	8175756	8175857	8175958	8176026	NA	NA	NA	NA	NA	NA	NA	8175756	8176026	5,20,7,28,16,3	23,28,17,17,11,4	0,0,0,0,0,0	27,2,0,3,3,0	NA	NA	NA	NA	NA
1153	ENSG00000182472.9	CAPN12	chr19	-	NA	NA	NA	NA	NA	NA	1153	2,6,12	1,2,0	0,2,1	5,9,17	572	149	2.54668119926e-7	4.633901814202469e-6	0.343,0.439,1.0	0.0,0.055,0.015	0.571	NA	NA	NA	NA	RI	chr19|-|38734318|38734870|38734318|38734389|38734812|38734870	4.633901814202469e-6	0.571	0.594	0.02333333333333333	57	NA	NA	NA	NA	38734318	38734389	38734812	38734870	NA	NA	NA	NA	NA	NA	NA	38734318	38734870	2,6,0,0,0,1	0,0,12,0,2,0	0,0,0,0,0,0	1,2,0,5,9,17	NA	NA	NA	NA	NA	1153	chr19	-	NA	NA	NA	NA	NA	NA	1153	0,0,1	0,22,25	0,0,0	2,0,0	572	149	1	1	NA,0.0,0.01	0.0,NA,NA	0.005	NA	NA	NA	NA	1	0.005	0.005	0	50	NA	NA	NA	NA	38734318	38734389	38734812	38734870	NA	NA	NA	NA	NA	NA	NA	38734318	38734870	0,0,1,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,22,25,2,0,0	NA	NA	NA	NA	NA
1162	ENSG00000090861.17	AARS1	chr16	-	NA	NA	NA	NA	NA	NA	1162	322,396,297	40,73,117	98,119,158	62,80,63	481	149	1.89543776457e-4	0.00140174561392745	0.714,0.627,0.44	0.329,0.315,0.437	0.233	NA	NA	NA	NA	RI	chr16|-|70253267|70253800|70253267|70253381|70253713|70253800	0.00140174561392745	0.233	0.5936666666666667	0.36033333333333334	1825	NA	NA	NA	NA	70253267	70253381	70253713	70253800	NA	NA	NA	NA	NA	NA	NA	70253267	70253800	54,71,95,22,19,34	160,180,108,47,65,74	108,145,94,29,35,50	40,73,117,62,80,63	NA	NA	NA	NA	NA	1162	chr16	-	NA	NA	NA	NA	NA	NA	1162	272,284,323	75,48,139	103,137,120	24,80,71	481	149	0.0901029278909	0.2058764969856773	0.529,0.647,0.419	0.571,0.347,0.344	0.111	NA	NA	NA	NA	0.2058764969856773	0.111	0.5316666666666667	0.42066666666666663	1676	NA	NA	NA	NA	70253267	70253381	70253713	70253800	NA	NA	NA	NA	NA	NA	NA	70253267	70253800	21,67,93,11,43,25	148,145,154,41,60,76	103,72,76,51,34,19	75,48,139,24,80,71	NA	NA	NA	NA	NA
1164	ENSG00000090861.17	AARS1	chr16	-	NA	NA	NA	NA	NA	NA	1164	1511,1532,1559	32,36,77	467,640,667	15,40,54	2345	149	0.0146511879748	0.04824977693956692	0.75,0.73,0.563	0.664,0.504,0.44	0.145	NA	NA	NA	NA	RI	chr16|-|70255727|70258217|70255727|70255836|70258032|70258217	0.04824977693956692	0.145	0.6809999999999999	0.536	6630	NA	NA	NA	NA	70255727	70255836	70258032	70258217	NA	NA	NA	NA	NA	NA	NA	70255727	70258217	63,48,82,63,17,34	53,45,71,14,38,44	1395,1439,1406,390,585,589	32,36,77,15,40,54	NA	NA	NA	NA	NA	1164	chr16	-	NA	NA	NA	NA	NA	NA	1164	1101,1293,1799	52,47,99	437,736,718	48,26,46	2345	149	0.201658087555	0.3808046249983255	0.574,0.636,0.536	0.366,0.643,0.498	0.08	NA	NA	NA	NA	0.3808046249983255	0.08	0.582	0.5023333333333333	6402	NA	NA	NA	NA	70255727	70255836	70258032	70258217	NA	NA	NA	NA	NA	NA	NA	70255727	70258217	70,79,97,14,34,64	12,41,66,25,31,35	1019,1173,1636,398,671,619	52,47,99,48,26,46	NA	NA	NA	NA	NA
1175	ENSG00000103067.14	ESRP2	chr16	-	NA	NA	NA	NA	NA	NA	1175	109,83,37	1,0,4	7,4,7	0,7,4	192	149	7.33377943419e-5	6.2114275539299e-4	0.988,1.0,0.878	1.0,0.307,0.576	0.328	NA	NA	NA	NA	RI	chr16|-|68232576|68232815|68232576|68232717|68232760|68232815	6.2114275539299e-4	0.328	0.9553333333333334	0.6276666666666666	263	NA	NA	NA	NA	68232576	68232717	68232760	68232815	NA	NA	NA	NA	NA	NA	NA	68232576	68232815	93,63,22,5,2,2	78,47,19,4,2,7	0,0,0,0,0,0	1,0,4,0,7,4	NA	NA	NA	NA	NA	1175	chr16	-	NA	NA	NA	NA	NA	NA	1175	101,100,91	9,0,0	8,44,23	0,0,0	192	149	0.0484019830824	0.12577434416291464	0.897,1.0,1.0	1.0,1.0,1.0	-0.034	NA	NA	NA	NA	0.12577434416291464	-0.034	0.9656666666666667	1	376	NA	NA	NA	NA	68232576	68232717	68232760	68232815	NA	NA	NA	NA	NA	NA	NA	68232576	68232815	87,69,55,2,41,21	66,72,58,8,17,3	0,0,0,0,0,0	9,0,0,0,0,0	NA	NA	NA	NA	NA
1182	ENSG00000038358.15	EDC4	chr16	+	NA	NA	NA	NA	NA	NA	1182	416,518,481	164,121,181	183,248,263	109,111,156	257	149	3.85948559374e-4	0.00255300600440277	0.595,0.713,0.606	0.493,0.564,0.494	0.121	NA	NA	NA	NA	RI	chr16|+|67881667|67882109|67881667|67881845|67881953|67882109	0.00255300600440277	0.121	0.638	0.517	2951	NA	NA	NA	NA	67881667	67881845	67881953	67882109	NA	NA	NA	NA	NA	NA	NA	67881667	67882109	160,234,233,93,125,110	293,334,283,107,144,176	0,0,0,0,0,0	164,121,181,109,111,156	NA	NA	NA	NA	NA	1182	chr16	+	NA	NA	NA	NA	NA	NA	1182	393,448,419	125,197,199	153,207,295	71,127,129	257	149	0.12824791503	0.26938753351866784	0.646,0.569,0.55	0.555,0.486,0.57	0.051	NA	NA	NA	NA	0.26938753351866784	0.051	0.5883333333333334	0.537	2763	NA	NA	NA	NA	67881667	67881845	67881953	67882109	NA	NA	NA	NA	NA	NA	NA	67881667	67882109	197,212,207,80,68,134	265,275,273,87,150,187	0,0,0,0,10,0	125,197,199,71,127,129	NA	NA	NA	NA	NA
1199	ENSG00000102977.18	ACD	chr16	-	NA	NA	NA	NA	NA	NA	1199	339,380,404	71,155,55	108,109,117	33,54,65	298	149	0.006787105575	0.02599533503179263	0.705,0.551,0.786	0.621,0.502,0.474	0.148	NA	NA	NA	NA	RI	chr16|-|67658927|67659613|67658927|67659079|67659228|67659613	0.02599533503179263	0.148	0.6806666666666666	0.5323333333333333	1890	NA	NA	NA	NA	67658927	67659079	67659228	67659613	NA	NA	NA	NA	NA	NA	NA	67658927	67659613	143,208,194,43,56,33	190,172,210,65,53,80	6,0,0,0,0,4	71,155,55,33,54,65	NA	NA	NA	NA	NA	1199	chr16	-	NA	NA	NA	NA	NA	NA	1199	304,518,366	55,140,119	68,156,178	40,51,41	298	149	0.193254348199	0.3689260777549285	0.734,0.649,0.606	0.459,0.605,0.685	0.08	NA	NA	NA	NA	0.3689260777549285	0.08	0.663	0.583	2036	NA	NA	NA	NA	67658927	67659079	67659228	67659613	NA	NA	NA	NA	NA	NA	NA	67658927	67659613	125,188,186,35,69,77	179,330,170,33,87,101	0,0,10,0,0,0	55,140,119,40,51,41	NA	NA	NA	NA	NA
1225	ENSG00000205542.11	TMSB4X	chrX	+	NA	NA	NA	NA	NA	NA	1225	51,27,14	0,0,0	53,32,40	6,1,2	1226	149	1.42702926476e-7	2.7779503020661336e-6	1.0,1.0,1.0	0.518,0.795,0.709	0.326	NA	NA	NA	NA	RI	chrX|+|12975109|12976361|12975109|12975168|12976245|12976361	2.7779503020661336e-6	0.326	1	0.674	226	NA	NA	NA	NA	12975109	12975168	12976245	12976361	NA	NA	NA	NA	NA	NA	NA	12975109	12976361	12,0,1,5,8,12	6,0,6,2,3,1	33,27,7,46,21,27	0,0,0,6,1,2	NA	NA	NA	NA	NA	1225	chrX	+	NA	NA	NA	NA	NA	NA	1225	12,8,73	3,0,8	28,59,55	0,13,4	1226	149	0.689716331903	0.8994163092986863	0.327,1.0,0.526	1.0,0.355,0.626	-0.043	NA	NA	NA	NA	0.8994163092986863	-0.043	0.6176666666666667	0.6603333333333333	263	NA	NA	NA	NA	12975109	12975168	12976245	12976361	NA	NA	NA	NA	NA	NA	NA	12975109	12976361	5,0,10,6,0,0	0,4,2,0,2,16	7,4,61,22,57,39	3,0,8,0,13,4	NA	NA	NA	NA	NA
1239	ENSG00000125124.14	BBS2	chr16	-	NA	NA	NA	NA	NA	NA	1239	35,28,82	51,92,34	3,4,18	16,14,46	812	149	0.00214837172419	0.01032430674979081	0.112,0.053,0.307	0.033,0.05,0.067	0.107	NA	NA	NA	NA	RI	chr16|-|56496966|56497880|56496966|56497079|56497742|56497880	0.01032430674979081	0.107	0.15733333333333333	0.05	423	NA	NA	NA	NA	56496966	56497079	56497742	56497880	NA	NA	NA	NA	NA	NA	NA	56496966	56497880	13,2,5,0,0,0	11,0,3,2,0,3	11,26,74,1,4,15	51,92,34,16,14,46	NA	NA	NA	NA	NA	1239	chr16	-	NA	NA	NA	NA	NA	NA	1239	28,40,42	41,81,86	10,6,20	15,9,43	812	149	0.910110282412	1	0.111,0.083,0.082	0.109,0.109,0.079	-0.007	NA	NA	NA	NA	1	-0.007	0.092	0.099	421	NA	NA	NA	NA	56496966	56497079	56497742	56497880	NA	NA	NA	NA	NA	NA	NA	56496966	56497880	0,12,10,0,0,0	1,12,1,2,6,0	27,16,31,8,0,20	41,81,86,15,9,43	NA	NA	NA	NA	NA
1270	ENSG00000156858.12	PRR14	chr16	+	NA	NA	NA	NA	NA	NA	1270	89,53,52	51,48,30	29,40,28	39,31,47	276	149	0.0121911912865	0.0419273050862692	0.485,0.373,0.483	0.286,0.411,0.243	0.134	NA	NA	NA	NA	RI	chr16|+|30651595|30651964|30651595|30651668|30651795|30651964	0.0419273050862692	0.134	0.447	0.3133333333333333	537	NA	NA	NA	NA	30651595	30651668	30651795	30651964	NA	NA	NA	NA	NA	NA	NA	30651595	30651964	26,26,22,7,19,1	63,24,20,19,22,25	0,4,10,4,0,2	51,48,30,39,31,47	NA	NA	NA	NA	NA	1270	chr16	+	NA	NA	NA	NA	NA	NA	1270	7,49,39	24,25,67	13,20,39	37,69,22	276	149	0.566387950674	0.7974858554722047	0.136,0.514,0.239	0.159,0.135,0.489	0.035	NA	NA	NA	NA	0.7974858554722047	0.035	0.29633333333333334	0.261	411	NA	NA	NA	NA	30651595	30651668	30651795	30651964	NA	NA	NA	NA	NA	NA	NA	30651595	30651964	1,15,11,5,11,17	6,32,26,8,9,17	0,2,2,0,0,10	24,25,67,37,69,22	NA	NA	NA	NA	NA
1275	ENSG00000178971.17	CTC1	chr17	-	NA	NA	NA	NA	NA	NA	1275	115,188,198	19,23,37	42,56,84	8,16,31	246	149	0.00852609266416	0.03130658695606534	0.786,0.832,0.764	0.761,0.679,0.621	0.107	NA	NA	NA	NA	RI	chr17|-|8228502|8229446|8228502|8228629|8228726|8229446	0.03130658695606534	0.107	0.794	0.687	817	NA	NA	NA	NA	8228502	8228629	8228726	8229446	NA	NA	NA	NA	NA	NA	NA	8228502	8229446	98,177,152,25,46,66	17,15,50,17,10,18	0,0,0,0,0,0	19,23,37,8,16,31	NA	NA	NA	NA	NA	1275	chr17	-	NA	NA	NA	NA	NA	NA	1275	87,110,138	15,29,29	56,142,45	6,7,19	246	149	0.175963619727	0.34300978035227664	0.778,0.697,0.742	0.85,0.925,0.589	-0.049	NA	NA	NA	NA	0.34300978035227664	-0.049	0.739	0.788	683	NA	NA	NA	NA	8228502	8228629	8228726	8229446	NA	NA	NA	NA	NA	NA	NA	8228502	8229446	63,75,116,44,139,32	30,35,21,12,6,13	0,0,2,0,0,0	15,29,29,6,7,19	NA	NA	NA	NA	NA
1278	ENSG00000178971.17	CTC1	chr17	-	NA	NA	NA	NA	NA	NA	1278	167,143,172	28,12,7	41,75,136	15,30,14	244	149	0.00237186131126	0.01125716219864266	0.785,0.879,0.938	0.625,0.604,0.856	0.172	NA	NA	NA	NA	RI	chr17|-|8228502|8229446|8228502|8229206|8229301|8229446	0.01125716219864266	0.172	0.8673333333333333	0.695	840	NA	NA	NA	NA	8228502	8229206	8229301	8229446	NA	NA	NA	NA	NA	NA	NA	8228502	8229446	115,93,108,30,58,88	75,62,75,15,26,78	0,0,0,0,0,0	28,12,7,15,30,14	NA	NA	NA	NA	NA	1278	chr17	-	NA	NA	NA	NA	NA	NA	1278	103,202,98	28,9,16	12,110,99	17,9,14	244	149	0.274381737395	0.47724404151163735	0.692,0.932,0.789	0.301,0.882,0.812	0.139	NA	NA	NA	NA	0.47724404151163735	0.139	0.8043333333333333	0.665	717	NA	NA	NA	NA	8228502	8229206	8229301	8229446	NA	NA	NA	NA	NA	NA	NA	8228502	8229446	78,163,73,7,71,84	33,78,34,5,53,40	0,0,0,0,0,0	28,9,16,17,9,14	NA	NA	NA	NA	NA
1282	ENSG00000178971.17	CTC1	chr17	-	NA	NA	NA	NA	NA	NA	1282	78,148,181	25,35,19	37,91,65	34,33,36	474	149	6.49321311625e-4	0.00391508189074188	0.495,0.571,0.75	0.255,0.464,0.362	0.245	NA	NA	NA	NA	RI	chr17|-|8229890|8230348|8229890|8229968|8230293|8230348	0.00391508189074188	0.245	0.6053333333333333	0.36033333333333334	782	NA	NA	NA	NA	8229890	8229968	8230293	8230348	NA	NA	NA	NA	NA	NA	NA	8229890	8230348	26,26,63,10,3,11	4,77,61,13,40,29	48,45,57,14,48,25	25,35,19,34,33,36	NA	NA	NA	NA	NA	1282	chr17	-	NA	NA	NA	NA	NA	NA	1282	68,96,126	43,16,25	35,42,80	17,25,25	474	149	0.192970631655	0.36866486699289625	0.332,0.654,0.613	0.393,0.346,0.501	0.12	NA	NA	NA	NA	0.36866486699289625	0.12	0.533	0.41333333333333333	598	NA	NA	NA	NA	8229890	8229968	8230293	8230348	NA	NA	NA	NA	NA	NA	NA	8229890	8230348	16,15,29,16,0,18	25,45,35,3,5,38	27,36,62,16,37,24	43,16,25,17,25,25	NA	NA	NA	NA	NA
1284	ENSG00000178971.17	CTC1	chr17	-	NA	NA	NA	NA	NA	NA	1284	146,130,88	6,15,16	33,63,42	25,16,20	579	149	2.26810213599e-5	2.3102993850316e-4	0.862,0.69,0.586	0.254,0.503,0.351	0.343	NA	NA	NA	NA	RI	chr17|-|8232360|8233032|8232360|8232475|8232905|8233032	2.3102993850316e-4	0.343	0.7126666666666667	0.36933333333333335	600	NA	NA	NA	NA	8232360	8232475	8232905	8233032	NA	NA	NA	NA	NA	NA	NA	8232360	8233032	29,56,11,23,25,2	35,1,21,3,7,9	82,73,56,7,31,31	6,15,16,25,16,20	NA	NA	NA	NA	NA	1284	chr17	-	NA	NA	NA	NA	NA	NA	1284	85,37,70	19,20,22	27,57,43	2,11,37	579	149	0.696000354681	0.9042590393894512	0.535,0.323,0.45	0.776,0.571,0.23	-0.09	NA	NA	NA	NA	0.9042590393894512	-0.09	0.436	0.5256666666666666	430	NA	NA	NA	NA	8232360	8232475	8232905	8233032	NA	NA	NA	NA	NA	NA	NA	8232360	8233032	50,7,18,8,20,16	0,6,25,1,0,3	35,24,27,18,37,24	19,20,22,2,11,37	NA	NA	NA	NA	NA
