ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	EventType	event_id	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM
1700	ENSG00000080815.20	PSEN1	chr14	+	NA	NA	NA	NA	NA	NA	1700	355,407,535	25,41,61	618,518,721	33,15,26	5445	149	5.18494191826e-6	6.569021455117835e-5	0.28,0.214,0.194	0.339,0.486,0.431	-0.189	NA	NA	NA	NA	RI	chr14|+|73206385|73211942|73206385|73206472|73211768|73211942	6.569021455117835e-5	-0.189	0.22933333333333333	0.4186666666666667	3355	NA	NA	NA	NA	73206385	73206472	73211768	73211942	NA	NA	NA	NA	NA	NA	NA	73206385	73211942	0,23,16,5,0,11	5,1,4,17,17,27	350,383,515,596,501,683	25,41,61,33,15,26	NA	NA	NA	NA	NA	1700	chr14	+	NA	NA	NA	NA	NA	NA	1700	339,391,358	52,43,79	563,538,474	11,27,30	5445	149	1.09751899946e-6	1.644644475865742e-5	0.151,0.199,0.11	0.583,0.353,0.302	-0.259	NA	NA	NA	NA	1.644644475865742e-5	-0.259	0.15333333333333332	0.4126666666666666	2905	NA	NA	NA	NA	73206385	73206472	73211768	73211942	NA	NA	NA	NA	NA	NA	NA	73206385	73211942	0,0,6,17,20,6	0,9,28,19,16,31	339,382,324,527,502,437	52,43,79,11,27,30	NA	NA	NA	NA	NA
1911	ENSG00000185624.16	P4HB	chr17	-	NA	NA	NA	NA	NA	NA	1911	2579,2361,2461	713,1524,1007	3311,3696,4937	579,648,876	1200	149	1.72990510805e-11	8.22308381594e-10	0.31,0.161,0.233	0.415,0.415,0.412	-0.179	NA	NA	NA	NA	RI	chr17|-|81843168|81845742|81843168|81844092|81845143|81845742	8.22308381594e-10	-0.179	0.23466666666666666	0.414	24692	NA	NA	NA	NA	81843168	81844092	81845143	81845742	NA	NA	NA	NA	NA	NA	NA	81843168	81845742	176,171,211,267,242,370	216,201,272,319,370,405	2187,1989,1978,2725,3084,4162	713,1524,1007,579,648,876	NA	NA	NA	NA	NA	1911	chr17	-	NA	NA	NA	NA	NA	NA	1911	2194,2641,3053	715,2096,1179	3113,3598,4013	741,624,807	1200	149	7.77361508497e-11	3.1506618455123373e-9	0.276,0.135,0.243	0.343,0.417,0.382	-0.163	NA	NA	NA	NA	3.1506618455123373e-9	-0.163	0.218	0.38066666666666665	24774	NA	NA	NA	NA	81843168	81844092	81845143	81845742	NA	NA	NA	NA	NA	NA	NA	81843168	81845742	207,181,245,253,261,339	145,186,231,314,288,383	1842,2274,2577,2546,3049,3291	715,2096,1179,741,624,807	NA	NA	NA	NA	NA
1913	ENSG00000185624.16	P4HB	chr17	-	NA	NA	NA	NA	NA	NA	1913	957,899,1124	533,1059,758	1056,1427,1481	481,499,658	479	149	5.37240747989e-6	6.715642678657391e-5	0.358,0.209,0.316	0.406,0.471,0.412	-0.135	NA	NA	NA	NA	RI	chr17|-|81845143|81845742|81845143|81845230|81845560|81845742	6.715642678657391e-5	-0.135	0.29433333333333334	0.42966666666666664	10932	NA	NA	NA	NA	81845143	81845230	81845560	81845742	NA	NA	NA	NA	NA	NA	NA	81845143	81845742	256,370,414,288,362,488	240,158,294,252,378,325	461,371,416,516,687,668	533,1059,758,481,499,658	NA	NA	NA	NA	NA	1913	chr17	-	NA	NA	NA	NA	NA	NA	1913	1013,1019,1098	504,1612,880	1168,1301,1441	393,590,577	479	149	1.36287611411e-5	1.4363715275934e-4	0.385,0.164,0.28	0.48,0.407,0.437	-0.165	NA	NA	NA	NA	1.4363715275934e-4	-0.165	0.2763333333333333	0.4413333333333333	11596	NA	NA	NA	NA	81845143	81845230	81845560	81845742	NA	NA	NA	NA	NA	NA	NA	81845143	81845742	329,315,348,374,375,415	215,289,259,291,342,328	469,415,491,503,584,698	504,1612,880,393,590,577	NA	NA	NA	NA	NA
1917	ENSG00000185624.16	P4HB	chr17	-	NA	NA	NA	NA	NA	NA	1917	198,145,266	367,761,477	248,369,391	264,324,400	277	149	3.16769943609e-11	1.417834521321451e-9	0.225,0.093,0.231	0.336,0.38,0.345	-0.171	NA	NA	NA	NA	RI	chr17|-|81845143|81845991|81845143|81845742|81845870|81845991	1.417834521321451e-9	-0.171	0.183	0.3536666666666667	4210	NA	NA	NA	NA	81845143	81845742	81845870	81845991	NA	NA	NA	NA	NA	NA	NA	81845143	81845991	148,86,164,132,226,275	66,76,119,99,144,134	2,0,14,28,2,13	367,761,477,264,324,400	NA	NA	NA	NA	NA	1917	chr17	-	NA	NA	NA	NA	NA	NA	1917	196,418,253	340,1030,601	264,331,288	257,375,394	277	149	3.15304893306e-10	1.1006510119508289e-8	0.237,0.179,0.185	0.356,0.322,0.282	-0.12	NA	NA	NA	NA	1.1006510119508289e-8	-0.12	0.20033333333333334	0.32	4747	NA	NA	NA	NA	81845143	81845742	81845870	81845991	NA	NA	NA	NA	NA	NA	NA	81845143	81845991	114,200,147,136,177,181	85,183,121,139,169,130	15,56,0,0,0,4	340,1030,601,257,375,394	NA	NA	NA	NA	NA
1919	ENSG00000185624.16	P4HB	chr17	-	NA	NA	NA	NA	NA	NA	1919	790,853,594	244,488,243	1141,1013,1126	286,209,213	1088	149	1.12952733833e-8	2.8980174220249205e-7	0.307,0.193,0.251	0.353,0.399,0.42	-0.14	NA	NA	NA	NA	RI	chr17|-|81859180|81860520|81859180|81859387|81860326|81860520	2.8980174220249205e-7	-0.14	0.25033333333333335	0.39066666666666666	7200	NA	NA	NA	NA	81859180	81859387	81860326	81860520	NA	NA	NA	NA	NA	NA	NA	81859180	81860520	193,253,169,226,221,202	32,38,9,44,30,35	565,562,416,871,762,889	244,488,243,286,209,213	NA	NA	NA	NA	NA	1919	chr17	-	NA	NA	NA	NA	NA	NA	1919	854,1047,868	216,544,276	1281,1121,1212	144,227,233	1088	149	1.08011989324e-5	1.1859716427775e-4	0.351,0.209,0.301	0.549,0.403,0.416	-0.169	NA	NA	NA	NA	1.1859716427775e-4	-0.169	0.287	0.456	8023	NA	NA	NA	NA	81859180	81859387	81860326	81860520	NA	NA	NA	NA	NA	NA	NA	81859180	81860520	176,223,169,243,283,192	24,26,27,53,44,32	654,798,672,985,794,988	216,544,276,144,227,233	NA	NA	NA	NA	NA
2066	ENSG00000198707.17	CEP290	chr12	-	NA	NA	NA	NA	NA	NA	2066	427,352,328	18,34,58	523,547,720	11,8,24	3812	149	1.3485283388e-5	1.4532822097577e-4	0.481,0.288,0.181	0.65,0.728,0.54	-0.323	NA	NA	NA	NA	RI	chr12|-|88102837|88106905|88102837|88103011|88106674|88106905	1.4532822097577e-4	-0.323	0.31666666666666665	0.6393333333333333	3050	NA	NA	NA	NA	88102837	88103011	88106674	88106905	NA	NA	NA	NA	NA	NA	NA	88102837	88106905	20,9,12,15,45,37	16,3,10,10,4,15	391,340,306,498,498,668	18,34,58,11,8,24	NA	NA	NA	NA	NA	2066	chr12	-	NA	NA	NA	NA	NA	NA	2066	328,381,465	12,28,23	450,519,562	10,6,2	3812	149	7.05377896992e-6	8.271411883368326e-5	0.517,0.347,0.441	0.638,0.772,0.917	-0.341	NA	NA	NA	NA	8.271411883368326e-5	-0.341	0.435	0.7756666666666667	2786	NA	NA	NA	NA	88102837	88103011	88106674	88106905	NA	NA	NA	NA	NA	NA	NA	88102837	88106905	2,39,16,27,9,49	12,5,7,4,17,24	314,337,442,419,493,489	12,28,23,10,6,2	NA	NA	NA	NA	NA
2204	ENSG00000075415.15	SLC25A3	chr12	+	NA	NA	NA	NA	NA	NA	2204	2583,2106,2668	136,180,176	2440,2718,3304	97,93,169	1740	149	3.33714474997e-4	0.00226004832830992	0.619,0.5,0.565	0.683,0.715,0.626	-0.113	NA	NA	NA	NA	RI	chr12|+|98593974|98595848|98593974|98594135|98595726|98595848	0.00226004832830992	-0.113	0.5613333333333334	0.6746666666666666	16670	NA	NA	NA	NA	98593974	98594135	98595726	98595848	NA	NA	NA	NA	NA	NA	NA	98593974	98595848	130,125,114,123,93,195	243,235,357,261,311,296	2210,1746,2197,2056,2314,2813	136,180,176,97,93,169	NA	NA	NA	NA	NA	2204	chr12	+	NA	NA	NA	NA	NA	NA	2204	1521,2495,2417	108,131,143	2422,2281,2525	100,86,83	1740	149	3.14093375176e-5	2.940790531299e-4	0.547,0.62,0.591	0.675,0.694,0.723	-0.111	NA	NA	NA	NA	2.940790531299e-4	-0.111	0.586	0.6973333333333334	14312	NA	NA	NA	NA	98593974	98594135	98595726	98595848	NA	NA	NA	NA	NA	NA	NA	98593974	98595848	83,87,103,126,117,134	55,281,275,282,224,182	1383,2127,2039,2014,1940,2209	108,131,143,100,86,83	NA	NA	NA	NA	NA
2271	ENSG00000131051.24	RBM39	chr20	-	NA	NA	NA	NA	NA	NA	2271	5405,4434,5641	141,62,172	7948,7062,10023	42,64,70	1955	149	1.22124532709e-15	1.227651859953423e-13	0.745,0.845,0.714	0.935,0.894,0.916	-0.147	NA	NA	NA	NA	RI	chr20|-|35738967|35740887|35738967|35739017|35740823|35740887	1.227651859953423e-13	-0.147	0.768	0.915	41064	NA	NA	NA	NA	35738967	35739017	35740823	35740887	NA	NA	NA	NA	NA	NA	NA	35738967	35740887	636,562,860,1045,1053,1464	172,187,140,181,183,159	4597,3685,4641,6722,5826,8400	141,62,172,42,64,70	NA	NA	NA	NA	NA	2271	chr20	-	NA	NA	NA	NA	NA	NA	2271	3433,4242,5221	87,163,190	7826,6402,7536	45,69,72	1955	149	0	0	0.75,0.665,0.677	0.93,0.876,0.889	-0.201	NA	NA	NA	NA	0	-0.201	0.6973333333333334	0.8983333333333333	35286	NA	NA	NA	NA	35738967	35739017	35740823	35740887	NA	NA	NA	NA	NA	NA	NA	35738967	35740887	397,491,845,1190,877,1039	132,132,136,123,136,128	2904,3619,4240,6513,5389,6369	87,163,190,45,69,72	NA	NA	NA	NA	NA
2280	ENSG00000064763.12	FAR2	chr12	+	NA	NA	NA	NA	NA	NA	2280	2,0,19	15,2,69	7,27,27	19,30,11	885	149	3.65862226098e-5	3.4409005681486e-4	0.022,0.0,0.044	0.058,0.132,0.292	-0.139	NA	NA	NA	NA	RI	chr12|+|29309185|29311950|29309185|29311146|29311882|29311950	3.4409005681486e-4	-0.139	0.022	0.16066666666666665	228	NA	NA	NA	NA	29309185	29311146	29311882	29311950	NA	NA	NA	NA	NA	NA	NA	29309185	29311950	2,0,0,2,6,14	0,0,0,4,0,0	0,0,19,1,21,13	15,2,69,19,30,11	NA	NA	NA	NA	NA	2280	chr12	+	NA	NA	NA	NA	NA	NA	2280	2,4,10	26,26,14	26,7,20	0,7,20	885	149	0.00145616483691	0.00729383766594343	0.013,0.025,0.107	1.0,0.144,0.144	-0.381	NA	NA	NA	NA	0.00729383766594343	-0.381	0.04833333333333333	0.4293333333333333	162	NA	NA	NA	NA	29309185	29311146	29311882	29311950	NA	NA	NA	NA	NA	NA	NA	29309185	29311950	2,0,1,3,3,10	0,4,0,6,0,0	0,0,9,17,4,10	26,26,14,0,7,20	NA	NA	NA	NA	NA
2321	ENSG00000111653.20	ING4	chr12	-	NA	NA	NA	NA	NA	NA	2321	161,62,128	12,34,21	29,52,63	1,4,0	501	149	1.92257466714e-4	0.00141697450227193	0.8,0.352,0.644	0.896,0.795,1.0	-0.298	NA	NA	NA	NA	RI	chr12|-|6652270|6652770|6652270|6652309|6652661|6652770	0.00141697450227193	-0.298	0.5986666666666667	0.897	567	NA	NA	NA	NA	6652270	6652309	6652661	6652770	NA	NA	NA	NA	NA	NA	NA	6652270	6652770	92,23,45,21,35,42	20,16,50,5,0,10	49,23,33,3,17,11	12,34,21,1,4,0	NA	NA	NA	NA	NA	2321	chr12	-	NA	NA	NA	NA	NA	NA	2321	73,117,136	1,3,15	16,43,12	8,9,5	501	149	1.15908327036e-5	1.2609190678084e-4	0.956,0.921,0.729	0.373,0.587,0.416	0.41	NA	NA	NA	NA	1.2609190678084e-4	0.41	0.8686666666666667	0.45866666666666667	438	NA	NA	NA	NA	6652270	6652309	6652661	6652770	NA	NA	NA	NA	NA	NA	NA	6652270	6652770	28,30,74,14,17,12	11,53,23,2,6,0	34,34,39,0,20,0	1,3,15,8,9,5	NA	NA	NA	NA	NA
2432	ENSG00000042429.12	MED17	chr11	+	NA	NA	NA	NA	NA	NA	2432	569,524,729	98,96,154	669,647,1044	54,55,128	2125	149	7.20354112915e-7	1.177923045438608e-5	0.289,0.277,0.249	0.465,0.452,0.364	-0.155	NA	NA	NA	NA	RI	chr11|+|93809716|93812378|93809716|93809876|93811852|93812378	1.177923045438608e-5	-0.155	0.27166666666666667	0.427	4767	NA	NA	NA	NA	93809716	93809876	93811852	93812378	NA	NA	NA	NA	NA	NA	NA	93809716	93812378	26,13,28,32,32,53	46,46,47,32,47,72	497,465,654,605,568,919	98,96,154,54,55,128	NA	NA	NA	NA	NA	2432	chr11	+	NA	NA	NA	NA	NA	NA	2432	385,441,789	41,165,144	859,781,813	70,60,81	2125	149	6.24354919742e-5	5.1509280878715e-4	0.397,0.158,0.278	0.462,0.477,0.413	-0.173	NA	NA	NA	NA	5.1509280878715e-4	-0.173	0.2776666666666667	0.45066666666666666	4629	NA	NA	NA	NA	93809716	93809876	93811852	93812378	NA	NA	NA	NA	NA	NA	NA	93809716	93812378	15,12,11,27,53,30	19,23,33,66,43,45	351,406,745,766,685,738	41,165,144,70,60,81	NA	NA	NA	NA	NA
2434	ENSG00000109861.17	CTSC	chr11	-	NA	NA	NA	NA	NA	NA	2434	798,799,833	84,190,111	686,651,760	22,48,54	4414	149	6.59768574085e-6	7.886356522980935e-5	0.243,0.124,0.202	0.513,0.314,0.322	-0.193	NA	NA	NA	NA	RI	chr11|-|88296132|88300645|88296132|88296264|88300529|88300645	7.886356522980935e-5	-0.193	0.18966666666666668	0.383	5036	NA	NA	NA	NA	88296132	88296264	88300529	88300645	NA	NA	NA	NA	NA	NA	NA	88296132	88300645	12,40,24,8,12,28	18,32,0,9,18,9	768,727,809,669,621,723	84,190,111,22,48,54	NA	NA	NA	NA	NA	2434	chr11	-	NA	NA	NA	NA	NA	NA	2434	619,832,872	86,394,156	529,516,673	31,67,48	4414	149	2.0281977875e-8	4.947999661374133e-7	0.195,0.067,0.159	0.365,0.206,0.321	-0.157	NA	NA	NA	NA	4.947999661374133e-7	-0.157	0.14033333333333334	0.29733333333333334	4823	NA	NA	NA	NA	88296132	88296264	88300529	88300645	NA	NA	NA	NA	NA	NA	NA	88296132	88300645	10,41,48,19,36,32	2,4,35,27,15,27	607,787,789,483,465,614	86,394,156,31,67,48	NA	NA	NA	NA	NA
2435	ENSG00000109861.17	CTSC	chr11	-	NA	NA	NA	NA	NA	NA	2435	1148,993,1006	63,152,104	3191,2739,3861	24,57,58	6889	149	1.11022302463e-16	1.2377977430965744e-14	0.283,0.124,0.173	0.742,0.51,0.59	-0.421	NA	NA	NA	NA	RI	chr11|-|88328111|88335082|88328111|88328196|88334936|88335082	1.2377977430965744e-14	-0.421	0.19333333333333333	0.614	13396	NA	NA	NA	NA	88328111	88328196	88334936	88335082	NA	NA	NA	NA	NA	NA	NA	88328111	88335082	32,73,49,106,108,177	23,3,8,33,48,45	1093,917,949,3052,2583,3639	63,152,104,24,57,58	NA	NA	NA	NA	NA	2435	chr11	-	NA	NA	NA	NA	NA	NA	2435	847,915,1194	25,145,71	3393,2601,2754	53,110,32	6889	149	4.62868347678e-4	0.00277789323668597	0.423,0.12,0.267	0.581,0.338,0.651	-0.253	NA	NA	NA	NA	0.00277789323668597	-0.253	0.27	0.5233333333333333	12140	NA	NA	NA	NA	88328111	88328196	88334936	88335082	NA	NA	NA	NA	NA	NA	NA	88328111	88335082	23,57,51,193,116,90	11,7,3,37,55,47	813,851,1140,3163,2430,2617	25,145,71,53,110,32	NA	NA	NA	NA	NA
2482	ENSG00000184154.16	LRRC51	chr11	+	NA	NA	NA	NA	NA	NA	2482	6,7,33	5,0,5	60,40,49	0,0,2	431	149	6.99221981262e-5	5.9839872537044e-4	0.293,1.0,0.695	1.0,1.0,0.894	-0.302	NA	NA	NA	NA	RI	chr11|+|72094947|72096895|72094947|72095096|72095378|72096895	5.9839872537044e-4	-0.302	0.6626666666666666	0.9646666666666667	207	NA	NA	NA	NA	72094947	72095096	72095378	72096895	NA	NA	NA	NA	NA	NA	NA	72094947	72096895	3,3,16,24,6,15	0,1,9,0,4,16	3,3,8,36,30,18	5,0,5,0,0,2	NA	NA	NA	NA	NA	2482	chr11	+	NA	NA	NA	NA	NA	NA	2482	13,5,25	0,0,0	35,53,109	0,22,0	431	149	0.00133468377078	0.006784642501465	1.0,1.0,1.0	1.0,0.454,1.0	0.182	NA	NA	NA	NA	0.006784642501465	0.182	1	0.8180000000000001	262	NA	NA	NA	NA	72094947	72095096	72095378	72096895	NA	NA	NA	NA	NA	NA	NA	72094947	72096895	0,3,6,8,32,36	13,2,9,15,11,23	0,0,10,12,10,50	0,0,0,0,22,0	NA	NA	NA	NA	NA
2630	ENSG00000168003.19	SLC3A2	chr11	+	NA	NA	NA	NA	NA	NA	2630	392,532,576	375,382,415	1366,1274,1548	462,515,588	990	149	3.9968028886499995e-15	3.7133932292730003e-13	0.136,0.173,0.173	0.308,0.271,0.284	-0.127	NA	NA	NA	NA	RI	chr11|+|62881892|62882999|62881892|62882066|62882907|62882999	3.7133932292730003e-13	-0.127	0.16066666666666665	0.2876666666666667	8425	NA	NA	NA	NA	62881892	62882066	62882907	62882999	NA	NA	NA	NA	NA	NA	NA	62881892	62882999	55,67,51,104,136,106	118,168,131,299,304,400	219,297,394,963,834,1042	375,382,415,462,515,588	NA	NA	NA	NA	NA	2630	chr11	+	NA	NA	NA	NA	NA	NA	2630	390,642,702	310,423,444	1483,1069,1296	424,420,441	990	149	7.793765632869999e-14	5.2883764783035874e-12	0.159,0.186,0.192	0.345,0.277,0.307	-0.131	NA	NA	NA	NA	5.2883764783035874e-12	-0.131	0.179	0.30966666666666665	8044	NA	NA	NA	NA	62881892	62882066	62882907	62882999	NA	NA	NA	NA	NA	NA	NA	62881892	62882999	31,70,53,144,84,136	96,180,212,367,249,343	263,392,437,972,736,817	310,423,444,424,420,441	NA	NA	NA	NA	NA
2777	ENSG00000166436.18	TRIM66	chr11	-	NA	NA	NA	NA	NA	NA	2777	14,24,8	27,17,31	54,22,31	11,5,12	478	149	7.82210208827e-8	1.6370351537635372e-6	0.139,0.306,0.074	0.605,0.578,0.446	-0.37	NA	NA	NA	NA	RI	chr11|-|8647969|8648548|8647969|8648086|8648415|8648548	1.6370351537635372e-6	-0.37	0.173	0.5429999999999999	256	NA	NA	NA	NA	8647969	8648086	8648415	8648548	NA	NA	NA	NA	NA	NA	NA	8647969	8648548	5,12,1,27,15,15	0,2,0,12,3,3	9,10,7,15,4,13	27,17,31,11,5,12	NA	NA	NA	NA	NA	2777	chr11	-	NA	NA	NA	NA	NA	NA	2777	32,35,10	12,14,8	48,39,21	2,9,3	478	149	0.00200521097286	0.00949202180227939	0.454,0.438,0.28	0.882,0.575,0.686	-0.324	NA	NA	NA	NA	0.00949202180227939	-0.324	0.39066666666666666	0.7143333333333334	233	NA	NA	NA	NA	8647969	8648086	8648415	8648548	NA	NA	NA	NA	NA	NA	NA	8647969	8648548	0,11,5,13,13,4	21,6,3,10,16,7	11,18,2,25,10,10	12,14,8,2,9,3	NA	NA	NA	NA	NA
2982	ENSG00000077232.19	DNAJC10	chr2	+	NA	NA	NA	NA	NA	NA	2982	186,163,150	0,18,2	121,115,142	3,0,0	1233	149	0.0048566535499	0.01996045547452198	1.0,0.523,0.901	0.83,1.0,1.0	-0.135	NA	NA	NA	NA	RI	chr2|+|182717015|182718290|182717015|182717072|182718156|182718290	0.01996045547452198	-0.135	0.808	0.9433333333333334	900	NA	NA	NA	NA	182717015	182717072	182718156	182718290	NA	NA	NA	NA	NA	NA	NA	182717015	182718290	13,0,0,0,6,0	93,67,80,34,45,67	80,96,70,87,64,75	0,18,2,3,0,0	NA	NA	NA	NA	NA	2982	chr2	+	NA	NA	NA	NA	NA	NA	2982	114,212,184	12,24,3	114,121,124	1,4,1	1233	149	0.00158929918961	0.00783492065800391	0.534,0.516,0.881	0.932,0.785,0.937	-0.241	NA	NA	NA	NA	0.00783492065800391	-0.241	0.6436666666666667	0.8846666666666667	914	NA	NA	NA	NA	182717015	182717072	182718156	182718290	NA	NA	NA	NA	NA	NA	NA	182717015	182718290	3,0,9,4,0,0	55,96,94,49,54,44	56,116,81,61,67,80	12,24,3,1,4,1	NA	NA	NA	NA	NA
3047	ENSG00000170445.16	HARS1	chr5	-	NA	NA	NA	NA	NA	NA	3047	1276,1277,1582	198,191,232	1230,1591,1557	87,145,107	1669	149	4.98642238611e-10	1.85313588312888e-8	0.365,0.374,0.378	0.558,0.495,0.565	-0.167	NA	NA	NA	NA	RI	chr5|-|140675016|140676896|140675016|140675133|140676653|140676896	1.85313588312888e-8	-0.167	0.37233333333333335	0.5393333333333333	9473	NA	NA	NA	NA	140675016	140675133	140676653	140676896	NA	NA	NA	NA	NA	NA	NA	140675016	140676896	113,188,198,210,218,248	127,118,161,98,94,107	1036,971,1223,922,1279,1202	198,191,232,87,145,107	NA	NA	NA	NA	NA	3047	chr5	-	NA	NA	NA	NA	NA	NA	3047	1072,1377,1751	211,239,295	1167,1318,1173	85,128,143	1669	149	2.1515403017e-6	2.9462929437565303e-5	0.312,0.34,0.346	0.551,0.479,0.423	-0.152	NA	NA	NA	NA	2.9462929437565303e-5	-0.152	0.33266666666666667	0.48433333333333334	8959	NA	NA	NA	NA	140675016	140675133	140676653	140676896	NA	NA	NA	NA	NA	NA	NA	140675016	140676896	159,181,176,159,233,160	43,119,169,119,98,91	870,1077,1406,889,987,922	211,239,295,85,128,143	NA	NA	NA	NA	NA
3084	ENSG00000130304.17	SLC27A1	chr19	+	NA	NA	NA	NA	NA	NA	3084	48,26,25	16,0,1	12,20,68	0,0,0	365	149	1.24332553783e-5	1.3446335446161e-4	0.55,1.0,0.911	1.0,1.0,1.0	-0.18	NA	NA	NA	NA	RI	chr19|+|17486562|17487335|17486562|17486957|17487173|17487335	1.3446335446161e-4	-0.18	0.8203333333333334	1	216	NA	NA	NA	NA	17486562	17486957	17487173	17487335	NA	NA	NA	NA	NA	NA	NA	17486562	17487335	21,5,4,6,5,1	22,17,16,6,15,66	5,4,5,0,0,1	16,0,1,0,0,0	NA	NA	NA	NA	NA	3084	chr19	+	NA	NA	NA	NA	NA	NA	3084	31,25,78	0,0,2	39,43,36	2,0,10	365	149	3.73319471654e-4	0.00231703626856989	1.0,1.0,0.941	0.888,1.0,0.595	0.153	NA	NA	NA	NA	0.00231703626856989	0.153	0.9803333333333333	0.8276666666666667	266	NA	NA	NA	NA	17486562	17486957	17487173	17487335	NA	NA	NA	NA	NA	NA	NA	17486562	17487335	17,11,14,35,25,9	12,12,53,4,18,21	2,2,11,0,0,6	0,0,2,2,0,10	NA	NA	NA	NA	NA
3104	ENSG00000011243.19	AKAP8L	chr19	-	NA	NA	NA	NA	NA	NA	3104	1033,1160,1121	251,222,276	1325,1128,1416	85,115,169	1033	149	5.59747803663e-10	2.0190432541538328e-8	0.373,0.43,0.369	0.692,0.586,0.547	-0.218	NA	NA	NA	NA	RI	chr19|-|15397713|15400358|15397713|15399410|15400294|15400358	2.0190432541538328e-8	-0.218	0.39066666666666666	0.6083333333333333	8301	NA	NA	NA	NA	15397713	15399410	15400294	15400358	NA	NA	NA	NA	NA	NA	NA	15397713	15400358	109,143,164,128,121,144	281,291,260,401,295,424	643,726,697,796,712,848	251,222,276,85,115,169	NA	NA	NA	NA	NA	3104	chr19	-	NA	NA	NA	NA	NA	NA	3104	1140,1314,1561	208,199,332	1202,1180,1263	106,158,135	1033	149	1.52563260221e-5	1.5803250917231e-4	0.442,0.488,0.404	0.621,0.519,0.574	-0.127	NA	NA	NA	NA	1.5803250917231e-4	-0.127	0.44466666666666665	0.5713333333333334	8798	NA	NA	NA	NA	15397713	15399410	15400294	15400358	NA	NA	NA	NA	NA	NA	NA	15397713	15400358	177,190,224,116,178,184	304,284,362,287,251,297	659,840,975,799,751,782	208,199,332,106,158,135	NA	NA	NA	NA	NA
3172	ENSG00000138095.20	LRPPRC	chr2	-	NA	NA	NA	NA	NA	NA	3172	1278,1153,1329	245,267,356	1418,1618,2213	155,237,293	1863	149	7.33717864243e-9	2.0358180739991296e-07	0.294,0.257,0.23	0.423,0.353,0.377	-0.124	NA	NA	NA	NA	RI	chr2|-|43899465|43901524|43899465|43899605|43901319|43901524	2.0358180739991296e-07	-0.124	0.2603333333333333	0.3843333333333333	10562	NA	NA	NA	NA	43899465	43899605	43901319	43901524	NA	NA	NA	NA	NA	NA	NA	43899465	43901524	457,323,351,419,398,656	59,89,80,123,86,112	762,741,898,876,1134,1445	245,267,356,155,237,293	NA	NA	NA	NA	NA	3172	chr2	-	NA	NA	NA	NA	NA	NA	3172	774,1297,1383	167,310,286	1476,1563,1922	216,137,167	1863	149	4.02339090932e-8	9.192375598367852e-7	0.27,0.251,0.279	0.353,0.477,0.479	-0.17	NA	NA	NA	NA	9.192375598367852e-7	-0.17	0.26666666666666666	0.4363333333333333	9698	NA	NA	NA	NA	43899465	43899605	43901319	43901524	NA	NA	NA	NA	NA	NA	NA	43899465	43901524	230,357,454,404,447,562	58,75,143,83,95,116	486,865,786,989,1021,1244	167,310,286,216,137,167	NA	NA	NA	NA	NA
