ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	event_type	ID	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM	FDR	IncLevelDifference	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	inc_len_bp	exc_len_bp	inc_cds_overlap_bp	exc_cds_overlap_bp	inc_touches_cds	exc_touches_cds	inc_cds_overlap_mod3	exc_cds_overlap_mod3	delta_cds_overlap_bp	delta_cds_overlap_mod3	frameshift_candidate_inc	frameshift_candidate_delta	cds_overlap_bp	touches_cds	cds_overlap_mod3	frameshift_candidate	advanced_n_transcripts_matched	advanced_any_protein_pair	advanced_transcript_ids	inclusion_transcript_ids	exclusion_transcript_ids	advanced_overlaps_start_codon_any	advanced_overlaps_stop_codon_any	advanced_frameshift_any	advanced_frameshift_frac	advanced_nmd_proxy_any	RI_Position	Event_Position	dataset
1700	ENSG00000080815	PSEN1	chr14	+							1700	355,407,535	25,41,61	618,518,721	33,15,26	5445	149	5.18494191826e-06	6.569021455117835e-05	0.28,0.214,0.194	0.339,0.486,0.431	-0.189					RI	chr14|+|73206385|73211942|73206385|73206472|73211768|73211942	6.569021455117835e-05	-0.189	0.2293333333333333	0.4186666666666667	3355					73206385	73206472	73211768	73211942								73206385	73211942	0,23,16,5,0,11	5,1,4,17,17,27	350,383,515,596,501,683	25,41,61,33,15,26						1700	chr14	+							1700	339,391,358	52,43,79	563,538,474	11,27,30	5445	149	1.09751899946e-06	1.644644475865742e-05	0.151,0.199,0.11	0.583,0.353,0.302	-0.259					1.644644475865742e-05	-0.259	0.1533333333333333	0.4126666666666666	2905					73206385	73206472	73211768	73211942								73206385	73211942	0,0,6,17,20,6	0,9,28,19,16,31	339,382,324,527,502,437	52,43,79,11,27,30						6.569021455117835e-05	-0.189	14	+	73206385	73211942	73206385	73206472	73211768	73211942	5557	0	9329	0	True	False	2.0		9329	2	True	True	9329	True	2.0	True	1	False	ENST00000697913	ENST00000697913	ENST00000324501;ENST00000357710;ENST00000394164;ENST00000406768;ENST00000553599;ENST00000553855;ENST00000554131;ENST00000554995;ENST00000555386;ENST00000555867;ENST00000556066;ENST00000556951;ENST00000557293;ENST00000557511;ENST00000559361;ENST00000697912;ENST00000700265;ENST00000700266;ENST00000700267;ENST00000700268;ENST00000700269;ENST00000700270;ENST00000700271;ENST00000700272;ENST00000700273;ENST00000700302;ENST00000700303;ENST00000700304;ENST00000700305;ENST00000700306;ENST00000700307;ENST00000700308;ENST00000700309;ENST00000700310;ENST00000700311;ENST00000700312;ENST00000700313;ENST00000700314;ENST00000700315;ENST00000700316;ENST00000700317;ENST00000700318;ENST00000700319;ENST00000700320;ENST00000700321;ENST00000700322;ENST00000700323;ENST00000700324;ENST00000700375;ENST00000700377;ENST00000700378;ENST00000700379;ENST00000700389;ENST00000700390;ENST00000700391;ENST00000700404;ENST00000700433;ENST00000700434;ENST00000700435;ENST00000700436;ENST00000700437;ENST00000700467;ENST00000700468;ENST00000700469	False	False	False	0.0	False	CDS	CDS	UFM1_independent
1911	ENSG00000185624	P4HB	chr17	-							1911	2579,2361,2461	713,1524,1007	3311,3696,4937	579,648,876	1200	149	1.72990510805e-11	8.22308381594e-10	0.31,0.161,0.233	0.415,0.415,0.412	-0.179					RI	chr17|-|81843168|81845742|81843168|81844092|81845143|81845742	8.22308381594e-10	-0.179	0.2346666666666666	0.414	24692					81843168	81844092	81845143	81845742								81843168	81845742	176,171,211,267,242,370	216,201,272,319,370,405	2187,1989,1978,2725,3084,4162	713,1524,1007,579,648,876						1911	chr17	-							1911	2194,2641,3053	715,2096,1179	3113,3598,4013	741,624,807	1200	149	7.77361508497e-11	3.150661845512337e-09	0.276,0.135,0.243	0.343,0.417,0.382	-0.163					3.150661845512337e-09	-0.163	0.218	0.3806666666666666	24774					81843168	81844092	81845143	81845742								81843168	81845742	207,181,245,253,261,339	145,186,231,314,288,383	1842,2274,2577,2546,3049,3291	715,2096,1179,741,624,807						8.22308381594e-10	-0.179	17	-	81843168	81845742	81843168	81844092	81845143	81845742	2574	0	6212	0	True	False	2.0		6212	2	True	True	6212	True	2.0	True	1	False	ENST00000680368	ENST00000680368	ENST00000331483;ENST00000415593;ENST00000439918;ENST00000466567;ENST00000472244;ENST00000473021;ENST00000474712;ENST00000476482;ENST00000477607;ENST00000484286;ENST00000570907;ENST00000571507;ENST00000571617;ENST00000574914;ENST00000575069;ENST00000576390;ENST00000679366;ENST00000679396;ENST00000679439;ENST00000679455;ENST00000679470;ENST00000679628;ENST00000679688;ENST00000679889;ENST00000680076;ENST00000680083;ENST00000680105;ENST00000680191;ENST00000680208;ENST00000680226;ENST00000680259;ENST00000680400;ENST00000680416;ENST00000680547;ENST00000680559;ENST00000680593;ENST00000680719;ENST00000680732;ENST00000680799;ENST00000680838;ENST00000680846;ENST00000680847;ENST00000680884;ENST00000680909;ENST00000680914;ENST00000681020;ENST00000681030;ENST00000681031;ENST00000681068;ENST00000681161;ENST00000681259;ENST00000681420;ENST00000681485;ENST00000681515;ENST00000681566;ENST00000681571;ENST00000681614;ENST00000681693;ENST00000681760;ENST00000681835;ENST00000681872;ENST00000681933;ENST00000681954	False	False	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_independent
1913	ENSG00000185624	P4HB	chr17	-							1913	957,899,1124	533,1059,758	1056,1427,1481	481,499,658	479	149	5.37240747989e-06	6.715642678657391e-05	0.358,0.209,0.316	0.406,0.471,0.412	-0.135					RI	chr17|-|81845143|81845742|81845143|81845230|81845560|81845742	6.715642678657391e-05	-0.135	0.2943333333333333	0.4296666666666666	10932					81845143	81845230	81845560	81845742								81845143	81845742	256,370,414,288,362,488	240,158,294,252,378,325	461,371,416,516,687,668	533,1059,758,481,499,658						1913	chr17	-							1913	1013,1019,1098	504,1612,880	1168,1301,1441	393,590,577	479	149	1.36287611411e-05	0.0001436371527593	0.385,0.164,0.28	0.48,0.407,0.437	-0.165					0.0001436371527593	-0.165	0.2763333333333333	0.4413333333333333	11596					81845143	81845230	81845560	81845742								81845143	81845742	329,315,348,374,375,415	215,289,259,291,342,328	469,415,491,503,584,698	504,1612,880,393,590,577						6.715642678657391e-05	-0.135	17	-	81845143	81845742	81845143	81845230	81845560	81845742	599	0	4781	0	True	False	2.0		4781	2	True	True	4781	True	2.0	True	4	False	ENST00000679366;ENST00000679396;ENST00000680105;ENST00000680719	ENST00000679366;ENST00000679396;ENST00000680105;ENST00000680719	ENST00000331483;ENST00000415593;ENST00000439918;ENST00000466567;ENST00000472244;ENST00000473021;ENST00000474712;ENST00000476482;ENST00000477607;ENST00000484286;ENST00000570907;ENST00000571507;ENST00000571617;ENST00000574914;ENST00000575069;ENST00000576390;ENST00000679439;ENST00000679455;ENST00000679470;ENST00000679628;ENST00000679688;ENST00000679889;ENST00000680076;ENST00000680083;ENST00000680191;ENST00000680208;ENST00000680226;ENST00000680259;ENST00000680368;ENST00000680400;ENST00000680416;ENST00000680547;ENST00000680559;ENST00000680593;ENST00000680732;ENST00000680799;ENST00000680838;ENST00000680846;ENST00000680847;ENST00000680884;ENST00000680909;ENST00000680914;ENST00000681020;ENST00000681030;ENST00000681031;ENST00000681068;ENST00000681161;ENST00000681259;ENST00000681420;ENST00000681485;ENST00000681515;ENST00000681566;ENST00000681571;ENST00000681614;ENST00000681693;ENST00000681760;ENST00000681835;ENST00000681872;ENST00000681933;ENST00000681954	False	False	False	0.0	False	CDS	CDS	UFM1_independent
1917	ENSG00000185624	P4HB	chr17	-							1917	198,145,266	367,761,477	248,369,391	264,324,400	277	149	3.16769943609e-11	1.417834521321451e-09	0.225,0.093,0.231	0.336,0.38,0.345	-0.171					RI	chr17|-|81845143|81845991|81845143|81845742|81845870|81845991	1.417834521321451e-09	-0.171	0.183	0.3536666666666667	4210					81845143	81845742	81845870	81845991								81845143	81845991	148,86,164,132,226,275	66,76,119,99,144,134	2,0,14,28,2,13	367,761,477,264,324,400						1917	chr17	-							1917	196,418,253	340,1030,601	264,331,288	257,375,394	277	149	3.15304893306e-10	1.1006510119508289e-08	0.237,0.179,0.185	0.356,0.322,0.282	-0.12					1.1006510119508289e-08	-0.12	0.2003333333333333	0.32	4747					81845143	81845742	81845870	81845991								81845143	81845991	114,200,147,136,177,181	85,183,121,139,169,130	15,56,0,0,0,4	340,1030,601,257,375,394						1.417834521321451e-09	-0.171	17	-	81845143	81845991	81845143	81845742	81845870	81845991	848	0	6891	0	True	False	0.0		6891	0	False	False	6891	True	0.0	False	7	False	ENST00000679628;ENST00000680208;ENST00000680547;ENST00000680559;ENST00000681259;ENST00000681835;ENST00000681954	ENST00000679628;ENST00000680208;ENST00000680547;ENST00000680559;ENST00000681259;ENST00000681835;ENST00000681954	ENST00000331483;ENST00000415593;ENST00000439918;ENST00000466567;ENST00000472244;ENST00000473021;ENST00000474712;ENST00000476482;ENST00000477607;ENST00000484286;ENST00000570907;ENST00000571507;ENST00000571617;ENST00000574007;ENST00000574914;ENST00000575069;ENST00000576390;ENST00000679366;ENST00000679396;ENST00000679439;ENST00000679455;ENST00000679470;ENST00000679688;ENST00000679889;ENST00000680076;ENST00000680083;ENST00000680105;ENST00000680191;ENST00000680226;ENST00000680259;ENST00000680368;ENST00000680400;ENST00000680416;ENST00000680593;ENST00000680719;ENST00000680732;ENST00000680799;ENST00000680838;ENST00000680846;ENST00000680847;ENST00000680884;ENST00000680909;ENST00000680914;ENST00000681020;ENST00000681030;ENST00000681031;ENST00000681068;ENST00000681161;ENST00000681420;ENST00000681485;ENST00000681515;ENST00000681566;ENST00000681571;ENST00000681614;ENST00000681693;ENST00000681760;ENST00000681872;ENST00000681933	False	False	False	0.0	False	CDS	CDS	UFM1_independent
1919	ENSG00000185624	P4HB	chr17	-							1919	790,853,594	244,488,243	1141,1013,1126	286,209,213	1088	149	1.12952733833e-08	2.8980174220249205e-07	0.307,0.193,0.251	0.353,0.399,0.42	-0.14					RI	chr17|-|81859180|81860520|81859180|81859387|81860326|81860520	2.8980174220249205e-07	-0.14	0.2503333333333333	0.3906666666666666	7200					81859180	81859387	81860326	81860520								81859180	81860520	193,253,169,226,221,202	32,38,9,44,30,35	565,562,416,871,762,889	244,488,243,286,209,213						1919	chr17	-							1919	854,1047,868	216,544,276	1281,1121,1212	144,227,233	1088	149	1.08011989324e-05	0.0001185971642777	0.351,0.209,0.301	0.549,0.403,0.416	-0.169					0.0001185971642777	-0.169	0.287	0.456	8023					81859180	81859387	81860326	81860520								81859180	81860520	176,223,169,243,283,192	24,26,27,53,44,32	654,798,672,985,794,988	216,544,276,144,227,233						2.8980174220249205e-07	-0.14	17	-	81859180	81860520	81859180	81859387	81860326	81860520	1340	0	11701	0	True	False	1.0		11701	1	True	True	11701	True	1.0	True	1	False	ENST00000680559	ENST00000680559	ENST00000331483;ENST00000415593;ENST00000439918;ENST00000466567;ENST00000467086;ENST00000471535;ENST00000472244;ENST00000570907;ENST00000571617;ENST00000573778;ENST00000574007;ENST00000574914;ENST00000575069;ENST00000576052;ENST00000576380;ENST00000576390;ENST00000576541;ENST00000679366;ENST00000679396;ENST00000679439;ENST00000679455;ENST00000679470;ENST00000679628;ENST00000679688;ENST00000679889;ENST00000680076;ENST00000680083;ENST00000680105;ENST00000680191;ENST00000680208;ENST00000680226;ENST00000680259;ENST00000680400;ENST00000680416;ENST00000680593;ENST00000680719;ENST00000680732;ENST00000680799;ENST00000680838;ENST00000680846;ENST00000680847;ENST00000680884;ENST00000680909;ENST00000680914;ENST00000681020;ENST00000681030;ENST00000681031;ENST00000681068;ENST00000681161;ENST00000681420;ENST00000681485;ENST00000681515;ENST00000681566;ENST00000681693;ENST00000681760;ENST00000681872;ENST00000681933	False	False	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_independent
2066	ENSG00000198707	CEP290	chr12	-							2066	427,352,328	18,34,58	523,547,720	11,8,24	3812	149	1.3485283388e-05	0.0001453282209757	0.481,0.288,0.181	0.65,0.728,0.54	-0.323					RI	chr12|-|88102837|88106905|88102837|88103011|88106674|88106905	0.0001453282209757	-0.323	0.3166666666666666	0.6393333333333333	3050					88102837	88103011	88106674	88106905								88102837	88106905	20,9,12,15,45,37	16,3,10,10,4,15	391,340,306,498,498,668	18,34,58,11,8,24						2066	chr12	-							2066	328,381,465	12,28,23	450,519,562	10,6,2	3812	149	7.05377896992e-06	8.271411883368326e-05	0.517,0.347,0.441	0.638,0.772,0.917	-0.341					8.271411883368326e-05	-0.341	0.435	0.7756666666666667	2786					88102837	88103011	88106674	88106905								88102837	88106905	2,39,16,27,9,49	12,5,7,4,17,24	314,337,442,419,493,489	12,28,23,10,6,2						0.0001453282209757	-0.323	12	-	88102837	88106905	88102837	88103011	88106674	88106905	4068	0	4499	0	True	False	2.0		4499	2	True	True	4499	True	2.0	True	1	False	ENST00000676363	ENST00000676363	ENST00000309041;ENST00000547691;ENST00000552810;ENST00000604024;ENST00000672414;ENST00000672647;ENST00000673058;ENST00000674971;ENST00000675089;ENST00000675230;ENST00000675408;ENST00000675476;ENST00000675628;ENST00000675794;ENST00000675833;ENST00000676074;ENST00000676181;ENST00000676448	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
2204	ENSG00000075415	SLC25A3	chr12	+							2204	2583,2106,2668	136,180,176	2440,2718,3304	97,93,169	1740	149	0.000333714474997	0.0022600483283099	0.619,0.5,0.565	0.683,0.715,0.626	-0.113					RI	chr12|+|98593974|98595848|98593974|98594135|98595726|98595848	0.0022600483283099	-0.113	0.5613333333333334	0.6746666666666666	16670					98593974	98594135	98595726	98595848								98593974	98595848	130,125,114,123,93,195	243,235,357,261,311,296	2210,1746,2197,2056,2314,2813	136,180,176,97,93,169						2204	chr12	+							2204	1521,2495,2417	108,131,143	2422,2281,2525	100,86,83	1740	149	3.14093375176e-05	0.0002940790531299	0.547,0.62,0.591	0.675,0.694,0.723	-0.111					0.0002940790531299	-0.111	0.586	0.6973333333333334	14312					98593974	98594135	98595726	98595848								98593974	98595848	83,87,103,126,117,134	55,281,275,282,224,182	1383,2127,2039,2014,1940,2209	108,131,143,100,86,83						0.0022600483283099	-0.113	12	+	98593974	98595848	98593974	98594135	98595726	98595848	1874	0	3198	0	True	False	0.0		3198	0	False	False	3198	True	0.0	False	1	False	ENST00000546766	ENST00000546766	ENST00000188376;ENST00000228318;ENST00000401722;ENST00000547534;ENST00000547908;ENST00000548847;ENST00000549338;ENST00000550695;ENST00000551123;ENST00000551265;ENST00000551917;ENST00000552981	False	False	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_independent
2271	ENSG00000131051	RBM39	chr20	-							2271	5405,4434,5641	141,62,172	7948,7062,10023	42,64,70	1955	149	1.22124532709e-15	1.227651859953423e-13	0.745,0.845,0.714	0.935,0.894,0.916	-0.147					RI	chr20|-|35738967|35740887|35738967|35739017|35740823|35740887	1.227651859953423e-13	-0.147	0.768	0.915	41064					35738967	35739017	35740823	35740887								35738967	35740887	636,562,860,1045,1053,1464	172,187,140,181,183,159	4597,3685,4641,6722,5826,8400	141,62,172,42,64,70						2271	chr20	-							2271	3433,4242,5221	87,163,190	7826,6402,7536	45,69,72	1955	149	0.0	0.0	0.75,0.665,0.677	0.93,0.876,0.889	-0.201					0.0	-0.201	0.6973333333333334	0.8983333333333333	35286					35738967	35739017	35740823	35740887								35738967	35740887	397,491,845,1190,877,1039	132,132,136,123,136,128	2904,3619,4240,6513,5389,6369	87,163,190,45,69,72						1.227651859953423e-13	-0.147	20	-	35738967	35740887	35738967	35739017	35740823	35740887	1920	0	2188	0	True	False	1.0		2188	1	True	True	2188	True	1.0	True	1	False	ENST00000463004	ENST00000463004	ENST00000253363;ENST00000338163;ENST00000361162;ENST00000374038;ENST00000397370;ENST00000403542;ENST00000412738;ENST00000416108;ENST00000416529;ENST00000425184;ENST00000426951;ENST00000429968;ENST00000433027;ENST00000434927;ENST00000442447;ENST00000444878;ENST00000449489;ENST00000453310;ENST00000455343;ENST00000461283;ENST00000461849;ENST00000463098;ENST00000477334;ENST00000481037;ENST00000487604;ENST00000493853;ENST00000528062;ENST00000639702;ENST00000656873;ENST00000665058	False	False	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_independent
2280	ENSG00000064763	FAR2	chr12	+							2280	2,0,19	15,2,69	7,27,27	19,30,11	885	149	3.65862226098e-05	0.0003440900568148	0.022,0.0,0.044	0.058,0.132,0.292	-0.139					RI	chr12|+|29309185|29311950|29309185|29311146|29311882|29311950	0.0003440900568148	-0.139	0.022	0.1606666666666666	228					29309185	29311146	29311882	29311950								29309185	29311950	2,0,0,2,6,14	0,0,0,4,0,0	0,0,19,1,21,13	15,2,69,19,30,11						2280	chr12	+							2280	2,4,10	26,26,14	26,7,20	0,7,20	885	149	0.00145616483691	0.0072938376659434	0.013,0.025,0.107	1.0,0.144,0.144	-0.381					0.0072938376659434	-0.381	0.0483333333333333	0.4293333333333333	162					29309185	29311146	29311882	29311950								29309185	29311950	2,0,1,3,3,10	0,4,0,6,0,0	0,0,9,17,4,10	26,26,14,0,7,20						0.0003440900568148	-0.139	12	+	29309185	29311950	29309185	29311146	29311882	29311950	2765	0	2320	0	True	False	1.0		2320	1	True	True	2320	True	1.0	True	2	False	ENST00000689380;ENST00000690002	ENST00000689380;ENST00000690002	ENST00000182377;ENST00000536681;ENST00000547116;ENST00000547759;ENST00000551193;ENST00000551451;ENST00000685369;ENST00000686305;ENST00000686316;ENST00000686419;ENST00000686974;ENST00000689798;ENST00000690162;ENST00000691273;ENST00000691325;ENST00000692223;ENST00000693163	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
2321	ENSG00000111653	ING4	chr12	-							2321	161,62,128	12,34,21	29,52,63	1,4,0	501	149	0.000192257466714	0.0014169745022719	0.8,0.352,0.644	0.896,0.795,1.0	-0.298					RI	chr12|-|6652270|6652770|6652270|6652309|6652661|6652770	0.0014169745022719	-0.298	0.5986666666666667	0.897	567					6652270	6652309	6652661	6652770								6652270	6652770	92,23,45,21,35,42	20,16,50,5,0,10	49,23,33,3,17,11	12,34,21,1,4,0						2321	chr12	-							2321	73,117,136	1,3,15	16,43,12	8,9,5	501	149	1.15908327036e-05	0.0001260919067808	0.956,0.921,0.729	0.373,0.587,0.416	0.41					0.0001260919067808	0.41	0.8686666666666667	0.4586666666666666	438					6652270	6652309	6652661	6652770								6652270	6652770	28,30,74,14,17,12	11,53,23,2,6,0	34,34,39,0,20,0	1,3,15,8,9,5						0.0014169745022719	-0.298	12	-	6652270	6652770	6652270	6652309	6652661	6652770	500	0	1584	0	True	False	0.0		1584	0	False	False	1584	True	0.0	False	1	False	ENST00000484795	ENST00000484795	ENST00000341550;ENST00000396807;ENST00000412586;ENST00000423703;ENST00000437149;ENST00000444704;ENST00000446105;ENST00000467678;ENST00000469749;ENST00000472002;ENST00000479301;ENST00000482489;ENST00000486287;ENST00000488381;ENST00000493873;ENST00000619641	False	False	False	0.0	False	Start_Codon	Start_Codon	UFM1_independent
2432	ENSG00000042429	MED17	chr11	+							2432	569,524,729	98,96,154	669,647,1044	54,55,128	2125	149	7.20354112915e-07	1.177923045438608e-05	0.289,0.277,0.249	0.465,0.452,0.364	-0.155					RI	chr11|+|93809716|93812378|93809716|93809876|93811852|93812378	1.177923045438608e-05	-0.155	0.2716666666666666	0.427	4767					93809716	93809876	93811852	93812378								93809716	93812378	26,13,28,32,32,53	46,46,47,32,47,72	497,465,654,605,568,919	98,96,154,54,55,128						2432	chr11	+							2432	385,441,789	41,165,144	859,781,813	70,60,81	2125	149	6.24354919742e-05	0.0005150928087871	0.397,0.158,0.278	0.462,0.477,0.413	-0.173					0.0005150928087871	-0.173	0.2776666666666667	0.4506666666666666	4629					93809716	93809876	93811852	93812378								93809716	93812378	15,12,11,27,53,30	19,23,33,66,43,45	351,406,745,766,685,738	41,165,144,70,60,81						1.177923045438608e-05	-0.155	11	+	93809716	93812378	93809716	93809876	93811852	93812378	2662	0	1331	0	True	False	2.0		1331	2	True	True	1331	True	2.0	True	1	False	ENST00000640411	ENST00000640411	ENST00000251871;ENST00000507258;ENST00000525026;ENST00000525613;ENST00000529626;ENST00000533133;ENST00000638270;ENST00000638487;ENST00000638518;ENST00000638790;ENST00000639189;ENST00000639457;ENST00000639523;ENST00000639596;ENST00000639724;ENST00000640027;ENST00000640077;ENST00000640451;ENST00000640521;ENST00000640583;ENST00000640804	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
2434	ENSG00000109861	CTSC	chr11	-							2434	798,799,833	84,190,111	686,651,760	22,48,54	4414	149	6.59768574085e-06	7.886356522980935e-05	0.243,0.124,0.202	0.513,0.314,0.322	-0.193					RI	chr11|-|88296132|88300645|88296132|88296264|88300529|88300645	7.886356522980935e-05	-0.193	0.1896666666666666	0.383	5036					88296132	88296264	88300529	88300645								88296132	88300645	12,40,24,8,12,28	18,32,0,9,18,9	768,727,809,669,621,723	84,190,111,22,48,54						2434	chr11	-							2434	619,832,872	86,394,156	529,516,673	31,67,48	4414	149	2.0281977875e-08	4.947999661374133e-07	0.195,0.067,0.159	0.365,0.206,0.321	-0.157					4.947999661374133e-07	-0.157	0.1403333333333333	0.2973333333333333	4823					88296132	88296264	88300529	88300645								88296132	88300645	10,41,48,19,36,32	2,4,35,27,15,27	607,787,789,483,465,614	86,394,156,31,67,48						7.886356522980935e-05	-0.193	11	-	88296132	88300645	88296132	88296264	88300529	88300645	4513	0	1604	0	True	False	2.0		1604	2	True	True	1604	True	2.0	True	1	False	ENST00000533897	ENST00000533897	ENST00000227266;ENST00000527018;ENST00000676612;ENST00000677208;ENST00000677661;ENST00000677802;ENST00000678065;ENST00000678395;ENST00000678464;ENST00000678506;ENST00000678520;ENST00000678554;ENST00000678915;ENST00000679224	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
2435	ENSG00000109861	CTSC	chr11	-							2435	1148,993,1006	63,152,104	3191,2739,3861	24,57,58	6889	149	1.11022302463e-16	1.2377977430965744e-14	0.283,0.124,0.173	0.742,0.51,0.59	-0.421					RI	chr11|-|88328111|88335082|88328111|88328196|88334936|88335082	1.2377977430965744e-14	-0.421	0.1933333333333333	0.614	13396					88328111	88328196	88334936	88335082								88328111	88335082	32,73,49,106,108,177	23,3,8,33,48,45	1093,917,949,3052,2583,3639	63,152,104,24,57,58						2435	chr11	-							2435	847,915,1194	25,145,71	3393,2601,2754	53,110,32	6889	149	0.000462868347678	0.0027778932366859	0.423,0.12,0.267	0.581,0.338,0.651	-0.253					0.0027778932366859	-0.253	0.27	0.5233333333333333	12140					88328111	88328196	88334936	88335082								88328111	88335082	23,57,51,193,116,90	11,7,3,37,55,47	813,851,1140,3163,2430,2617	25,145,71,53,110,32						1.2377977430965744e-14	-0.421	11	-	88328111	88335082	88328111	88328196	88334936	88335082	6971	0	3194	0	True	False	2.0		3194	2	True	True	3194	True	2.0	True	1	False	ENST00000533865	ENST00000533865	ENST00000227266;ENST00000393301;ENST00000524463;ENST00000527018;ENST00000528020;ENST00000529974;ENST00000533897;ENST00000534131;ENST00000676529;ENST00000676612;ENST00000677106;ENST00000677208;ENST00000677468;ENST00000677661;ENST00000677796;ENST00000677802;ENST00000677877;ENST00000677976;ENST00000678395;ENST00000678464;ENST00000678506;ENST00000678520;ENST00000678554;ENST00000678915;ENST00000679032;ENST00000679199;ENST00000679224	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
2482	ENSG00000184154	LRRC51	chr11	+							2482	6,7,33	5,0,5	60,40,49	0,0,2	431	149	6.99221981262e-05	0.0005983987253704	0.293,1.0,0.695	1.0,1.0,0.894	-0.302					RI	chr11|+|72094947|72096895|72094947|72095096|72095378|72096895	0.0005983987253704	-0.302	0.6626666666666666	0.9646666666666668	207					72094947	72095096	72095378	72096895								72094947	72096895	3,3,16,24,6,15	0,1,9,0,4,16	3,3,8,36,30,18	5,0,5,0,0,2						2482	chr11	+							2482	13,5,25	0,0,0	35,53,109	0,22,0	431	149	0.00133468377078	0.006784642501465	1.0,1.0,1.0	1.0,0.454,1.0	0.182					0.006784642501465	0.182	1.0	0.8180000000000001	262					72094947	72095096	72095378	72096895								72094947	72096895	0,3,6,8,32,36	13,2,9,15,11,23	0,0,10,12,10,50	0,0,0,0,22,0						0.0005983987253704	-0.302	11	+	72094947	72096895	72094947	72095096	72095378	72096895	1948	0	2723	0	True	False	2.0		2723	2	True	True	2723	True	2.0	True	1	True	ENST00000324866	ENST00000324866	ENST00000289488;ENST00000412777;ENST00000423494;ENST00000440313;ENST00000535883;ENST00000536917;ENST00000538413;ENST00000538478;ENST00000539271;ENST00000539587;ENST00000541614;ENST00000542846;ENST00000642478;ENST00000642510;ENST00000642648;ENST00000644745;ENST00000645358;ENST00000647530	False	True	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_independent
