ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	event_type	ID	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM	FDR	IncLevelDifference	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	inc_len_bp	exc_len_bp	inc_cds_overlap_bp	exc_cds_overlap_bp	inc_touches_cds	exc_touches_cds	inc_cds_overlap_mod3	exc_cds_overlap_mod3	delta_cds_overlap_bp	delta_cds_overlap_mod3	frameshift_candidate_inc	frameshift_candidate_delta	cds_overlap_bp	touches_cds	cds_overlap_mod3	frameshift_candidate	advanced_n_transcripts_matched	advanced_any_protein_pair	advanced_transcript_ids	inclusion_transcript_ids	exclusion_transcript_ids	advanced_overlaps_start_codon_any	advanced_overlaps_stop_codon_any	advanced_frameshift_any	advanced_frameshift_frac	advanced_nmd_proxy_any	RI_Position	Event_Position	dataset
1698	ENSG00000086504	MRPL28	chr16	-							1698	189,126,243	97,141,140	177,194,216	64,78,47	859	149	2.60081280032e-05	0.00025974241191469	0.253,0.134,0.231	0.324,0.301,0.444	-0.15					RI	chr16|-|368500|370225|368500|369220|369930|370225	0.00025974241191469	-0.15	0.206	0.3563333333333333	1712					368500	369220	369930	370225								368500	370225	38,0,19,16,23,24	22,50,19,33,26,36	129,76,205,128,145,156	97,141,140,64,78,47						1698	chr16	-							1698	114,177,175	93,150,154	123,213,211	76,60,89	859	149	3.02569522748e-05	0.00028508106403479	0.175,0.17,0.165	0.219,0.381,0.291	-0.127					0.00028508106403479	-0.127	0.17	0.297	1635					368500	369220	369930	370225								368500	370225	16,15,21,17,57,32	23,48,50,25,20,23	75,114,104,81,136,156	93,150,154,76,60,89						0.00025974241191469	-0.15	16	-	368500	370225	368500	369220	369930	370225	1725	0	3456	0	True	False	0.0		3456	0	False	False	3456	True	0.0	False	1	False	ENST00000481453	ENST00000481453	ENST00000199706;ENST00000389675;ENST00000441883;ENST00000447696;ENST00000450882;ENST00000461550;ENST00000469744;ENST00000483764;ENST00000648346	False	False	False	0.0	False	NonCoding	NonCoding	UFM1_independent
1700	ENSG00000080815	PSEN1	chr14	+							1700	355,407,535	25,41,61	618,518,721	33,15,26	5445	149	5.18494191826e-06	6.569021455117835e-05	0.28,0.214,0.194	0.339,0.486,0.431	-0.189					RI	chr14|+|73206385|73211942|73206385|73206472|73211768|73211942	6.569021455117835e-05	-0.189	0.2293333333333333	0.4186666666666667	3355					73206385	73206472	73211768	73211942								73206385	73211942	0,23,16,5,0,11	5,1,4,17,17,27	350,383,515,596,501,683	25,41,61,33,15,26						1700	chr14	+							1700	339,391,358	52,43,79	563,538,474	11,27,30	5445	149	1.09751899946e-06	1.644644475865742e-05	0.151,0.199,0.11	0.583,0.353,0.302	-0.259					1.644644475865742e-05	-0.259	0.1533333333333333	0.4126666666666666	2905					73206385	73206472	73211768	73211942								73206385	73211942	0,0,6,17,20,6	0,9,28,19,16,31	339,382,324,527,502,437	52,43,79,11,27,30						6.569021455117835e-05	-0.189	14	+	73206385	73211942	73206385	73206472	73211768	73211942	5557	0	9329	0	True	False	2.0		9329	2	True	True	9329	True	2.0	True	1	False	ENST00000697913	ENST00000697913	ENST00000324501;ENST00000357710;ENST00000394164;ENST00000406768;ENST00000553599;ENST00000553855;ENST00000554131;ENST00000554995;ENST00000555386;ENST00000555867;ENST00000556066;ENST00000556951;ENST00000557293;ENST00000557511;ENST00000559361;ENST00000697912;ENST00000700265;ENST00000700266;ENST00000700267;ENST00000700268;ENST00000700269;ENST00000700270;ENST00000700271;ENST00000700272;ENST00000700273;ENST00000700302;ENST00000700303;ENST00000700304;ENST00000700305;ENST00000700306;ENST00000700307;ENST00000700308;ENST00000700309;ENST00000700310;ENST00000700311;ENST00000700312;ENST00000700313;ENST00000700314;ENST00000700315;ENST00000700316;ENST00000700317;ENST00000700318;ENST00000700319;ENST00000700320;ENST00000700321;ENST00000700322;ENST00000700323;ENST00000700324;ENST00000700375;ENST00000700377;ENST00000700378;ENST00000700379;ENST00000700389;ENST00000700390;ENST00000700391;ENST00000700404;ENST00000700433;ENST00000700434;ENST00000700435;ENST00000700436;ENST00000700437;ENST00000700467;ENST00000700468;ENST00000700469	False	False	False	0.0	False	CDS	CDS	UFM1_independent
1835	ENSG00000213983	AP1G2	chr14	-							1835	74,61,79	54,95,105	15,31,19	30,73,81	230	149	0.000132788840583	0.0010413945766997	0.47,0.294,0.328	0.245,0.216,0.132	0.166					RI	chr14|-|23563379|23563638|23563379|23563502|23563583|23563638	0.0010413945766997	0.166	0.364	0.1976666666666666	717					23563379	23563502	23563583	23563638								23563379	23563638	18,28,31,12,26,10	72,54,70,3,19,12	0,0,0,0,0,0	54,95,105,30,73,81						1835	chr14	-							1835	63,82,139	55,72,99	35,26,33	30,56,75	230	149	0.00266579837035	0.0120770865405428	0.426,0.425,0.476	0.43,0.231,0.222	0.148					0.0120770865405428	0.148	0.4423333333333333	0.2943333333333333	765					23563379	23563502	23563583	23563638								23563379	23563638	4,30,38,7,11,22	63,75,129,30,22,33	0,0,0,0,0,0	55,72,99,30,56,75						0.0010413945766997	0.166	14	-	23563379	23563638	23563379	23563502	23563583	23563638	259	0	402	0	True	False	0.0		402	0	False	False	402	True	0.0	False	2	False	ENST00000554982;ENST00000557132	ENST00000554982;ENST00000557132	ENST00000308724;ENST00000397120;ENST00000460049;ENST00000465445;ENST00000535852;ENST00000554554;ENST00000554977;ENST00000555118;ENST00000555789;ENST00000555974;ENST00000556741;ENST00000557162	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
1911	ENSG00000185624	P4HB	chr17	-							1911	2579,2361,2461	713,1524,1007	3311,3696,4937	579,648,876	1200	149	1.72990510805e-11	8.22308381594e-10	0.31,0.161,0.233	0.415,0.415,0.412	-0.179					RI	chr17|-|81843168|81845742|81843168|81844092|81845143|81845742	8.22308381594e-10	-0.179	0.2346666666666666	0.414	24692					81843168	81844092	81845143	81845742								81843168	81845742	176,171,211,267,242,370	216,201,272,319,370,405	2187,1989,1978,2725,3084,4162	713,1524,1007,579,648,876						1911	chr17	-							1911	2194,2641,3053	715,2096,1179	3113,3598,4013	741,624,807	1200	149	7.77361508497e-11	3.150661845512337e-09	0.276,0.135,0.243	0.343,0.417,0.382	-0.163					3.150661845512337e-09	-0.163	0.218	0.3806666666666666	24774					81843168	81844092	81845143	81845742								81843168	81845742	207,181,245,253,261,339	145,186,231,314,288,383	1842,2274,2577,2546,3049,3291	715,2096,1179,741,624,807						8.22308381594e-10	-0.179	17	-	81843168	81845742	81843168	81844092	81845143	81845742	2574	0	6212	0	True	False	2.0		6212	2	True	True	6212	True	2.0	True	1	False	ENST00000680368	ENST00000680368	ENST00000331483;ENST00000415593;ENST00000439918;ENST00000466567;ENST00000472244;ENST00000473021;ENST00000474712;ENST00000476482;ENST00000477607;ENST00000484286;ENST00000570907;ENST00000571507;ENST00000571617;ENST00000574914;ENST00000575069;ENST00000576390;ENST00000679366;ENST00000679396;ENST00000679439;ENST00000679455;ENST00000679470;ENST00000679628;ENST00000679688;ENST00000679889;ENST00000680076;ENST00000680083;ENST00000680105;ENST00000680191;ENST00000680208;ENST00000680226;ENST00000680259;ENST00000680400;ENST00000680416;ENST00000680547;ENST00000680559;ENST00000680593;ENST00000680719;ENST00000680732;ENST00000680799;ENST00000680838;ENST00000680846;ENST00000680847;ENST00000680884;ENST00000680909;ENST00000680914;ENST00000681020;ENST00000681030;ENST00000681031;ENST00000681068;ENST00000681161;ENST00000681259;ENST00000681420;ENST00000681485;ENST00000681515;ENST00000681566;ENST00000681571;ENST00000681614;ENST00000681693;ENST00000681760;ENST00000681835;ENST00000681872;ENST00000681933;ENST00000681954	False	False	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_independent
1913	ENSG00000185624	P4HB	chr17	-							1913	957,899,1124	533,1059,758	1056,1427,1481	481,499,658	479	149	5.37240747989e-06	6.715642678657391e-05	0.358,0.209,0.316	0.406,0.471,0.412	-0.135					RI	chr17|-|81845143|81845742|81845143|81845230|81845560|81845742	6.715642678657391e-05	-0.135	0.2943333333333333	0.4296666666666666	10932					81845143	81845230	81845560	81845742								81845143	81845742	256,370,414,288,362,488	240,158,294,252,378,325	461,371,416,516,687,668	533,1059,758,481,499,658						1913	chr17	-							1913	1013,1019,1098	504,1612,880	1168,1301,1441	393,590,577	479	149	1.36287611411e-05	0.00014363715275934	0.385,0.164,0.28	0.48,0.407,0.437	-0.165					0.00014363715275934	-0.165	0.2763333333333333	0.4413333333333333	11596					81845143	81845230	81845560	81845742								81845143	81845742	329,315,348,374,375,415	215,289,259,291,342,328	469,415,491,503,584,698	504,1612,880,393,590,577						6.715642678657391e-05	-0.135	17	-	81845143	81845742	81845143	81845230	81845560	81845742	599	0	4781	0	True	False	2.0		4781	2	True	True	4781	True	2.0	True	4	False	ENST00000679366;ENST00000679396;ENST00000680105;ENST00000680719	ENST00000679366;ENST00000679396;ENST00000680105;ENST00000680719	ENST00000331483;ENST00000415593;ENST00000439918;ENST00000466567;ENST00000472244;ENST00000473021;ENST00000474712;ENST00000476482;ENST00000477607;ENST00000484286;ENST00000570907;ENST00000571507;ENST00000571617;ENST00000574914;ENST00000575069;ENST00000576390;ENST00000679439;ENST00000679455;ENST00000679470;ENST00000679628;ENST00000679688;ENST00000679889;ENST00000680076;ENST00000680083;ENST00000680191;ENST00000680208;ENST00000680226;ENST00000680259;ENST00000680368;ENST00000680400;ENST00000680416;ENST00000680547;ENST00000680559;ENST00000680593;ENST00000680732;ENST00000680799;ENST00000680838;ENST00000680846;ENST00000680847;ENST00000680884;ENST00000680909;ENST00000680914;ENST00000681020;ENST00000681030;ENST00000681031;ENST00000681068;ENST00000681161;ENST00000681259;ENST00000681420;ENST00000681485;ENST00000681515;ENST00000681566;ENST00000681571;ENST00000681614;ENST00000681693;ENST00000681760;ENST00000681835;ENST00000681872;ENST00000681933;ENST00000681954	False	False	False	0.0	False	CDS	CDS	UFM1_independent
1917	ENSG00000185624	P4HB	chr17	-							1917	198,145,266	367,761,477	248,369,391	264,324,400	277	149	3.16769943609e-11	1.417834521321451e-09	0.225,0.093,0.231	0.336,0.38,0.345	-0.171					RI	chr17|-|81845143|81845991|81845143|81845742|81845870|81845991	1.417834521321451e-09	-0.171	0.183	0.3536666666666667	4210					81845143	81845742	81845870	81845991								81845143	81845991	148,86,164,132,226,275	66,76,119,99,144,134	2,0,14,28,2,13	367,761,477,264,324,400						1917	chr17	-							1917	196,418,253	340,1030,601	264,331,288	257,375,394	277	149	3.15304893306e-10	1.1006510119508289e-08	0.237,0.179,0.185	0.356,0.322,0.282	-0.12					1.1006510119508289e-08	-0.12	0.2003333333333333	0.32	4747					81845143	81845742	81845870	81845991								81845143	81845991	114,200,147,136,177,181	85,183,121,139,169,130	15,56,0,0,0,4	340,1030,601,257,375,394						1.417834521321451e-09	-0.171	17	-	81845143	81845991	81845143	81845742	81845870	81845991	848	0	6891	0	True	False	0.0		6891	0	False	False	6891	True	0.0	False	7	False	ENST00000679628;ENST00000680208;ENST00000680547;ENST00000680559;ENST00000681259;ENST00000681835;ENST00000681954	ENST00000679628;ENST00000680208;ENST00000680547;ENST00000680559;ENST00000681259;ENST00000681835;ENST00000681954	ENST00000331483;ENST00000415593;ENST00000439918;ENST00000466567;ENST00000472244;ENST00000473021;ENST00000474712;ENST00000476482;ENST00000477607;ENST00000484286;ENST00000570907;ENST00000571507;ENST00000571617;ENST00000574007;ENST00000574914;ENST00000575069;ENST00000576390;ENST00000679366;ENST00000679396;ENST00000679439;ENST00000679455;ENST00000679470;ENST00000679688;ENST00000679889;ENST00000680076;ENST00000680083;ENST00000680105;ENST00000680191;ENST00000680226;ENST00000680259;ENST00000680368;ENST00000680400;ENST00000680416;ENST00000680593;ENST00000680719;ENST00000680732;ENST00000680799;ENST00000680838;ENST00000680846;ENST00000680847;ENST00000680884;ENST00000680909;ENST00000680914;ENST00000681020;ENST00000681030;ENST00000681031;ENST00000681068;ENST00000681161;ENST00000681420;ENST00000681485;ENST00000681515;ENST00000681566;ENST00000681571;ENST00000681614;ENST00000681693;ENST00000681760;ENST00000681872;ENST00000681933	False	False	False	0.0	False	CDS	CDS	UFM1_independent
1919	ENSG00000185624	P4HB	chr17	-							1919	790,853,594	244,488,243	1141,1013,1126	286,209,213	1088	149	1.12952733833e-08	2.8980174220249205e-07	0.307,0.193,0.251	0.353,0.399,0.42	-0.14					RI	chr17|-|81859180|81860520|81859180|81859387|81860326|81860520	2.8980174220249205e-07	-0.14	0.2503333333333333	0.3906666666666666	7200					81859180	81859387	81860326	81860520								81859180	81860520	193,253,169,226,221,202	32,38,9,44,30,35	565,562,416,871,762,889	244,488,243,286,209,213						1919	chr17	-							1919	854,1047,868	216,544,276	1281,1121,1212	144,227,233	1088	149	1.08011989324e-05	0.00011859716427775	0.351,0.209,0.301	0.549,0.403,0.416	-0.169					0.00011859716427775	-0.169	0.287	0.456	8023					81859180	81859387	81860326	81860520								81859180	81860520	176,223,169,243,283,192	24,26,27,53,44,32	654,798,672,985,794,988	216,544,276,144,227,233						2.8980174220249205e-07	-0.14	17	-	81859180	81860520	81859180	81859387	81860326	81860520	1340	0	11701	0	True	False	1.0		11701	1	True	True	11701	True	1.0	True	1	False	ENST00000680559	ENST00000680559	ENST00000331483;ENST00000415593;ENST00000439918;ENST00000466567;ENST00000467086;ENST00000471535;ENST00000472244;ENST00000570907;ENST00000571617;ENST00000573778;ENST00000574007;ENST00000574914;ENST00000575069;ENST00000576052;ENST00000576380;ENST00000576390;ENST00000576541;ENST00000679366;ENST00000679396;ENST00000679439;ENST00000679455;ENST00000679470;ENST00000679628;ENST00000679688;ENST00000679889;ENST00000680076;ENST00000680083;ENST00000680105;ENST00000680191;ENST00000680208;ENST00000680226;ENST00000680259;ENST00000680400;ENST00000680416;ENST00000680593;ENST00000680719;ENST00000680732;ENST00000680799;ENST00000680838;ENST00000680846;ENST00000680847;ENST00000680884;ENST00000680909;ENST00000680914;ENST00000681020;ENST00000681030;ENST00000681031;ENST00000681068;ENST00000681161;ENST00000681420;ENST00000681485;ENST00000681515;ENST00000681566;ENST00000681693;ENST00000681760;ENST00000681872;ENST00000681933	False	False	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_independent
2032	ENSG00000103024	NME3	chr16	-							2032	258,166,104	131,189,116	61,69,114	109,129,203	225	149	0.000280912221966	0.0019507969933131	0.566,0.368,0.373	0.27,0.262,0.271	0.168					RI	chr16|-|1770880|1771410|1770880|1770993|1771069|1771410	0.0019507969933131	0.168	0.4356666666666666	0.2676666666666666	1649					1770880	1770993	1771069	1771410								1770880	1771410	102,83,57,7,40,48	185,101,77,53,48,78	0,0,0,4,0,0	131,189,116,109,129,203						2032	chr16	-							2032	121,206,147	105,167,311	56,84,105	158,159,235	225	149	0.001182850704	0.0061210243371516	0.433,0.45,0.238	0.19,0.259,0.228	0.148					0.0061210243371516	0.148	0.3736666666666666	0.2256666666666666	1854					1770880	1770993	1771069	1771410								1770880	1771410	44,71,51,30,40,62	94,180,111,46,62,81	0,0,0,0,0,0	105,167,311,158,159,235						0.0019507969933131	0.168	16	-	1770880	1771410	1770880	1770993	1771069	1771410	530	0	1126	0	True	False	1.0		1126	1	True	True	1126	True	1.0	True	1	False	ENST00000563367	ENST00000563367	ENST00000219302;ENST00000561637;ENST00000563498;ENST00000563854;ENST00000564252;ENST00000564628;ENST00000565379;ENST00000566600;ENST00000567271;ENST00000568561	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
2066	ENSG00000198707	CEP290	chr12	-							2066	427,352,328	18,34,58	523,547,720	11,8,24	3812	149	1.3485283388e-05	0.00014532822097577	0.481,0.288,0.181	0.65,0.728,0.54	-0.323					RI	chr12|-|88102837|88106905|88102837|88103011|88106674|88106905	0.00014532822097577	-0.323	0.3166666666666666	0.6393333333333333	3050					88102837	88103011	88106674	88106905								88102837	88106905	20,9,12,15,45,37	16,3,10,10,4,15	391,340,306,498,498,668	18,34,58,11,8,24						2066	chr12	-							2066	328,381,465	12,28,23	450,519,562	10,6,2	3812	149	7.05377896992e-06	8.271411883368326e-05	0.517,0.347,0.441	0.638,0.772,0.917	-0.341					8.271411883368326e-05	-0.341	0.435	0.7756666666666667	2786					88102837	88103011	88106674	88106905								88102837	88106905	2,39,16,27,9,49	12,5,7,4,17,24	314,337,442,419,493,489	12,28,23,10,6,2						0.00014532822097577	-0.323	12	-	88102837	88106905	88102837	88103011	88106674	88106905	4068	0	4499	0	True	False	2.0		4499	2	True	True	4499	True	2.0	True	1	False	ENST00000676363	ENST00000676363	ENST00000309041;ENST00000547691;ENST00000552810;ENST00000604024;ENST00000672414;ENST00000672647;ENST00000673058;ENST00000674971;ENST00000675089;ENST00000675230;ENST00000675408;ENST00000675476;ENST00000675628;ENST00000675794;ENST00000675833;ENST00000676074;ENST00000676181;ENST00000676448	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
2096	ENSG00000136104	RNASEH2B	chr13	+							2096	498,562,668	43,83,54	297,526,666	58,103,78	2521	149	0.00849934748667	0.0312458026308515	0.406,0.286,0.422	0.232,0.232,0.335	0.105					RI	chr13|+|50953904|50956503|50953904|50953985|50956357|50956503	0.0312458026308515	0.105	0.3713333333333333	0.2663333333333333	3636					50953904	50953985	50956357	50956503								50953904	50956503	59,52,21,16,22,25	16,37,43,6,17,17	423,473,604,275,487,624	43,83,54,58,103,78						2096	chr13	+							2096	438,460,624	25,31,77	302,435,409	72,68,65	2521	149	5.69020050747e-05	0.00047660361809447	0.509,0.467,0.324	0.199,0.274,0.271	0.185					0.00047660361809447	0.185	0.4333333333333333	0.248	3006					50953904	50953985	50956357	50956503								50953904	50956503	27,42,48,7,24,6	11,12,42,16,3,2	400,406,534,279,408,401	25,31,77,72,68,65						0.0312458026308515	0.105	13	+	50953904	50956503	50953904	50953985	50956357	50956503	2599	0	2599	0	True	False	1.0		2599	1	True	True	2599	True	1.0	True	1	True	ENST00000616907	ENST00000616907	ENST00000336617;ENST00000422660;ENST00000459681;ENST00000495244;ENST00000611510;ENST00000613449;ENST00000621641;ENST00000642207;ENST00000642454;ENST00000642721;ENST00000642995;ENST00000643159;ENST00000643215;ENST00000643405;ENST00000643529;ENST00000643682;ENST00000643774;ENST00000644034;ENST00000644183;ENST00000644297;ENST00000644420;ENST00000644425;ENST00000645188;ENST00000645333;ENST00000645370;ENST00000645618;ENST00000645712;ENST00000645912;ENST00000645955;ENST00000645990;ENST00000646092;ENST00000646279;ENST00000646339;ENST00000646709;ENST00000646731;ENST00000646960;ENST00000646964;ENST00000647387	False	True	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_independent
2165	ENSG00000170581	STAT2	chr12	-							2165	437,407,357	94,47,80	141,130,122	52,52,97	561	149	3.55859032264e-06	4.7130185439370366e-05	0.553,0.697,0.542	0.419,0.399,0.25	0.241					RI	chr12|-|56354777|56355351|56354777|56354863|56355275|56355351	4.7130185439370366e-05	0.241	0.5973333333333334	0.356	2016					56354777	56354863	56355275	56355351								56354777	56355351	80,77,90,23,21,31	112,46,68,46,16,15	245,284,199,72,93,76	94,47,80,52,52,97						2165	chr12	-							2165	464,443,387	55,56,62	244,207,182	50,56,106	561	149	0.000140388786324	0.0010129126411118	0.691,0.678,0.624	0.564,0.495,0.313	0.207					0.0010129126411118	0.207	0.6643333333333333	0.4573333333333333	2312					56354777	56354863	56355275	56355351								56354777	56355351	124,90,88,64,57,61	59,119,98,40,49,28	281,234,201,140,101,93	55,56,62,50,56,106						4.7130185439370366e-05	0.241	12	-	56354777	56355351	56354777	56354863	56355275	56355351	574	0	1986	0	True	False	0.0		1986	0	False	False	1986	True	0.0	False	17	False	ENST00000556140;ENST00000557417;ENST00000651078;ENST00000651805;ENST00000651934;ENST00000651967;ENST00000652091;ENST00000698178;ENST00000698181;ENST00000698182;ENST00000698183;ENST00000698184;ENST00000698185;ENST00000698189;ENST00000698190;ENST00000698191;ENST00000698194	ENST00000556140;ENST00000557417;ENST00000651078;ENST00000651805;ENST00000651934;ENST00000651967;ENST00000652091;ENST00000698178;ENST00000698181;ENST00000698182;ENST00000698183;ENST00000698184;ENST00000698185;ENST00000698189;ENST00000698190;ENST00000698191;ENST00000698194	ENST00000314128;ENST00000418572;ENST00000555646;ENST00000557156;ENST00000557235;ENST00000650805;ENST00000651301;ENST00000651915;ENST00000652398;ENST00000652624;ENST00000652741;ENST00000698180;ENST00000698186;ENST00000698187;ENST00000698188;ENST00000698192;ENST00000698193;ENST00000698195	False	False	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_independent
2197	ENSG00000065357	DGKA	chr12	+							2197	180,140,197	62,50,65	49,132,77	26,51,75	420	149	0.0122931114585	0.0420914120435531	0.507,0.498,0.518	0.401,0.479,0.267	0.125					RI	chr12|+|55940896|55941325|55940896|55940980|55941251|55941325	0.0420914120435531	0.125	0.5076666666666667	0.3823333333333333	1104					55940896	55940980	55941251	55941325								55940896	55941325	99,66,107,25,71,52	81,74,90,20,50,25	0,0,0,4,11,0	62,50,65,26,51,75						2197	chr12	+							2197	64,209,195	45,77,99	33,110,63	48,69,84	420	149	0.000806895787055	0.0044178093001134	0.335,0.491,0.411	0.196,0.361,0.21	0.157					0.0044178093001134	0.157	0.4123333333333333	0.2556666666666666	1096					55940896	55940980	55941251	55941325								55940896	55941325	34,120,85,25,49,31	30,85,82,8,61,32	0,4,28,0,0,0	45,77,99,48,69,84						0.0420914120435531	0.125	12	+	55940896	55941325	55940896	55940980	55941251	55941325	429	0	712	0	True	False	1.0		712	1	True	True	712	True	1.0	True	1	False	ENST00000552478	ENST00000552478	ENST00000331886;ENST00000394147;ENST00000402956;ENST00000547358;ENST00000548047;ENST00000549079;ENST00000551156;ENST00000551296;ENST00000551585;ENST00000551739;ENST00000552652;ENST00000552903;ENST00000553084;ENST00000554434;ENST00000555218;ENST00000557180	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
2199	ENSG00000065357	DGKA	chr12	+							2199	204,125,99	171,165,205	13,31,9	36,94,110	400	149	1.17743514938e-09	3.8611724455955936e-08	0.308,0.22,0.152	0.119,0.109,0.03	0.141					RI	chr12|+|55951622|55952099|55951622|55951783|55952034|55952099	3.8611724455955936e-08	0.141	0.2266666666666666	0.086	1262					55951622	55951783	55952034	55952099								55951622	55952099	68,28,14,2,7,3	110,70,58,1,24,6	26,27,27,10,0,0	171,165,205,36,94,110						2199	chr12	+							2199	70,125,123	71,169,214	25,25,9	99,101,133	400	149	3.33066907388e-16	3.35231842286022e-14	0.269,0.216,0.176	0.086,0.084,0.025	0.155					3.35231842286022e-14	0.155	0.2203333333333333	0.065	1164					55951622	55951783	55952034	55952099								55951622	55952099	23,31,30,4,10,5	40,83,66,15,14,4	7,11,27,6,1,0	71,169,214,99,101,133						3.8611724455955936e-08	0.141	12	+	55951622	55952099	55951622	55951783	55952034	55952099	477	0	1130	0	True	False	2.0		1130	2	True	True	1130	True	2.0	True	1	False	ENST00000551739	ENST00000551739	ENST00000331886;ENST00000394147;ENST00000402956;ENST00000549079;ENST00000551156;ENST00000551296;ENST00000551585;ENST00000552478;ENST00000552903;ENST00000553084;ENST00000555218	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
2201	ENSG00000065357	DGKA	chr12	+							2201	173,97,199	74,144,114	34,50,16	37,78,58	451	149	0.000593636905138	0.0036474764552166	0.436,0.182,0.366	0.233,0.175,0.084	0.164					RI	chr12|+|55952340|55952932|55952340|55952431|55952733|55952932	0.0036474764552166	0.164	0.328	0.164	1074					55952340	55952431	55952733	55952932								55952340	55952932	60,50,82,12,17,3	60,18,31,6,6,0	53,29,86,16,27,13	74,144,114,37,78,58						2201	chr12	+							2201	68,132,173	79,129,77	24,20,41	55,47,77	451	149	1.33861943202e-05	0.00014157482924638	0.221,0.253,0.426	0.126,0.123,0.15	0.167					0.00014157482924638	0.167	0.3	0.133	922					55952340	55952431	55952733	55952932								55952340	55952932	9,35,23,1,7,6	22,36,46,5,2,0	37,61,104,18,11,35	79,129,77,55,47,77						0.0036474764552166	0.164	12	+	55952340	55952932	55952340	55952431	55952733	55952932	592	0	1222	0	True	False	1.0		1222	1	True	True	1222	True	1.0	True	1	False	ENST00000551739	ENST00000551739	ENST00000331886;ENST00000394147;ENST00000402956;ENST00000549079;ENST00000550957;ENST00000551156;ENST00000551296;ENST00000551585;ENST00000552478;ENST00000552903;ENST00000555218	False	False	False	0.0	False	3UTR	3UTR	UFM1_independent
