ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	event_type	ID	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM	FDR	IncLevelDifference	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	inc_len_bp	exc_len_bp	inc_cds_overlap_bp	exc_cds_overlap_bp	inc_touches_cds	exc_touches_cds	inc_cds_overlap_mod3	exc_cds_overlap_mod3	delta_cds_overlap_bp	delta_cds_overlap_mod3	frameshift_candidate_inc	frameshift_candidate_delta	cds_overlap_bp	touches_cds	cds_overlap_mod3	frameshift_candidate	advanced_n_transcripts_matched	advanced_any_protein_pair	advanced_transcript_ids	inclusion_transcript_ids	exclusion_transcript_ids	advanced_overlaps_start_codon_any	advanced_overlaps_stop_codon_any	advanced_frameshift_any	advanced_frameshift_frac	advanced_nmd_proxy_any	RI_Position	Event_Position	dataset
2365	ENSG00000168701	TMEM208	chr16	+							2365	68,65,132	5,4,8	70,94,92	0,0,0	288	149	6.24323594267e-07	1.03190088410923e-05	0.876,0.894,0.895	1.0,1.0,1.0	-0.112					RI	chr16|+|67228796|67229278|67228796|67228836|67228975|67229278	1.03190088410923e-05	-0.112	0.8883333333333333	1.0	538					67228796	67228836	67228975	67229278								67228796	67229278	27,49,80,41,86,53	41,16,56,29,11,40	0,4,0,0,0,0	5,4,8,0,0,0						2365	chr16	+							2365	110,50,60	0,9,0	53,49,75	4,0,0	288	149	0.106843494177	0.2342722003543862	1.0,0.742,1.0	0.873,1.0,1.0	-0.044					0.2342722003543862	-0.044	0.914	0.9576666666666668	410					67228796	67228836	67228975	67229278								67228796	67229278	62,37,39,30,32,50	50,13,25,23,22,25	0,0,0,0,2,0	0,9,0,4,0,0						1.03190088410923e-05	-0.112	16	+	67228796	67229278	67228796	67228836	67228975	67229278	482	0	561	0	True	False	0.0		561	0	False	False	561	True	0.0	False	1	True	ENST00000565201	ENST00000565201	ENST00000304800;ENST00000561586;ENST00000562235;ENST00000563168;ENST00000563271;ENST00000563426;ENST00000563953;ENST00000564649;ENST00000567193	False	True	True	1.0	False	Stop_Codon	Stop_Codon	UFM1_dependent
2399	ENSG00000167257	RNF214	chr11	+							2399	226,205,254	20,4,5	153,130,158	0,0,0	1303	149	1.31697246442e-08	3.282794777164e-07	0.564,0.854,0.853	1.0,1.0,1.0	-0.243					RI	chr11|+|117238600|117239860|117238600|117238646|117239800|117239860	3.282794777164e-07	-0.243	0.757	1.0	1155					117238600	117238646	117239800	117239860								117238600	117239860	40,20,18,18,29,39	11,24,19,15,16,11	175,161,217,120,85,108	20,4,5,0,0,0						2399	chr11	+							2399	264,123,205	2,0,2	168,121,71	1,0,7	1303	149	0.0770139516573	0.181816752954822	0.938,1.0,0.921	0.951,1.0,0.537	0.124					0.181816752954822	0.124	0.953	0.8293333333333334	964					117238600	117238646	117239800	117239860								117238600	117239860	75,35,49,5,23,9	23,0,8,2,15,1	166,88,148,161,83,61	2,0,2,1,0,7						3.282794777164e-07	-0.243	11	+	117238600	117239860	117238600	117238646	117239800	117239860	1260	0	1687	0	True	False	1.0		1687	1	True	True	1687	True	1.0	True	1	False	ENST00000529869	ENST00000529869	ENST00000300650;ENST00000530849;ENST00000531287;ENST00000531452;ENST00000534428	False	False	False	0.0	False	CDS	CDS	UFM1_dependent
2415	ENSG00000089916	GPATCH2L	chr14	+							2415	364,363,362	67,32,92	936,698,833	81,48,90	3146	149	0.00130683137899	0.0068608647396975	0.205,0.349,0.157	0.354,0.408,0.305	-0.119					RI	chr14|+|76173545|76176690|76173545|76173625|76176622|76176690	0.0068608647396975	-0.119	0.237	0.3556666666666666	3966					76173545	76173625	76176622	76176690								76173545	76176690	20,4,8,40,43,36	13,17,21,81,67,52	331,342,333,815,588,745	67,32,92,81,48,90						2415	chr14	+							2415	371,284,500	45,75,85	883,765,590	113,68,77	3146	149	0.0044863472273	0.0184431932645777	0.281,0.152,0.218	0.27,0.348,0.266	-0.078					0.0184431932645777	-0.078	0.217	0.2946666666666667	3856					76173545	76173625	76176622	76176690								76173545	76176690	7,1,18,38,27,17	32,16,24,51,37,34	332,267,458,794,701,539	45,75,85,113,68,77						0.0068608647396975	-0.119	14	+	76173545	76176690	76173545	76173625	76176622	76176690	3145	0	890	0	True	False	2.0		890	2	True	True	890	True	2.0	True	1	False	ENST00000554125	ENST00000554125	ENST00000261530;ENST00000312858;ENST00000554375;ENST00000554799;ENST00000556663;ENST00000557263;ENST00000621494	False	False	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_dependent
2452	ENSG00000099341	PSMD8	chr19	+							2452	449,373,461	207,195,257	579,624,863	164,166,163	1266	149	8.04374344909e-11	3.3783722486178e-09	0.203,0.184,0.174	0.294,0.307,0.384	-0.141					RI	chr19|+|38380898|38382228|38380898|38380999|38382116|38382228	3.3783722486178e-09	-0.141	0.187	0.3283333333333333	4501					38380898	38380999	38382116	38382228								38380898	38382228	13,11,32,44,42,36	113,87,68,87,114,184	323,275,361,448,468,643	207,195,257,164,166,163						2452	chr19	+							2452	318,482,470	182,205,259	492,480,737	205,119,200	1266	149	2.3498117685e-05	0.0002292490027459	0.171,0.217,0.176	0.22,0.322,0.303	-0.094					0.0002292490027459	-0.094	0.188	0.2816666666666667	4149					38380898	38380999	38382116	38382228								38380898	38382228	41,29,21,66,7,54	67,72,54,129,92,117	210,381,395,297,381,566	182,205,259,205,119,200						3.3783722486178e-09	-0.141	19	+	38380898	38382228	38380898	38380999	38382116	38382228	1330	0	1680	0	True	False	0.0		1680	0	False	False	1680	True	0.0	False	1	False	ENST00000592001	ENST00000592001	ENST00000215071;ENST00000585598;ENST00000590331;ENST00000591216;ENST00000592035;ENST00000592561;ENST00000602911;ENST00000700293;ENST00000700294;ENST00000700295;ENST00000700296;ENST00000700297	False	False	False	0.0	False	Stop_Codon	Stop_Codon	UFM1_dependent
2453	ENSG00000149243	KLHL35	chr11	-							2453	183,77,136	9,0,23	11,52,64	0,0,0	1087	149	1.13672113278e-06	1.7000912161480392e-05	0.736,1.0,0.448	1.0,1.0,1.0	-0.272					RI	chr11|-|75425392|75426638|75425392|75425581|75426519|75426638	1.7000912161480392e-05	-0.272	0.728	1.0	555					75425392	75425581	75426519	75426638								75425392	75426638	16,3,43,0,2,9	30,23,6,0,15,19	137,51,87,11,35,36	9,0,23,0,0,0						2453	chr11	-							2453	158,145,152	3,0,4	77,34,69	0,1,4	1087	149	0.403188949181	0.632102301169278	0.878,1.0,0.839	1.0,0.823,0.703	0.064					0.632102301169278	0.064	0.9056666666666666	0.842	647					75425392	75425581	75426519	75426638								75425392	75426638	38,9,15,15,2,37	13,26,25,4,6,1	107,110,112,58,26,31	3,0,4,0,1,4						1.7000912161480392e-05	-0.272	11	-	75425392	75426638	75425392	75425581	75426519	75426638	1246	0	616	0	True	False	1.0		616	1	True	True	616	True	1.0	True	1	False	ENST00000460787	ENST00000460787	ENST00000376292;ENST00000527491;ENST00000539798	False	False	False	0.0	False	NonCoding	NonCoding	UFM1_dependent
2529	ENSG00000174744	BRMS1	chr11	-							2529	231,283,197	59,90,84	165,257,197	11,10,50	587	149	0.000204019847926	0.0014875739684687	0.498,0.444,0.373	0.792,0.867,0.5	-0.281					RI	chr11|-|66338242|66338785|66338242|66338282|66338720|66338785	0.0014875739684687	-0.281	0.4383333333333333	0.7196666666666667	1634					66338242	66338282	66338720	66338785								66338242	66338785	46,57,23,23,38,38	77,31,48,47,67,43	108,195,126,95,152,116	59,90,84,11,10,50						2529	chr11	-							2529	142,261,200	45,80,23	178,245,190	21,45,31	587	149	0.142164961094	0.2916216712115034	0.445,0.453,0.688	0.683,0.58,0.609	-0.095					0.2916216712115034	-0.095	0.5286666666666666	0.624	1461					66338242	66338282	66338720	66338785								66338242	66338785	20,25,20,47,43,32	24,71,65,32,43,20	98,165,115,99,159,138	45,80,23,21,45,31						0.0014875739684687	-0.281	11	-	66338242	66338785	66338242	66338282	66338720	66338785	543	0	380	0	True	False	2.0		380	2	True	True	380	True	2.0	True	1	False	ENST00000530238	ENST00000530238	ENST00000359957;ENST00000425825;ENST00000524699;ENST00000527375;ENST00000530756	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
2533	ENSG00000174851	YIF1A	chr11	-							2533	59,51,43	30,45,76	60,64,82	22,46,21	238	149	0.0135187009578	0.0452987291110544	0.552,0.415,0.262	0.631,0.466,0.71	-0.193					RI	chr11|-|66284579|66284966|66284579|66284783|66284872|66284966	0.0452987291110544	-0.193	0.4096666666666667	0.6023333333333334	599					66284579	66284783	66284872	66284966								66284579	66284966	30,24,21,33,36,50	30,35,24,27,35,47	0,0,0,0,0,0	30,45,76,22,46,21						2533	chr11	-							2533	139,84,109	31,43,55	49,89,67	49,34,17	238	149	0.585229747024	0.8130210357207122	0.737,0.55,0.554	0.385,0.621,0.712	0.041					0.8130210357207122	0.041	0.6136666666666667	0.5726666666666667	766					66284579	66284783	66284872	66284966								66284579	66284966	62,37,60,30,32,28	99,50,51,30,65,52	0,0,0,0,0,0	31,43,55,49,34,17						0.0452987291110544	-0.193	11	-	66284579	66284966	66284579	66284783	66284872	66284966	387	0	975	0	True	False	0.0		975	0	False	False	975	True	0.0	False	2	True	ENST00000471387;ENST00000485820	ENST00000471387;ENST00000485820	ENST00000359461;ENST00000376901;ENST00000484814;ENST00000494836;ENST00000496746;ENST00000526497	False	True	True	0.5	False	CDS	CDS	UFM1_dependent
2553	ENSG00000173039	RELA	chr11	-							2553	117,42,46	135,90,99	50,62,57	57,52,58	239	149	0.00494778922435	0.0202400557196225	0.351,0.225,0.225	0.354,0.426,0.38	-0.12					RI	chr11|-|65661936|65662205|65661936|65662088|65662178|65662205	0.0202400557196225	-0.12	0.267	0.3866666666666666	865					65661936	65662088	65662178	65662205								65661936	65662205	49,17,9,33,35,24	76,31,39,26,36,42	0,0,0,0,0,0	135,90,99,57,52,58						2553	chr11	-							2553	50,58,72	53,126,77	39,52,43	35,62,121	239	149	0.75139088258	0.949299066924816	0.37,0.223,0.368	0.41,0.343,0.181	0.009					0.949299066924816	0.009	0.3203333333333333	0.3113333333333333	788					65661936	65662088	65662178	65662205								65661936	65662205	21,40,38,19,28,19	40,47,44,28,41,38	0,0,0,0,0,0	53,126,77,35,62,121						0.0202400557196225	-0.12	11	-	65661936	65662205	65661936	65662088	65662178	65662205	269	0	2335	0	True	False	1.0		2335	1	True	True	2335	True	1.0	True	1	False	ENST00000534305	ENST00000534305	ENST00000308639;ENST00000406246;ENST00000525301;ENST00000525658;ENST00000525693;ENST00000525858;ENST00000526283;ENST00000527074;ENST00000527749;ENST00000527874;ENST00000527909;ENST00000529389;ENST00000531238;ENST00000531484;ENST00000532776;ENST00000532879;ENST00000532999;ENST00000533187;ENST00000533546;ENST00000534283;ENST00000534558;ENST00000612991	False	False	False	0.0	False	5UTR	5UTR	UFM1_dependent
2571	ENSG00000149823	VPS51	chr11	+							2571	49,78,84	3,11,1	61,83,84	0,1,2	357	149	0.000236004574792	0.0016783953558906	0.872,0.747,0.972	1.0,0.972,0.946	-0.109					RI	chr11|+|65107186|65107727|65107186|65107372|65107580|65107727	0.0016783953558906	-0.109	0.8636666666666667	0.9726666666666668	457					65107186	65107372	65107580	65107727								65107186	65107727	1,18,16,19,19,17	7,44,33,15,26,29	41,16,35,27,38,38	3,11,1,0,1,2						2571	chr11	+							2571	53,98,101	0,7,0	53,119,72	0,14,0	357	149	0.186400051737	0.3591799337714559	1.0,0.854,1.0	1.0,0.78,1.0	0.025					0.3591799337714559	0.025	0.9513333333333334	0.9266666666666666	517					65107186	65107372	65107580	65107727								65107186	65107727	21,50,44,10,38,21	27,40,28,24,31,30	5,8,29,19,50,21	0,7,0,0,14,0						0.0016783953558906	-0.109	11	+	65107186	65107727	65107186	65107372	65107580	65107727	541	0	782	0	True	False	2.0		782	2	True	True	782	True	2.0	True	1	False	ENST00000533656	ENST00000533656	ENST00000279281;ENST00000526578;ENST00000527646;ENST00000528588;ENST00000529180;ENST00000530773;ENST00000533487;ENST00000534124;ENST00000534557	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
2702	ENSG00000134575	ACP2	chr11	-							2702	5,25,13	11,33,38	11,19,30	20,14,12	459	149	0.0123241125015	0.0421480523475727	0.129,0.197,0.1	0.151,0.306,0.448	-0.16					RI	chr11|-|47247640|47248133|47247640|47247727|47248037|47248133	0.0421480523475727	-0.16	0.142	0.3016666666666666	231					47247640	47247727	47248037	47248133								47247640	47248133	2,4,1,7,1,4	0,21,12,3,8,6	3,0,0,1,10,20	11,33,38,20,14,12						2702	chr11	-							2702	7,6,10	48,25,10	22,8,6	32,25,14	459	149	0.125714080682	0.2652646167849748	0.045,0.072,0.245	0.182,0.094,0.122	-0.012					0.2652646167849748	-0.012	0.1206666666666666	0.1326666666666666	213					47247640	47247727	47248037	47248133								47247640	47248133	4,0,5,17,3,4	3,2,5,2,1,2	0,4,0,3,4,0	48,25,10,32,25,14						0.0421480523475727	-0.16	11	-	47247640	47248133	47247640	47247727	47248037	47248133	493	0	1734	0	True	False	0.0		1734	0	False	False	1734	True	0.0	False	1	False	ENST00000673184	ENST00000673184	ENST00000256997;ENST00000527256;ENST00000529444;ENST00000533929;ENST00000672073;ENST00000672075;ENST00000672166;ENST00000672636;ENST00000672787;ENST00000673511;ENST00000673562;ENST00000673604	False	False	False	0.0	False	NonCoding	NonCoding	UFM1_dependent
2704	ENSG00000149179	CSTPP1	chr11	+							2704	33,64,32	7,0,10	17,18,19	0,0,1	422	149	5.07666429913e-05	0.0004577956688568	0.625,1.0,0.53	1.0,1.0,0.87	-0.238					RI	chr11|+|47161126|47162247|47161126|47161190|47161463|47162247	0.0004577956688568	-0.238	0.7183333333333334	0.9566666666666668	201					47161126	47161190	47161463	47162247								47161126	47162247	10,19,13,5,12,1	13,39,1,2,1,13	10,6,18,10,5,5	7,0,10,0,0,1						2704	chr11	+							2704	12,34,53	1,0,0	29,28,73	0,0,0	422	149	1.0	1.0	0.809,1.0,1.0	1.0,1.0,1.0	-0.064					1.0	-0.064	0.9363333333333334	1.0	230					47161126	47161190	47161463	47162247								47161126	47162247	9,14,22,16,14,50	0,10,8,1,2,23	3,10,23,12,12,0	1,0,0,0,0,0						0.0004577956688568	-0.238	11	+	47161126	47162247	47161126	47161190	47161463	47162247	1121	0	619	0	True	False	1.0		619	1	True	True	619	True	1.0	True	1	True	ENST00000395460	ENST00000395460	ENST00000278460;ENST00000378615;ENST00000378618;ENST00000525895;ENST00000527234;ENST00000527784;ENST00000528488;ENST00000534249;ENST00000534581;ENST00000624693	False	True	True	1.0	False	Stop_Codon	Stop_Codon	UFM1_dependent
2712	ENSG00000242612	DECR2	chr16	+							2712	6,0,0	8,15,7	7,15,9	10,15,16	205	149	0.00210082927544	0.0101355508394949	0.353,0.0,0.0	0.337,0.421,0.29	-0.232					RI	chr16|+|406684|406952|406684|406833|406889|406952	0.0101355508394949	-0.232	0.1176666666666666	0.3493333333333333	108					406684	406833	406889	406952								406684	406952	6,0,0,7,15,9	6,0,0,4,5,5	0,0,0,0,0,0	8,15,7,10,15,16						2712	chr16	+							2712	5,0,12	7,1,34	3,3,7	29,7,0	205	149	0.471962087513	0.7068896444670156	0.342,0.0,0.204	0.07,0.238,1.0	-0.254					0.7068896444670156	-0.254	0.182	0.436	108					406684	406833	406889	406952								406684	406952	5,0,12,3,3,7	1,0,9,1,0,3	0,0,0,0,0,0	7,1,34,29,7,0						0.0101355508394949	-0.232	16	+	406684	406952	406684	406833	406889	406952	268	0	213	0	True	False	0.0		213	0	False	False	213	True	0.0	False	1	True	ENST00000445291	ENST00000445291	ENST00000219481;ENST00000424398;ENST00000437024;ENST00000439661;ENST00000461802;ENST00000461947;ENST00000465166;ENST00000627716;ENST00000631605;ENST00000632744;ENST00000633025;ENST00000633348;ENST00000633923	False	True	False	0.0	False	3UTR	3UTR	UFM1_dependent
2794	ENSG00000166340	TPP1	chr11	-							2794	302,237,309	24,32,46	164,203,188	9,9,4	296	149	1.2368140041e-06	1.823111411812789e-05	0.864,0.789,0.772	0.902,0.919,0.959	-0.118					RI	chr11|-|6616974|6617428|6616974|6617153|6617300|6617428	1.823111411812789e-05	-0.118	0.8083333333333333	0.9266666666666666	1527					6616974	6617153	6617300	6617428								6616974	6617428	186,194,242,117,133,126	116,43,65,47,70,62	0,0,2,0,0,0	24,32,46,9,9,4						2794	chr11	-							2794	398,321,374	12,22,38	163,215,103	10,11,15	296	149	0.624505236489	0.8459846665250975	0.943,0.88,0.832	0.891,0.908,0.776	0.027					0.8459846665250975	0.027	0.885	0.8583333333333334	1682					6616974	6617153	6617300	6617428								6616974	6617428	257,216,290,137,180,72	141,105,84,26,35,31	0,0,0,0,0,0	12,22,38,10,11,15						1.823111411812789e-05	-0.118	11	-	6616974	6617428	6616974	6617153	6617300	6617428	454	0	1462	0	True	False	1.0		1462	1	True	True	1462	True	1.0	True	6	False	ENST00000524788;ENST00000524903;ENST00000644151;ENST00000644831;ENST00000646777;ENST00000647016	ENST00000524788;ENST00000524903;ENST00000644151;ENST00000644831;ENST00000646777;ENST00000647016	ENST00000299427;ENST00000428886;ENST00000436873;ENST00000528571;ENST00000528807;ENST00000530040;ENST00000533371;ENST00000534644;ENST00000642892;ENST00000643439;ENST00000643479;ENST00000643516;ENST00000644218;ENST00000644683;ENST00000644810;ENST00000644933;ENST00000645020;ENST00000645285;ENST00000645331;ENST00000645620;ENST00000647152;ENST00000647209;ENST00000647346;ENST00000682424	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
2807	ENSG00000179532	DNHD1	chr11	+							2807	0,0,4	16,1,3	20,21,7	4,8,10	336	149	7.77225425823e-05	0.0006555634540779	0.0,0.0,0.372	0.689,0.538,0.237	-0.364					RI	chr11|+|6556682|6558693|6556682|6558297|6558484|6558693	0.0006555634540779	-0.364	0.124	0.488	94					6556682	6558297	6558484	6558693								6556682	6558693	0,0,0,8,20,3	0,0,4,11,0,1	0,0,0,1,1,3	16,1,3,4,8,10						2807	chr11	+							2807	10,18,0	1,10,10	6,0,0	1,11,0	336	149	1.0	1.0	0.816,0.444,0.0	0.727,0.0,NA	0.056					1.0	0.056	0.42	0.3635	67					6556682	6558297	6558484	6558693								6556682	6558693	10,14,0,4,0,0	0,4,0,1,0,0	0,0,0,1,0,0	1,10,10,1,11,0						0.0006555634540779	-0.364	11	+	6556682	6558693	6556682	6558297	6558484	6558693	2011	0	2277	0	True	False	0.0		2277	0	False	False	2277	True	0.0	False	1	False	ENST00000534210	ENST00000534210	ENST00000254579;ENST00000524401;ENST00000531903	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
2949	ENSG00000010318	PHF7	chr3	+							2949	49,24,39	6,0,0	29,47,16	0,0,0	1154	149	0.00368649941682	0.0160551238806393	0.513,1.0,1.0	1.0,1.0,1.0	-0.162					RI	chr3|+|52421647|52422881|52421647|52421754|52422759|52422881	0.0160551238806393	-0.162	0.8376666666666667	1.0	210					52421647	52421754	52422759	52422881								52421647	52422881	12,9,5,0,0,4	12,3,0,10,0,4	25,12,34,19,47,8	6,0,0,0,0,0						2949	chr3	+							2949	18,42,44	0,0,2	8,31,1	2,1,0	1154	149	0.474290960345	0.7086202646025371	1.0,1.0,0.74	0.341,0.8,1.0	0.2					0.7086202646025371	0.2	0.9133333333333332	0.7136666666666667	149					52421647	52421754	52422759	52422881								52421647	52422881	2,18,4,5,0,1	8,10,6,3,5,0	8,14,34,0,26,0	0,0,2,2,1,0						0.0160551238806393	-0.162	3	+	52421647	52422881	52421647	52421754	52422759	52422881	1234	0	1212	0	True	False	0.0		1212	0	False	False	1212	True	0.0	False	1	False	ENST00000498509	ENST00000498509	ENST00000327906;ENST00000347025;ENST00000459935;ENST00000461861;ENST00000465863;ENST00000614886	False	False	False	0.0	False	CDS	CDS	UFM1_dependent
2969	ENSG00000165533	TTC8	chr14	+							2969	56,41,54	4,0,8	26,49,34	0,0,0	377	149	9.61951727851e-06	0.0001076402918828	0.847,1.0,0.727	1.0,1.0,1.0	-0.142					RI	chr14|+|88841036|88841514|88841036|88841196|88841424|88841514	0.0001076402918828	-0.142	0.858	1.0	272					88841036	88841196	88841424	88841514								88841036	88841514	16,14,32,14,10,15	24,15,17,12,39,17	16,12,5,0,0,2	4,0,8,0,0,0						2969	chr14	+							2969	32,84,21	5,3,5	54,45,39	0,6,5	377	149	0.515870456429	0.750503899391648	0.717,0.917,0.624	1.0,0.748,0.755	-0.082					0.750503899391648	-0.082	0.7526666666666667	0.8343333333333334	299					88841036	88841196	88841424	88841514								88841036	88841514	10,22,6,30,25,17	15,55,15,24,12,17	7,7,0,0,8,5	5,3,5,0,6,5						0.0001076402918828	-0.142	14	+	88841036	88841514	88841036	88841196	88841424	88841514	478	0	1780	0	True	False	1.0		1780	1	True	True	1780	True	1.0	True	1	False	ENST00000556567	ENST00000556567	ENST00000338104;ENST00000346301;ENST00000354441;ENST00000380656;ENST00000554686;ENST00000555057;ENST00000556077;ENST00000556133;ENST00000556651;ENST00000557580;ENST00000622513	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
2997	ENSG00000188603	CLN3	chr16	-							2997	62,104,57	2,14,1	15,5,14	0,0,0	1198	149	8.55482067852e-07	1.359019699499602e-05	0.794,0.48,0.876	1.0,1.0,1.0	-0.283					RI	chr16|-|28487455|28488662|28487455|28487541|28488590|28488662	1.359019699499602e-05	-0.283	0.7166666666666667	1.0	274					28487455	28487541	28488590	28488662								28487455	28488662	9,13,1,1,0,6	8,5,6,1,5,6	45,86,50,13,0,2	2,14,1,0,0,0						2997	chr16	-							2997	52,76,30	9,7,4	23,18,11	2,2,0	1198	149	0.245125932774	0.4384820817601261	0.418,0.575,0.483	0.589,0.528,1.0	-0.214					0.4384820817601261	-0.214	0.492	0.7056666666666667	234					28487455	28487541	28488590	28488662								28487455	28488662	0,14,4,7,2,0	16,25,0,1,6,0	36,37,26,15,10,11	9,7,4,2,2,0						1.359019699499602e-05	-0.283	16	-	28487455	28488662	28487455	28487541	28488590	28488662	1207	0	5914	0	True	False	1.0		5914	1	True	True	5914	True	1.0	True	1	False	ENST00000636977	ENST00000636977	ENST00000333496;ENST00000355477;ENST00000357806;ENST00000357857;ENST00000359984;ENST00000360019;ENST00000395653;ENST00000561505;ENST00000561689;ENST00000563874;ENST00000564574;ENST00000565047;ENST00000565140;ENST00000565316;ENST00000565688;ENST00000565778;ENST00000566057;ENST00000566083;ENST00000566824;ENST00000567495;ENST00000567963;ENST00000568076;ENST00000568422;ENST00000568443;ENST00000568452;ENST00000568472;ENST00000568497;ENST00000568558;ENST00000569030;ENST00000569430;ENST00000628023;ENST00000635861;ENST00000635958;ENST00000635973;ENST00000636147;ENST00000636172;ENST00000636228;ENST00000636351;ENST00000636839;ENST00000636853;ENST00000637100;ENST00000637107;ENST00000637184;ENST00000637578;ENST00000637699;ENST00000637871;ENST00000637985	False	False	False	0.0	False	CDS	CDS	UFM1_dependent
3114	ENSG00000125755	SYMPK	chr19	-							3114	321,461,276	0,21,19	131,272,231	5,0,1	1285	149	0.00765132101439	0.0285388688930897	1.0,0.718,0.627	0.752,1.0,0.964	-0.124					RI	chr19|-|45827836|45829205|45827836|45827918|45829054|45829205	0.0285388688930897	-0.124	0.7816666666666666	0.9053333333333332	1738					45827836	45827918	45829054	45829205								45827836	45829205	24,38,41,10,8,25	46,72,67,31,66,51	251,351,168,90,198,155	0,21,19,5,0,1						3114	chr19	-							3114	270,272,364	9,0,6	216,211,198	0,6,0	1285	149	0.136579047648	0.28363166050422	0.777,1.0,0.876	1.0,0.803,1.0	-0.05					0.28363166050422	-0.05	0.8843333333333333	0.9343333333333332	1552					45827836	45827918	45829054	45829205								45827836	45829205	28,15,25,5,10,4	62,36,69,40,45,54	180,221,270,171,156,140	9,0,6,0,6,0						0.0285388688930897	-0.124	19	-	45827836	45829205	45827836	45827918	45829054	45829205	1369	0	1187	0	True	False	2.0		1187	2	True	True	1187	True	2.0	True	1	False	ENST00000593504	ENST00000593504	ENST00000245934;ENST00000599460;ENST00000599814;ENST00000600237	False	False	False	0.0	False	CDS	CDS	UFM1_dependent
