ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	EventType	event_id	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	reads_cond1.WT	reads_cond2.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	reads_cond1.UFM	reads_cond2.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM
805	ENSG00000147274.14	RBMX	chrX	-	NA	NA	NA	NA	NA	NA	805	5,8,6	9,7,13	29,27,19	5,2,8	309	149	6.1231005859e-6	7.435020354997784e-5	0.211,0.355,0.182	0.737,0.867,0.534	-0.463	NA	NA	NA	NA	RI	chrX|-|136879016|136879453|136879016|136879158|136879318|136879453	7.435020354997784e-5	-0.463	0.24933333333333332	0.7126666666666667	48	90	138	NA	NA	NA	NA	136879016	136879158	136879318	136879453	NA	NA	NA	NA	NA	NA	NA	136879016	136879453	4,2,0,8,25,16	1,6,6,9,2,3	0,0,0,12,0,0	9,7,13,5,2,8	NA	NA	NA	NA	NA	805	chrX	-	NA	NA	NA	NA	NA	NA	805	12,10,18	5,5,5	5,7,6	8,0,0	309	149	0.144611653738	0.2953364142454454	0.536,0.491,0.634	0.232,1.0,1.0	-0.19	NA	NA	NA	NA	0.2953364142454454	-0.19	0.5536666666666666	0.744	55	26	81	NA	NA	NA	NA	136879016	136879158	136879318	136879453	NA	NA	NA	NA	NA	NA	NA	136879016	136879453	12,8,14,5,1,6	0,0,4,0,0,0	0,2,0,0,6,0	5,5,5,8,0,0	NA	NA	NA	NA	NA
909	ENSG00000141279.18	NPEPPS	chr17	+	NA	NA	NA	NA	NA	NA	909	246,283,268	101,88,87	252,346,348	48,51,90	721	149	3.5694527024e-4	0.00238690119641404	0.335,0.399,0.389	0.52,0.584,0.444	-0.142	NA	NA	NA	NA	RI	chr17|+|47619008|47619784|47619008|47619164|47619736|47619784	0.00238690119641404	-0.142	0.37433333333333335	0.516	1073	1135	2208	NA	NA	NA	NA	47619008	47619164	47619736	47619784	NA	NA	NA	NA	NA	NA	NA	47619008	47619784	79,103,79,78,96,111	70,92,110,75,118,82	97,88,79,99,132,155	101,88,87,48,51,90	NA	NA	NA	NA	NA	909	chr17	+	NA	NA	NA	NA	NA	NA	909	144,273,314	53,81,94	204,243,201	25,71,53	721	149	0.0930193621396	0.2112613493648155	0.36,0.411,0.408	0.628,0.414,0.439	-0.101	NA	NA	NA	NA	0.2112613493648155	-0.101	0.39299999999999996	0.49366666666666664	959	797	1756	NA	NA	NA	NA	47619008	47619164	47619736	47619784	NA	NA	NA	NA	NA	NA	NA	47619008	47619784	57,86,91,65,28,56	32,54,100,66,76,75	55,133,123,73,139,70	53,81,94,25,71,53	NA	NA	NA	NA	NA
922	ENSG00000159314.13	ARHGAP27	chr17	-	NA	NA	NA	NA	NA	NA	922	22,22,11	5,0,1	7,13,11	1,0,0	495	149	0.00252129052175	0.01177498360957425	0.57,1.0,0.768	0.678,1.0,1.0	-0.113	NA	NA	NA	NA	RI	chr17|-|45404600|45405106|45404600|45404681|45405027|45405106	0.01177498360957425	-0.113	0.7793333333333333	0.8926666666666667	61	32	93	NA	NA	NA	NA	45404600	45404681	45405027	45405106	NA	NA	NA	NA	NA	NA	NA	45404600	45405106	6,3,4,0,11,0	14,14,7,7,2,5	2,5,0,0,0,6	5,0,1,1,0,0	NA	NA	NA	NA	NA	922	chr17	-	NA	NA	NA	NA	NA	NA	922	9,24,26	2,2,2	6,14,4	1,1,10	495	149	0.0677435432053	0.1646527606546473	0.575,0.783,0.796	0.644,0.808,0.107	0.198	NA	NA	NA	NA	0.1646527606546473	0.198	0.718	0.5196666666666667	65	36	101	NA	NA	NA	NA	45404600	45404681	45405027	45405106	NA	NA	NA	NA	NA	NA	NA	45404600	45405106	1,10,14,1,8,0	7,14,6,5,2,3	1,0,6,0,4,1	2,2,2,1,1,10	NA	NA	NA	NA	NA
924	ENSG00000006062.18	MAP3K14	chr17	-	NA	NA	NA	NA	NA	NA	924	42,12,39	11,9,25	72,41,86	13,12,20	643	149	0.0152084634962	0.04979086927853625	0.469,0.236,0.266	0.562,0.442,0.499	-0.177	NA	NA	NA	NA	RI	chr17|-|45270412|45271221|45270412|45270563|45271057|45271221	0.04979086927853625	-0.177	0.32366666666666666	0.501	138	244	382	NA	NA	NA	NA	45270412	45270563	45271057	45271221	NA	NA	NA	NA	NA	NA	NA	45270412	45271221	8,1,9,16,7,8	11,11,10,6,8,29	23,0,20,50,26,49	11,9,25,13,12,20	NA	NA	NA	NA	NA	924	chr17	-	NA	NA	NA	NA	NA	NA	924	34,18,51	11,12,9	77,69,40	17,7,26	643	149	0.570846442553	0.800906048632938	0.417,0.258,0.568	0.512,0.696,0.263	-0.076	NA	NA	NA	NA	0.800906048632938	-0.076	0.41433333333333333	0.49033333333333334	135	236	371	NA	NA	NA	NA	45270412	45270563	45271057	45271221	NA	NA	NA	NA	NA	NA	NA	45270412	45271221	0,5,2,18,12,8	9,2,2,6,23,7	25,11,47,53,34,25	11,12,9,17,7,26	NA	NA	NA	NA	NA
935	ENSG00000141349.10	G6PC3	chr17	+	NA	NA	NA	NA	NA	NA	935	55,141,94	21,20,31	127,65,116	16,9,15	371	149	0.0122938789658	0.04209141204355312	0.513,0.739,0.549	0.761,0.744,0.756	-0.153	NA	NA	NA	NA	RI	chr17|+|44074968|44075451|44074968|44075087|44075309|44075451	0.04209141204355312	-0.153	0.6003333333333334	0.7536666666666667	362	348	710	NA	NA	NA	NA	44074968	44075087	44075309	44075451	NA	NA	NA	NA	NA	NA	NA	44074968	44075451	12,16,20,11,7,15	19,55,22,24,14,17	24,70,52,92,44,84	21,20,31,16,9,15	NA	NA	NA	NA	NA	935	chr17	+	NA	NA	NA	NA	NA	NA	935	134,62,76	11,14,14	31,117,112	22,16,14	371	149	0.306094347039	0.5195345030265658	0.83,0.64,0.686	0.361,0.746,0.763	0.095	NA	NA	NA	NA	0.5195345030265658	0.095	0.7186666666666667	0.6233333333333333	311	312	623	NA	NA	NA	NA	44074968	44075087	44075309	44075451	NA	NA	NA	NA	NA	NA	NA	44074968	44075451	78,17,17,4,46,19	10,7,21,22,5,17	46,38,38,5,66,76	11,14,14,22,16,14	NA	NA	NA	NA	NA
985	ENSG00000076604.16	TRAF4	chr17	+	NA	NA	NA	NA	NA	NA	985	270,246,320	257,255,185	191,261,236	92,146,145	218	149	0.00815920095298	0.03023094878771804	0.418,0.397,0.542	0.587,0.55,0.527	-0.102	NA	NA	NA	NA	RI	chr17|+|28747842|28748178|28747842|28747947|28748016|28748178	0.03023094878771804	-0.102	0.45233333333333337	0.5546666666666666	1533	1071	2604	NA	NA	NA	NA	28747842	28747947	28748016	28748178	NA	NA	NA	NA	NA	NA	NA	28747842	28748178	126,123,144,96,117,92	209,170,261,136,198,190	0,0,0,0,0,0	257,255,185,92,146,145	NA	NA	NA	NA	NA	985	chr17	+	NA	NA	NA	NA	NA	NA	985	227,231,242	165,173,262	132,161,173	89,184,131	218	149	0.989797255602	1	0.485,0.477,0.387	0.503,0.374,0.474	-0.001	NA	NA	NA	NA	1	-0.001	0.44966666666666666	0.4503333333333333	1300	870	2170	NA	NA	NA	NA	28747842	28747947	28748016	28748178	NA	NA	NA	NA	NA	NA	NA	28747842	28748178	79,131,128,48,78,64	201,175,196,120,125,147	0,0,0,0,0,0	165,173,262,89,184,131	NA	NA	NA	NA	NA
1042	ENSG00000177731.16	FLII	chr17	-	NA	NA	NA	NA	NA	NA	1042	156,160,257	129,162,155	141,185,196	71,72,101	232	149	4.11732701702e-4	0.00270605029671668	0.437,0.388,0.516	0.561,0.623,0.555	-0.133	NA	NA	NA	NA	RI	chr17|-|18245743|18246062|18245743|18245850|18245933|18246062	0.00270605029671668	-0.133	0.447	0.5796666666666667	1019	766	1785	NA	NA	NA	NA	18245743	18245850	18245933	18246062	NA	NA	NA	NA	NA	NA	NA	18245743	18246062	63,82,151,76,116,103	114,101,157,102,100,135	0,0,0,0,0,0	129,162,155,71,72,101	NA	NA	NA	NA	NA	1042	chr17	-	NA	NA	NA	NA	NA	NA	1042	169,206,266	176,166,160	131,192,136	67,180,81	232	149	0.366227029464	0.5904017701369716	0.381,0.444,0.516	0.557,0.407,0.519	-0.047	NA	NA	NA	NA	0.5904017701369716	-0.047	0.447	0.49433333333333335	1143	787	1930	NA	NA	NA	NA	18245743	18245850	18245933	18246062	NA	NA	NA	NA	NA	NA	NA	18245743	18246062	109,118,181,80,105,69	81,118,140,69,122,88	0,0,0,0,1,0	176,166,160,67,180,81	NA	NA	NA	NA	NA
1108	ENSG00000141503.17	MINK1	chr17	+	NA	NA	NA	NA	NA	NA	1108	125,83,140	4,15,3	25,93,119	1,1,0	607	149	2.8083714244e-5	2.7730971939485e-4	0.885,0.576,0.92	0.86,0.958,1.0	-0.146	NA	NA	NA	NA	RI	chr17|+|4889646|4890735|4889646|4889763|4890221|4890735	2.7730971939485e-4	-0.146	0.7936666666666666	0.9393333333333334	370	239	609	NA	NA	NA	NA	4889646	4889763	4890221	4890735	NA	NA	NA	NA	NA	NA	NA	4889646	4890735	29,10,7,1,18,18	52,49,45,15,17,36	44,24,88,9,58,65	4,15,3,1,1,0	NA	NA	NA	NA	NA	1108	chr17	+	NA	NA	NA	NA	NA	NA	1108	108,130,141	7,0,3	89,100,107	7,2,4	607	149	0.252187661991	0.44700947777036953	0.791,1.0,0.92	0.757,0.925,0.868	0.054	NA	NA	NA	NA	0.44700947777036953	0.054	0.9036666666666667	0.85	389	309	698	NA	NA	NA	NA	4889646	4889763	4890221	4890735	NA	NA	NA	NA	NA	NA	NA	4889646	4890735	36,3,22,3,26,8	30,71,36,38,18,18	42,56,83,48,56,81	7,0,3,7,2,4	NA	NA	NA	NA	NA
1145	ENSG00000214087.9	ARL16	chr17	-	NA	NA	NA	NA	NA	NA	1145	338,303,434	16,13,15	463,431,635	0,2,4	490	149	2.03292938039e-12	1.2102837825778138e-10	0.865,0.876,0.898	1.0,0.985,0.98	-0.109	NA	NA	NA	NA	RI	chr17|-|81682033|81682675|81682033|81682149|81682490|81682675	1.2102837825778138e-10	-0.109	0.8796666666666667	0.9883333333333333	1119	1535	2654	NA	NA	NA	NA	81682033	81682149	81682490	81682675	NA	NA	NA	NA	NA	NA	NA	81682033	81682675	121,72,151,150,116,139	55,66,74,108,75,141	162,165,209,205,240,355	16,13,15,0,2,4	NA	NA	NA	NA	NA	1145	chr17	-	NA	NA	NA	NA	NA	NA	1145	366,431,449	3,6,10	444,395,539	5,6,19	490	149	0.204645112761	0.38488067143060695	0.974,0.956,0.932	0.964,0.952,0.896	0.017	NA	NA	NA	NA	0.38488067143060695	0.017	0.954	0.9373333333333334	1265	1408	2673	NA	NA	NA	NA	81682033	81682149	81682490	81682675	NA	NA	NA	NA	NA	NA	NA	81682033	81682675	131,158,152,136,144,169	113,92,77,75,90,119	122,181,220,233,161,251	3,6,10,5,6,19	NA	NA	NA	NA	NA
1146	ENSG00000214087.9	ARL16	chr17	-	NA	NA	NA	NA	NA	NA	1146	575,441,776	10,13,25	646,662,873	10,1,0	1012	149	1.78226061687e-8	4.219622433454378e-7	0.894,0.833,0.82	0.905,0.99,1.0	-0.116	NA	NA	NA	NA	RI	chr17|-|81682033|81683126|81682033|81682149|81683012|81683126	4.219622433454378e-7	-0.116	0.849	0.965	1840	2192	4032	NA	NA	NA	NA	81682033	81682149	81683012	81683126	NA	NA	NA	NA	NA	NA	NA	81682033	81683126	121,72,151,150,116,139	41,30,70,21,57,50	413,339,555,475,489,684	10,13,25,10,1,0	NA	NA	NA	NA	NA	1146	chr17	-	NA	NA	NA	NA	NA	NA	1146	566,708,791	5,11,10	654,619,851	12,9,1	1012	149	0.557391577987	0.7910899505202099	0.943,0.905,0.921	0.889,0.91,0.992	-0.007	NA	NA	NA	NA	0.7910899505202099	-0.007	0.923	0.9303333333333333	2091	2146	4237	NA	NA	NA	NA	81682033	81682149	81683012	81683126	NA	NA	NA	NA	NA	NA	NA	81682033	81683126	131,158,152,136,144,169	45,79,84,35,54,43	390,471,555,483,421,639	5,11,10,12,9,1	NA	NA	NA	NA	NA
1179	ENSG00000124067.17	SLC12A4	chr16	-	NA	NA	NA	NA	NA	NA	1179	42,19,22	72,80,112	84,101,43	137,109,51	228	149	1.53283361495e-5	1.6233740460921e-4	0.276,0.134,0.114	0.286,0.377,0.355	-0.165	NA	NA	NA	NA	RI	chr16|-|67950961|67951304|67950961|67951060|67951139|67951304	1.6233740460921e-4	-0.165	0.1746666666666667	0.3393333333333333	347	525	872	NA	NA	NA	NA	67950961	67951060	67951139	67951304	NA	NA	NA	NA	NA	NA	NA	67950961	67951304	31,9,12,37,45,16	28,10,14,56,59,29	0,0,0,0,0,0	72,80,112,137,109,51	NA	NA	NA	NA	NA	1179	chr16	-	NA	NA	NA	NA	NA	NA	1179	12,55,54	85,91,86	56,23,66	118,81,103	228	149	0.660217347962	0.8761137516530487	0.084,0.283,0.291	0.237,0.157,0.295	-0.01	NA	NA	NA	NA	0.8761137516530487	-0.01	0.21933333333333332	0.22966666666666666	383	447	830	NA	NA	NA	NA	67950961	67951060	67951139	67951304	NA	NA	NA	NA	NA	NA	NA	67950961	67951304	6,32,32,28,8,45	9,32,37,34,18,28	0,0,0,0,0,0	85,91,86,118,81,103	NA	NA	NA	NA	NA
1461	ENSG00000162004.19	CCDC78	chr16	-	NA	NA	NA	NA	NA	NA	1461	81,55,30	2,8,11	52,64,57	2,0,4	225	149	0.00185280703122	0.00919296605287417	0.964,0.82,0.644	0.945,1.0,0.904	-0.14	NA	NA	NA	NA	RI	chr16|-|722921|723161|722921|723018|723094|723161	0.00919296605287417	-0.14	0.8093333333333333	0.9496666666666667	187	179	366	NA	NA	NA	NA	722921	723018	723094	723161	NA	NA	NA	NA	NA	NA	NA	722921	723161	61,34,15,22,53,41	49,38,19,36,44,41	0,0,0,0,0,0	2,8,11,2,0,4	NA	NA	NA	NA	NA	1461	chr16	-	NA	NA	NA	NA	NA	NA	1461	54,85,82	4,7,2	33,31,46	0,1,10	225	149	0.562859330996	0.7952989003006187	0.899,0.889,0.964	1.0,0.954,0.753	0.015	NA	NA	NA	NA	0.7952989003006187	0.015	0.9173333333333333	0.9023333333333333	234	121	355	NA	NA	NA	NA	722921	723018	723094	723161	NA	NA	NA	NA	NA	NA	NA	722921	723161	30,67,52,22,26,16	37,49,52,21,16,39	0,0,0,0,0,0	4,7,2,0,1,10	NA	NA	NA	NA	NA
1498	ENSG00000041357.16	PSMA4	chr15	+	NA	NA	NA	NA	NA	NA	1498	222,236,283	217,242,390	199,274,312	121,148,254	412	149	4.92059609547e-6	6.272992777010819e-5	0.27,0.261,0.208	0.373,0.401,0.308	-0.114	NA	NA	NA	NA	RI	chr15|+|78542176|78542645|78542176|78542219|78542482|78542645	6.272992777010819e-5	-0.114	0.24633333333333335	0.3606666666666667	1590	1308	2898	NA	NA	NA	NA	78542176	78542219	78542482	78542645	NA	NA	NA	NA	NA	NA	NA	78542176	78542645	66,79,95,44,63,102	83,70,88,72,90,78	73,87,100,83,121,132	217,242,390,121,148,254	NA	NA	NA	NA	NA	1498	chr15	+	NA	NA	NA	NA	NA	NA	1498	197,233,308	248,380,360	159,200,180	187,126,178	412	149	0.00548781787592	0.02178891002806106	0.223,0.182,0.236	0.235,0.365,0.268	-0.076	NA	NA	NA	NA	0.02178891002806106	-0.076	0.21366666666666667	0.28933333333333333	1726	1030	2756	NA	NA	NA	NA	78542176	78542219	78542482	78542645	NA	NA	NA	NA	NA	NA	NA	78542176	78542645	64,91,81,59,37,67	69,56,90,51,50,25	64,86,137,49,113,88	248,380,360,187,126,178	NA	NA	NA	NA	NA
1573	ENSG00000166762.19	CATSPER2	chr15	-	NA	NA	NA	NA	NA	NA	1573	674,531,622	7,7,40	601,668,674	0,0,8	3145	149	1.44867914674e-4	0.00112162885452142	0.82,0.782,0.424	1.0,1.0,0.8	-0.258	NA	NA	NA	NA	RI	chr15|-|43632198|43635416|43632198|43632363|43635359|43635416	0.00112162885452142	-0.258	0.6753333333333333	0.9333333333333333	1881	1951	3832	NA	NA	NA	NA	43632198	43632363	43635359	43635416	NA	NA	NA	NA	NA	NA	NA	43632198	43635416	19,29,48,27,18,35	16,49,19,14,11,35	639,453,555,560,639,604	7,7,40,0,0,8	NA	NA	NA	NA	NA	1573	chr15	-	NA	NA	NA	NA	NA	NA	1573	693,789,704	7,6,46	597,678,537	0,4,11	3145	149	0.0603196023699	0.1507740392019148	0.824,0.862,0.42	1.0,0.889,0.698	-0.16	NA	NA	NA	NA	0.1507740392019148	-0.16	0.702	0.8623333333333333	2245	1827	4072	NA	NA	NA	NA	43632198	43632363	43635359	43635416	NA	NA	NA	NA	NA	NA	NA	43632198	43635416	9,45,39,15,48,14	16,23,25,26,53,21	668,721,640,556,577,502	7,6,46,0,4,11	NA	NA	NA	NA	NA
1588	ENSG00000092529.26	CAPN3	chr15	+	NA	NA	NA	NA	NA	NA	1588	6,13,0	9,21,36	10,8,18	16,6,18	581	149	0.00189074038499	0.00935756258334034	0.146,0.137,0.0	0.138,0.255,0.204	-0.105	NA	NA	NA	NA	RI	chr15|+|42409930|42410496|42409930|42409995|42410427|42410496	0.00935756258334034	-0.105	0.09433333333333334	0.199	85	76	161	NA	NA	NA	NA	42409930	42409995	42410427	42410496	NA	NA	NA	NA	NA	NA	NA	42409930	42410496	0,1,0,2,0,5	0,12,0,0,0,0	6,0,0,8,8,13	9,21,36,16,6,18	NA	NA	NA	NA	NA	1588	chr15	+	NA	NA	NA	NA	NA	NA	1588	10,2,2	15,8,14	11,1,21	11,14,18	581	149	0.0878445314523	0.20163174665163044	0.146,0.06,0.035	0.204,0.018,0.23	-0.07	NA	NA	NA	NA	0.20163174665163044	-0.07	0.08033333333333333	0.15066666666666667	51	76	127	NA	NA	NA	NA	42409930	42409995	42410427	42410496	NA	NA	NA	NA	NA	NA	NA	42409930	42410496	0,0,0,6,1,6	0,0,2,0,0,3	10,2,0,5,0,12	15,8,14,11,14,18	NA	NA	NA	NA	NA
1590	ENSG00000092529.26	CAPN3	chr15	+	NA	NA	NA	NA	NA	NA	1590	0,12,4	6,34,28	19,4,8	12,1,14	240	149	0.00114754133994	0.00620522354189777	0.0,0.18,0.081	0.496,0.713,0.262	-0.403	NA	NA	NA	NA	RI	chr15|+|42410427|42410666|42410427|42410496|42410587|42410666	0.00620522354189777	-0.403	0.087	0.49033333333333334	84	58	142	NA	NA	NA	NA	42410427	42410496	42410587	42410666	NA	NA	NA	NA	NA	NA	NA	42410427	42410666	0,12,4,19,0,2	0,0,4,10,4,6	0,0,0,0,0,0	6,34,28,12,1,14	NA	NA	NA	NA	NA	1590	chr15	+	NA	NA	NA	NA	NA	NA	1590	0,0,0	17,2,24	6,0,0	5,20,26	240	149	0.0608719266124	0.15177768984817655	0.0,0.0,0.0	0.427,0.0,0.0	-0.142	NA	NA	NA	NA	0.15177768984817655	-0.142	0	0.1423333333333333	43	57	100	NA	NA	NA	NA	42410427	42410496	42410587	42410666	NA	NA	NA	NA	NA	NA	NA	42410427	42410666	0,0,0,0,0,0	0,0,0,6,0,0	0,0,0,0,0,0	17,2,24,5,20,26	NA	NA	NA	NA	NA
1650	ENSG00000104936.20	DMPK	chr19	-	NA	NA	NA	NA	NA	NA	1650	31,41,72	8,15,26	68,135,110	9,6,18	438	149	8.92204420256e-5	7.3733120013609e-4	0.569,0.482,0.485	0.72,0.884,0.675	-0.248	NA	NA	NA	NA	RI	chr19|-|45770970|45771396|45770970|45771060|45771349|45771396	7.3733120013609e-4	-0.248	0.512	0.7596666666666667	193	346	539	NA	NA	NA	NA	45770970	45771060	45771349	45771396	NA	NA	NA	NA	NA	NA	NA	45770970	45771396	5,12,11,6,38,31	4,10,22,20,29,26	22,19,39,42,68,53	8,15,26,9,6,18	NA	NA	NA	NA	NA	1650	chr19	-	NA	NA	NA	NA	NA	NA	1650	50,68,55	12,6,0	72,120,89	9,2,7	438	149	0.549295464554	0.7830961544951855	0.586,0.794,1.0	0.731,0.953,0.812	-0.039	NA	NA	NA	NA	0.7830961544951855	-0.039	0.7933333333333333	0.832	191	299	490	NA	NA	NA	NA	45770970	45771060	45771349	45771396	NA	NA	NA	NA	NA	NA	NA	45770970	45771396	0,16,16,6,59,26	5,16,20,39,25,29	45,36,19,27,36,34	12,6,0,9,2,7	NA	NA	NA	NA	NA
1689	ENSG00000162066.16	AMDHD2	chr16	+	NA	NA	NA	NA	NA	NA	1689	50,11,23	122,125,132	24,32,36	34,39,99	227	149	6.51588534848e-5	5.6674338945928e-4	0.212,0.055,0.103	0.317,0.35,0.193	-0.163	NA	NA	NA	NA	RI	chr16|+|2520768|2521123|2520768|2520905|2520983|2521123	5.6674338945928e-4	-0.163	0.12333333333333334	0.2866666666666667	463	264	727	NA	NA	NA	NA	2520768	2520905	2520983	2521123	NA	NA	NA	NA	NA	NA	NA	2520768	2521123	41,1,16,22,26,15	17,11,15,10,8,26	0,0,0,0,0,0	122,125,132,34,39,99	NA	NA	NA	NA	NA	1689	chr16	+	NA	NA	NA	NA	NA	NA	1689	24,27,33	90,134,129	37,8,6	42,84,45	227	149	0.943047133664	1	0.149,0.117,0.144	0.366,0.059,0.08	-0.032	NA	NA	NA	NA	1	-0.032	0.13666666666666666	0.16833333333333333	437	222	659	NA	NA	NA	NA	2520768	2520905	2520983	2521123	NA	NA	NA	NA	NA	NA	NA	2520768	2521123	18,26,24,18,8,6	6,1,12,23,2,0	0,0,0,0,0,0	90,134,129,42,84,45	NA	NA	NA	NA	NA
1768	ENSG00000182093.16	GET1	chr21	+	NA	NA	NA	NA	NA	NA	1768	13,36,2	11,1,0	5,17,22	0,0,2	652	149	0.00464970813829	0.01930400155991488	0.213,0.892,1.0	1.0,1.0,0.715	-0.203	NA	NA	NA	NA	RI	chr21|+|39405913|39406731|39405913|39406058|39406561|39406731	0.01930400155991488	-0.203	0.7016666666666667	0.905	63	46	109	NA	NA	NA	NA	39405913	39406058	39406561	39406731	NA	NA	NA	NA	NA	NA	NA	39405913	39406731	6,2,0,3,1,2	0,19,1,0,12,1	7,15,1,2,4,19	11,1,0,0,0,2	NA	NA	NA	NA	NA	1768	chr21	+	NA	NA	NA	NA	NA	NA	1768	10,5,37	4,0,0	14,8,10	1,0,2	652	149	0.831269598598	1	0.364,1.0,1.0	0.762,1.0,0.533	0.023	NA	NA	NA	NA	1	0.023	0.788	0.765	56	35	91	NA	NA	NA	NA	39405913	39406058	39406561	39406731	NA	NA	NA	NA	NA	NA	NA	39405913	39406731	0,0,9,1,0,2	5,0,13,4,5,0	5,5,15,9,3,8	4,0,0,1,0,2	NA	NA	NA	NA	NA
1822	ENSG00000092010.15	PSME1	chr14	+	NA	NA	NA	NA	NA	NA	1822	75,93,43	0,0,8	12,17,30	0,0,0	452	149	0.00374321727081	0.01625595488994824	1.0,1.0,0.639	1.0,1.0,1.0	-0.12	NA	NA	NA	NA	RI	chr14|+|24136984|24137431|24136984|24137017|24137320|24137431	0.01625595488994824	-0.12	0.8796666666666667	1	219	59	278	NA	NA	NA	NA	24136984	24137017	24137320	24137431	NA	NA	NA	NA	NA	NA	NA	24136984	24137431	25,47,20,2,13,13	43,38,16,10,2,13	7,8,7,0,2,4	0,0,8,0,0,0	NA	NA	NA	NA	NA	1822	chr14	+	NA	NA	NA	NA	NA	NA	1822	59,94,89	0,0,0	12,34,16	0,1,0	452	149	1	1	1.0,1.0,1.0	1.0,0.918,1.0	0.027	NA	NA	NA	NA	1	0.027	1	0.9726666666666667	242	63	305	NA	NA	NA	NA	24136984	24137017	24137320	24137431	NA	NA	NA	NA	NA	NA	NA	24136984	24137431	34,30,17,6,11,6	6,52,68,6,16,10	19,12,4,0,7,0	0,0,0,0,1,0	NA	NA	NA	NA	NA
1883	ENSG00000134901.14	POGLUT2	chr13	-	NA	NA	NA	NA	NA	NA	1883	41,34,52	11,8,38	35,21,42	6,0,3	2059	149	0.00943332427691	0.03412692888850273	0.212,0.235,0.09	0.297,1.0,0.503	-0.421	NA	NA	NA	NA	RI	chr13|-|102791257|102793418|102791257|102791430|102793340|102793418	0.03412692888850273	-0.421	0.179	0.6	184	107	291	NA	NA	NA	NA	102791257	102791430	102793340	102793418	NA	NA	NA	NA	NA	NA	NA	102791257	102793418	2,2,0,0,0,0	0,0,0,0,0,6	39,32,52,35,21,36	11,8,38,6,0,3	NA	NA	NA	NA	NA	1883	chr13	-	NA	NA	NA	NA	NA	NA	1883	45,65,33	3,41,20	20,22,3	4,5,0	2059	149	0.640597406518	0.8600639702005785	0.52,0.103,0.107	0.266,0.242,1.0	-0.259	NA	NA	NA	NA	0.8600639702005785	-0.259	0.24333333333333335	0.5026666666666667	207	54	261	NA	NA	NA	NA	102791257	102791430	102793340	102793418	NA	NA	NA	NA	NA	NA	NA	102791257	102793418	0,9,0,0,2,2	0,0,0,0,0,0	45,56,33,20,20,1	3,41,20,4,5,0	NA	NA	NA	NA	NA
